education_years,age,experience_years,experience_sq,tenure_years,female,married,union_member,urban,south_region,nonwhite,hours_worked_weekly,firm_size_log,health_score,computer_skills_score,sibling_count,commute_minutes,household_size,coffee_cups_per_day,savings_rate_pct,hourly_wage,log_hourly_wage
15.0,35.0,12.1,146.41,9.9,1,1,0,1,0,0,43.1,4.42879649631462,81.9,73.8,0,22.7,2,0,2.4,45.0,3.8067
13.0,45.0,26.5,702.25,24.5,0,0,0,1,0,0,40.1,3.8999554015679916,53.7,57.9,3,38.6,1,0,14.5,65.17,4.177
6.0,32.0,21.2,449.44,14.8,1,0,0,1,1,1,39.1,4.508335011259852,79.9,27.7,3,33.9,5,2,-0.9,15.94,2.7689
13.0,40.0,18.8,353.44000000000005,8.1,0,1,0,1,0,0,43.8,5.340891125065469,60.9,69.0,4,38.9,8,3,5.2,27.68,3.3206
10.0,28.0,12.8,163.84000000000003,7.5,0,0,1,0,0,0,44.8,3.2193131321534327,69.8,72.2,2,43.3,1,1,15.5,28.4,3.3465
12.0,33.0,15.7,246.48999999999998,5.1,0,1,0,1,1,1,43.1,4.278525276740154,96.3,59.6,3,39.2,3,0,5.9,17.93,2.8862
17.0,44.0,21.7,470.89,11.2,1,0,0,1,0,1,46.7,5.386472461111398,83.3,60.2,2,31.6,5,1,11.4,29.55,3.3861
10.0,28.0,10.3,106.09000000000002,6.7,0,1,0,1,0,1,52.2,3.7402593252961718,64.5,41.7,3,0.0,2,3,7.6,14.44,2.6703
10.0,26.0,10.8,116.64000000000001,6.8,1,1,1,1,0,0,51.3,2.983036482084307,66.1,0.0,1,36.8,3,0,13.6,20.3,3.0107
17.0,40.0,14.8,219.04000000000002,11.5,1,0,0,1,0,0,41.7,5.449426313790001,81.6,63.9,1,39.4,5,0,8.4,35.21,3.5614
13.0,49.0,32.2,1036.8400000000001,8.8,0,1,0,0,1,0,34.6,5.361237222288806,82.1,37.0,3,34.8,3,1,7.9,22.15,3.0979
17.0,45.0,22.2,492.84,19.8,0,1,1,0,1,0,47.9,5.691405530456986,70.4,86.5,3,10.3,6,2,13.4,47.14,3.8532
14.0,52.0,30.3,918.09,8.1,0,1,0,1,1,0,41.8,4.474911710247049,79.8,43.8,3,33.7,4,1,6.7,37.83,3.6331
10.0,35.0,21.0,441.0,11.9,1,0,0,0,0,0,45.7,3.6788077497764218,65.7,61.2,3,42.0,1,0,10.2,21.02,3.0453
13.0,37.0,19.7,388.09,6.8,1,0,0,0,1,0,39.0,6.395519599529565,37.5,37.5,1,33.6,2,1,21.0,28.94,3.3651
17.0,32.0,8.0,64.0,0.0,0,1,1,1,0,0,46.2,6.050350852835502,84.0,25.3,2,22.4,2,2,7.6,33.13,3.5006
16.0,37.0,18.3,334.89000000000004,10.2,1,0,0,1,0,1,34.5,5.495723659968713,64.8,41.8,1,0.0,2,1,14.1,33.73,3.5183
13.0,50.0,29.5,870.25,10.9,1,0,0,1,0,1,42.1,3.8710434761734454,78.0,88.5,4,15.4,2,1,5.4,25.12,3.2237
13.0,42.0,23.5,552.25,5.7,1,1,0,0,1,0,33.1,4.640918922917866,68.7,51.4,0,52.9,2,0,3.9,22.2,3.1
13.0,45.0,27.8,772.84,25.3,1,1,0,0,1,0,53.1,3.3910982014763635,67.3,16.0,3,28.4,1,2,7.2,50.72,3.9263
11.0,43.0,22.6,510.76000000000005,5.7,0,1,1,1,0,0,39.6,3.1826282592194604,60.0,69.5,1,41.4,3,1,13.2,35.52,3.5701
19.0,45.0,21.5,462.25,18.6,0,1,0,1,1,0,28.7,4.609274951756079,80.0,72.1,1,24.8,5,0,14.0,73.51,4.2974
13.0,37.0,17.9,320.40999999999997,13.1,1,1,0,1,1,0,48.7,4.8960784413843355,80.9,36.5,1,11.4,1,4,11.0,22.97,3.134
10.0,37.0,21.0,441.0,11.0,0,1,0,1,0,0,46.9,5.196160704773258,86.0,52.9,1,46.0,2,0,6.1,16.67,2.8137
12.0,43.0,23.4,547.56,7.6,0,1,1,1,1,0,49.3,4.624705889711448,79.3,50.9,3,34.7,1,2,10.9,26.5,3.2772
15.0,45.0,24.5,600.25,17.8,1,1,0,1,0,0,34.5,7.056799177724239,76.0,37.2,3,44.5,1,3,7.8,37.97,3.6368
15.0,45.0,22.3,497.29,4.8,0,1,0,1,0,1,43.4,3.270638109588357,64.5,52.5,7,28.9,3,3,17.4,46.5,3.8394
13.0,40.0,19.5,380.25,15.5,1,1,0,1,0,0,49.0,6.1413114032283636,71.3,22.7,1,11.3,1,2,11.6,33.22,3.5032
11.0,31.0,13.3,176.89000000000001,7.3,0,1,0,1,0,0,40.1,3.9912946555764717,76.0,57.3,1,48.1,5,1,9.2,21.29,3.0584
13.0,37.0,16.2,262.44,11.1,0,0,0,0,1,1,43.5,5.67034355221689,40.7,68.7,1,23.3,1,1,8.1,27.24,3.3047
8.0,26.0,14.4,207.36,4.2,0,0,1,1,1,0,39.9,3.3484765545466253,56.7,35.6,2,32.4,3,0,6.0,21.93,3.0879
9.0,43.0,26.0,676.0,13.3,1,0,0,1,0,1,39.4,7.254940610193058,68.6,62.8,0,32.2,4,2,8.5,25.76,3.249
15.0,24.0,1.9,3.61,1.2,1,0,0,1,0,0,49.4,6.301505658833363,80.6,64.6,1,40.0,2,1,17.7,22.73,3.1236
12.0,36.0,17.5,306.25,12.6,0,0,0,0,0,0,36.6,2.498047914769755,87.7,61.0,1,34.4,4,1,1.3,29.35,3.3794
14.0,59.0,39.0,1521.0,27.4,0,1,0,1,1,1,41.4,6.1417988543414355,91.4,76.7,2,47.0,3,1,10.6,39.91,3.6867
17.0,40.0,18.2,331.23999999999995,4.5,0,0,0,1,0,0,44.7,4.73787094776219,61.6,50.9,4,26.1,1,1,11.1,25.86,3.2526
15.0,32.0,12.2,148.83999999999997,6.9,1,1,0,0,1,0,41.5,5.644890159560964,71.6,37.2,1,42.7,5,0,1.8,17.24,2.847
13.0,39.0,19.5,380.25,5.7,1,1,0,0,0,1,46.2,4.511048897946131,64.5,65.0,1,49.9,2,2,12.3,28.71,3.3573
19.0,55.0,29.4,864.3599999999999,21.0,0,1,0,1,1,0,29.5,4.344751390165138,60.9,60.2,1,24.0,3,3,11.7,104.72,4.6513
15.0,40.0,19.1,364.81000000000006,4.3,1,0,0,1,0,0,48.0,2.7846896623959454,66.4,12.3,3,12.3,2,1,0.5,22.82,3.1277
12.0,43.0,26.2,686.4399999999999,6.3,0,1,0,1,1,0,34.2,3.9291950505404003,72.1,52.0,1,26.3,3,4,13.4,49.47,3.9014
15.0,42.0,22.0,484.0,9.6,0,0,0,1,1,0,40.0,4.48824979544681,80.5,37.2,0,45.7,3,2,6.6,40.61,3.7039
14.0,37.0,16.2,262.44,14.7,0,0,0,0,1,0,39.2,2.422674675730039,52.7,44.0,1,32.1,1,3,5.6,29.89,3.3974
11.0,62.0,41.9,1755.61,31.1,0,0,0,1,0,1,44.0,3.284842607492639,69.1,52.4,1,41.9,1,2,3.7,43.05,3.7622
13.0,40.0,24.2,585.64,11.5,0,1,0,1,1,1,40.2,4.531945180392281,58.6,78.1,2,27.8,2,1,8.4,38.44,3.6492
13.0,35.0,17.4,302.75999999999993,11.7,1,0,0,1,1,1,38.7,5.082192374284528,87.7,58.1,2,1.4,5,1,14.1,21.06,3.0473
7.0,29.0,16.4,268.96,10.6,0,0,0,0,0,0,45.3,3.9537711372452105,91.4,38.6,0,15.3,2,2,4.8,18.14,2.8979
13.0,42.0,23.5,552.25,5.6,1,1,0,1,0,0,53.5,6.278649258810329,64.9,40.5,2,8.0,1,3,15.1,26.84,3.2899
12.0,41.0,22.2,492.84,21.1,0,0,0,0,0,0,37.7,3.8795795083309437,62.1,54.4,4,0.9,4,3,18.9,16.3,2.7909
12.0,44.0,24.5,600.25,4.4,1,0,0,1,0,0,37.3,5.303215563932077,78.1,57.9,2,23.7,3,0,14.1,22.43,3.1104
8.0,35.0,20.5,420.25,16.2,0,1,1,1,0,1,37.8,6.173227805100656,82.2,99.5,1,42.9,5,1,4.0,45.87,3.8258
12.0,27.0,8.7,75.68999999999998,7.3,0,1,0,1,1,0,34.0,3.5451980865560326,58.6,33.6,1,35.6,6,1,10.5,26.41,3.2737
13.0,43.0,23.1,533.61,5.5,1,0,0,1,0,1,34.0,5.979657033540924,65.4,40.5,1,33.4,3,2,5.7,21.66,3.0756
13.0,37.0,15.8,249.64000000000001,14.2,1,0,0,1,0,0,38.4,4.3610755253093005,73.9,68.0,2,34.5,3,1,0.8,28.11,3.3362
10.0,34.0,17.5,306.25,14.4,1,1,0,0,1,1,45.4,3.470289086496902,57.8,44.4,1,22.9,3,2,9.3,22.16,3.0985
15.0,29.0,8.9,79.21000000000001,1.7,1,0,1,0,0,0,38.2,6.553931559317264,88.7,53.9,3,50.4,2,3,-2.2,20.04,2.9978
10.0,31.0,14.3,204.49,6.1,0,1,0,1,1,0,36.4,6.595715635136879,71.1,21.6,1,38.7,2,1,8.3,26.6,3.281
12.0,32.0,14.0,196.0,8.6,1,1,1,1,0,0,40.6,4.152531243300719,71.4,21.4,1,36.4,3,2,2.2,23.6,3.1614
17.0,43.0,16.9,285.60999999999996,10.2,0,1,1,1,0,0,36.5,5.887225337789224,56.5,62.9,1,0.0,3,1,-0.0,34.77,3.5488
11.0,25.0,7.7,59.290000000000006,3.9,1,0,0,1,0,0,57.2,5.784781010606165,85.4,32.5,3,41.8,4,2,6.1,15.41,2.7351
12.0,38.0,19.8,392.04,9.1,1,1,1,1,0,1,50.3,4.5186042052401465,54.2,64.4,2,43.8,1,2,4.6,15.36,2.7314
16.0,43.0,19.2,368.64,4.5,1,1,1,1,1,1,41.4,7.303028390283151,61.8,42.0,2,26.7,4,0,14.2,30.4,3.4146
12.0,29.0,8.4,70.56,3.5,1,1,0,0,0,1,31.2,4.403755451847457,63.3,56.2,2,4.0,1,1,14.1,10.3,2.3318
12.0,33.0,15.6,243.35999999999999,8.2,1,0,1,1,0,1,37.9,3.723947830402821,68.9,72.0,2,40.7,3,2,18.8,32.97,3.4957
14.0,33.0,11.8,139.24,6.4,0,0,0,0,1,0,35.8,4.589504956121186,53.1,36.3,4,21.3,1,2,9.1,14.16,2.6503
16.0,49.0,27.7,767.29,19.2,0,1,0,0,0,0,36.0,4.417884572077503,61.1,36.5,1,23.4,4,1,6.3,50.43,3.9205
7.0,18.0,4.4,19.360000000000003,2.1,0,0,0,1,0,1,28.3,4.008960736432831,77.6,71.2,1,22.5,3,2,8.1,14.18,2.6517
11.0,34.0,17.9,320.40999999999997,13.7,1,1,1,1,0,0,38.1,4.202677812354055,70.0,50.9,1,24.0,2,1,13.6,33.28,3.505
10.0,23.0,6.5,42.25,8.2,1,1,1,1,1,1,37.7,2.8770142542618755,71.9,48.0,1,12.8,5,1,7.8,10.65,2.3658
10.0,33.0,14.7,216.08999999999997,8.7,1,0,1,1,0,0,37.2,5.325089792277563,82.3,66.6,1,32.6,4,1,14.5,14.01,2.6396
11.0,44.0,26.9,723.6099999999999,12.2,1,1,0,0,0,0,33.6,2.850325184244774,75.9,33.0,2,45.4,4,2,6.5,31.24,3.4419
11.0,32.0,14.5,210.25,5.6,1,1,0,1,0,0,43.3,5.94603926495448,82.7,50.0,4,26.8,3,0,5.4,18.11,2.8964
14.0,41.0,22.0,484.0,15.3,0,1,0,1,0,1,36.1,5.437032264539181,70.8,28.0,0,11.3,1,2,14.7,34.22,3.5328
10.0,29.0,12.3,151.29000000000002,6.0,0,1,0,1,1,1,27.8,4.070813977245393,59.7,26.8,2,22.3,2,3,11.9,20.05,2.998
13.0,55.0,35.4,1253.1599999999999,12.8,1,1,0,1,0,0,35.1,4.0769806400644235,90.5,62.3,2,24.7,1,2,11.2,29.14,3.3723
14.0,47.0,28.3,800.89,16.7,1,1,0,1,1,0,45.8,3.7388814772452696,49.9,72.3,0,24.0,1,0,7.8,32.61,3.4845
11.0,46.0,30.7,942.49,26.3,0,0,0,0,1,0,48.2,4.570216217053065,53.8,53.9,2,31.9,2,4,6.7,31.22,3.441
13.0,28.0,10.1,102.00999999999999,8.6,1,1,0,0,0,0,34.4,6.7710466363693005,56.5,24.3,2,25.8,1,2,9.2,18.45,2.9153
18.0,35.0,12.6,158.76,5.7,1,0,0,0,0,1,40.1,4.97939579792211,99.1,48.2,2,27.2,2,3,3.1,13.24,2.5833
14.0,49.0,29.7,882.0899999999999,20.2,0,1,0,0,1,0,44.4,4.031047695345802,71.4,56.4,1,27.8,1,1,6.7,33.92,3.524
11.0,35.0,19.2,368.64,9.8,0,1,0,0,0,0,46.5,6.774715143088617,83.5,50.0,3,10.4,4,1,3.2,29.14,3.3721
13.0,37.0,19.3,372.49,4.1,1,0,0,1,1,0,38.3,4.066339059677949,51.6,71.3,1,33.0,1,2,9.7,17.96,2.8881
10.0,39.0,23.6,556.96,9.0,1,1,0,1,1,1,42.8,4.124828814433375,57.2,35.8,2,40.8,4,1,2.9,17.89,2.8842
14.0,30.0,10.1,102.00999999999999,8.9,0,1,0,0,0,1,38.5,7.26862724869838,74.3,56.1,1,31.7,2,2,-0.3,32.97,3.4956
15.0,47.0,26.2,686.4399999999999,6.8,1,0,0,0,0,0,30.4,5.414566026719388,64.9,44.2,1,29.5,4,1,5.6,23.12,3.1409
11.0,37.0,23.6,556.96,18.5,0,1,0,1,0,0,46.5,6.079949014675404,71.9,48.9,5,66.8,3,2,3.3,44.75,3.8011
12.0,42.0,24.0,576.0,5.8,1,0,0,1,0,0,40.7,5.354905477536202,77.8,44.3,3,32.8,3,1,4.9,31.82,3.4601
16.0,37.0,14.6,213.16,5.3,0,1,0,1,0,0,43.5,5.249456484331071,71.6,59.2,2,57.1,2,1,1.1,44.02,3.7846
12.0,42.0,23.5,552.25,9.7,1,0,0,0,1,0,39.8,5.434023846799814,71.5,28.8,2,16.7,3,1,21.2,27.77,3.3241
14.0,34.0,13.9,193.21,5.8,0,1,1,1,0,1,35.9,5.536240230488572,73.1,45.0,0,15.5,1,0,7.6,25.03,3.2203
10.0,44.0,28.4,806.56,9.7,0,0,0,1,0,1,38.2,7.353741309587533,68.0,56.6,5,6.8,1,1,16.6,20.6,3.0252
11.0,46.0,27.3,745.2900000000001,16.9,0,0,0,1,0,0,43.0,3.1060430991359036,74.3,65.9,4,12.6,1,3,10.3,44.42,3.7937
12.0,45.0,24.0,576.0,16.0,1,0,0,1,0,0,33.6,1.5840277878059488,82.2,69.7,3,14.1,4,0,7.6,29.1,3.3707
19.0,49.0,24.4,595.3599999999999,12.5,0,1,0,1,0,0,50.1,4.223023908680152,59.3,53.8,1,26.1,3,3,2.1,106.4,4.6672
12.0,43.0,22.6,510.76000000000005,5.5,0,1,0,1,1,0,54.5,2.71040762077514,73.9,70.9,4,30.3,2,0,12.7,38.95,3.6622
12.0,18.0,0.4,0.16000000000000003,0.0,0,0,0,0,0,0,27.6,4.772702808637515,81.3,73.2,2,22.4,2,2,10.2,15.89,2.7659
11.0,44.0,27.2,739.8399999999999,21.1,0,1,0,0,0,0,46.4,3.075965919213131,68.2,48.2,1,27.5,2,0,8.9,35.76,3.5767
13.0,37.0,19.7,388.09,10.5,1,0,1,1,1,1,38.5,4.6209853841919495,69.4,85.7,3,17.3,5,2,8.2,27.69,3.3211
15.0,42.0,23.5,552.25,12.4,0,0,0,1,0,0,44.6,5.9626156255200495,92.9,77.9,3,14.2,2,2,3.0,45.2,3.8111
14.0,38.0,18.6,345.96000000000004,2.1,1,1,0,1,0,0,42.1,3.9307652719841593,84.1,45.3,0,12.8,2,1,2.6,22.97,3.134
19.0,34.0,8.2,67.24,0.0,0,1,0,1,0,0,40.0,3.6426467394058974,98.2,48.3,1,21.3,4,1,8.6,32.15,3.4705
14.0,36.0,14.2,201.64,3.9,0,0,0,0,1,1,46.3,5.569033933668744,93.1,42.1,3,45.1,1,0,10.7,28.14,3.3373
17.0,48.0,23.8,566.44,8.4,1,0,0,0,0,0,41.6,3.6255530535113474,66.6,48.4,1,0.0,4,1,16.7,37.6,3.627
14.0,51.0,31.1,967.21,29.5,0,1,0,1,0,1,49.8,4.471859821813399,62.2,56.7,0,36.6,3,1,-1.9,58.32,4.066
15.0,36.0,11.9,141.61,5.6,1,1,0,0,0,0,43.0,4.3934093015498,67.1,55.3,1,36.9,4,0,10.4,15.04,2.7106
9.0,28.0,13.1,171.60999999999999,3.2,1,0,0,1,0,0,32.6,2.954675574907617,81.1,43.3,2,21.3,2,1,7.7,9.87,2.2896
13.0,51.0,32.0,1024.0,19.8,1,0,0,1,0,1,40.1,5.760638091735856,29.3,59.1,1,35.3,3,1,3.9,26.65,3.2829
13.0,32.0,14.0,196.0,6.2,0,0,0,1,0,0,41.1,3.1994988034418563,71.2,72.0,3,47.2,3,5,6.6,15.12,2.7159
12.0,55.0,36.5,1332.25,32.4,1,1,0,1,0,0,37.7,5.707773026039653,85.2,66.6,2,17.1,3,1,11.4,31.0,3.4341
7.0,33.0,20.2,408.03999999999996,11.6,1,1,0,1,0,0,33.9,5.047572990911125,71.2,62.2,2,31.1,2,1,6.0,14.91,2.7018
15.0,34.0,11.9,141.61,9.4,0,1,0,0,0,1,52.6,3.223841706289062,74.6,44.5,0,20.4,4,2,7.2,17.65,2.871
12.0,46.0,27.3,745.2900000000001,9.6,1,0,0,1,0,1,40.7,4.1293486579898495,67.9,45.1,1,23.4,2,0,6.4,21.5,3.0679
12.0,52.0,31.3,979.69,15.9,0,1,0,1,0,0,40.9,5.653704451625414,50.5,80.1,1,26.5,1,1,7.4,31.82,3.4603
12.0,27.0,9.2,84.63999999999999,9.4,0,1,0,0,0,1,31.5,4.2112388918440296,82.1,51.3,1,26.5,1,1,21.6,12.83,2.5515
12.0,50.0,34.3,1176.4899999999998,16.3,1,1,0,0,0,0,44.4,7.347192324383068,67.2,37.0,1,18.2,1,1,19.8,29.39,3.3808
14.0,38.0,18.2,331.23999999999995,2.9,0,1,1,0,1,0,40.4,3.3199498339800084,76.4,66.6,4,20.1,1,1,14.0,20.64,3.0271
9.0,47.0,32.5,1056.25,16.6,0,1,0,1,0,0,47.5,6.0751563792387415,70.9,79.8,0,43.7,1,0,-0.7,32.21,3.4724
10.0,33.0,15.5,240.25,9.9,0,1,1,1,0,0,51.1,2.4835191781158588,94.2,23.7,3,49.1,5,2,17.6,18.04,2.8927
14.0,27.0,9.1,82.80999999999999,4.9,0,0,0,1,1,0,37.3,4.243762160321424,76.4,79.9,2,32.4,5,3,6.5,19.71,2.9813
13.0,43.0,22.8,519.84,22.0,1,1,0,1,0,1,36.9,5.827686786070775,75.9,33.0,0,39.7,1,1,9.7,41.71,3.7307
12.0,45.0,28.2,795.24,14.9,0,0,0,1,0,0,47.9,2.157031601292888,69.5,65.8,1,22.8,1,1,5.5,25.75,3.2483
11.0,54.0,37.2,1383.8400000000001,32.3,1,1,0,1,1,0,47.5,4.907168857041915,60.8,51.9,4,21.0,6,2,10.6,43.96,3.7834
11.0,51.0,32.6,1062.76,10.5,0,0,0,1,0,0,43.0,3.170784618701794,75.6,39.6,0,30.5,3,2,2.6,49.89,3.9099
13.0,45.0,27.5,756.25,18.4,1,1,0,0,0,0,45.4,2.8876923076012675,83.8,33.5,4,43.5,4,1,13.7,40.81,3.7089
16.0,40.0,18.0,324.0,8.4,0,1,0,1,1,0,39.3,3.6344850021700434,70.8,32.3,5,30.8,2,3,11.0,24.85,3.213
10.0,32.0,16.3,265.69,6.2,1,1,0,1,1,0,41.0,3.8656295559203913,44.6,28.2,0,8.9,2,2,5.5,25.52,3.2393
17.0,41.0,18.7,349.69,15.2,1,1,0,1,0,0,41.1,3.9332652007340076,61.3,43.8,4,40.7,2,0,7.4,63.82,4.1561
15.0,34.0,13.0,169.0,1.7,1,0,0,0,1,0,28.6,3.8002565520712768,94.1,68.4,3,57.9,2,2,3.4,22.15,3.0977
12.0,36.0,17.4,302.75999999999993,7.7,0,0,1,1,1,0,45.5,3.467330232435068,63.9,45.9,5,32.9,4,2,8.1,48.51,3.8818
15.0,21.0,0.7,0.48999999999999994,0.0,1,0,0,1,1,0,45.7,1.2542692908708646,72.9,84.9,1,4.3,3,4,7.2,21.8,3.0821
9.0,36.0,20.4,416.15999999999997,17.7,1,0,0,1,0,0,35.7,6.255710850221149,47.7,46.0,1,30.7,3,0,5.5,14.82,2.696
8.0,34.0,20.1,404.01000000000005,16.1,0,1,0,1,0,0,37.9,7.2215873224651705,63.8,38.0,3,55.2,4,2,3.6,31.91,3.4629
9.0,56.0,40.0,1600.0,12.0,0,0,0,0,0,0,42.9,5.128400214591038,60.3,50.3,1,24.0,5,0,7.7,28.67,3.3557
12.0,44.0,23.8,566.44,9.8,0,1,0,0,0,0,45.4,4.193489586774145,80.3,79.8,0,33.3,4,0,6.3,27.29,3.3064
12.0,34.0,15.0,225.0,5.0,0,1,1,1,0,0,41.2,3.3023949893765296,78.3,37.3,1,23.8,2,2,7.6,26.41,3.2738
12.0,43.0,24.3,590.49,9.4,1,0,1,1,0,0,38.5,4.90179863208554,77.3,50.2,2,34.0,4,7,4.5,36.51,3.5977
13.0,29.0,10.0,100.0,7.7,1,0,0,0,0,0,43.6,4.9061869972004,82.9,68.3,0,0.0,6,2,15.5,41.1,3.716
7.0,28.0,16.8,282.24,16.4,0,1,0,1,1,0,41.9,3.408060453655323,64.9,41.5,1,16.9,2,0,5.5,20.0,2.9955
14.0,25.0,2.5,6.25,1.5,1,1,0,1,0,1,35.3,4.32374244126529,91.2,59.5,0,22.3,3,0,14.4,20.99,3.0442
9.0,46.0,31.2,973.4399999999999,17.9,0,0,1,0,0,0,39.3,5.491577531986094,67.8,47.3,0,34.3,1,3,8.6,26.44,3.2748
11.0,42.0,21.7,470.89,13.4,1,1,1,0,0,0,39.0,4.920205129202428,81.8,46.7,1,29.2,1,2,12.1,33.23,3.5035
12.0,29.0,9.4,88.36000000000001,4.5,0,1,0,1,1,0,45.0,4.482034050013852,96.2,48.0,0,15.7,2,2,-2.4,26.99,3.2956
10.0,36.0,19.2,368.64,14.2,0,0,0,1,0,0,33.5,4.7061208781850326,64.4,45.9,2,22.9,4,2,17.5,19.43,2.9666
9.0,43.0,24.6,605.1600000000001,7.9,1,0,0,0,0,0,36.4,3.6248447102362027,75.2,63.7,4,10.5,3,6,-0.9,12.97,2.5624
10.0,40.0,21.2,449.44,8.6,1,0,0,1,0,0,38.9,4.475261493859926,69.2,22.4,1,14.9,1,1,5.8,29.1,3.3707
13.0,42.0,23.2,538.24,14.0,1,0,0,1,0,0,41.3,4.640203457513626,72.3,27.5,2,19.6,1,5,4.4,37.04,3.6119
15.0,34.0,13.1,171.60999999999999,4.4,1,0,0,1,0,0,55.0,3.6070962124432997,74.4,41.8,1,31.7,1,1,13.2,31.16,3.4391
15.0,36.0,14.8,219.04000000000002,13.1,0,1,0,0,0,0,40.1,4.395263009856102,69.8,22.9,4,51.3,3,0,12.2,56.01,4.0256
10.0,37.0,19.8,392.04,3.6,1,1,0,1,1,0,47.3,5.699390864612593,70.9,33.2,4,22.9,1,1,2.9,18.71,2.9291
11.0,44.0,30.2,912.04,26.5,1,0,0,1,0,1,45.7,5.864148703049513,79.2,28.5,0,19.9,4,0,11.4,49.4,3.9
10.0,29.0,12.8,163.84000000000003,3.6,1,1,0,1,0,0,48.7,1.7703544127350725,54.7,47.8,0,28.3,1,2,12.5,17.17,2.843
14.0,31.0,9.7,94.08999999999999,2.8,0,1,0,1,1,1,51.3,2.7259058713038025,61.8,19.9,3,0.0,3,1,5.2,18.61,2.924
7.0,42.0,31.5,992.25,16.5,1,0,0,1,0,0,44.5,5.811341116575028,64.7,44.6,2,36.9,5,2,6.6,20.45,3.0178
16.0,35.0,13.9,193.21,7.7,1,0,0,1,0,1,35.5,5.084128731922754,54.1,38.2,1,41.0,1,1,7.1,34.23,3.5331
12.0,47.0,28.4,806.56,26.4,1,1,0,0,0,0,39.1,5.102770242611707,74.8,68.0,0,14.5,4,3,7.9,29.13,3.3717
11.0,39.0,23.8,566.44,13.0,0,1,1,1,1,0,49.9,2.775540631191094,65.2,21.3,3,19.6,2,2,11.0,31.02,3.4346
14.0,47.0,27.2,739.8399999999999,23.8,0,1,0,1,0,1,53.7,4.633409259789782,60.3,20.3,2,52.0,2,0,11.6,81.4,4.3994
16.0,56.0,35.0,1225.0,30.3,0,0,1,1,1,1,48.6,5.282494400428788,54.3,21.6,0,28.2,1,0,5.1,65.17,4.1769
14.0,46.0,26.4,696.9599999999999,25.5,0,0,0,1,0,0,55.2,5.088691952186453,60.0,29.5,0,20.6,2,0,8.3,63.41,4.1496
16.0,48.0,24.5,600.25,12.2,1,1,0,1,0,1,45.2,3.6254143873961184,76.0,33.3,0,17.8,1,1,9.4,48.06,3.8725
13.0,32.0,14.5,210.25,8.9,0,0,0,0,1,0,36.3,3.8152885294240724,55.4,59.9,3,50.6,2,1,8.1,23.82,3.1704
16.0,36.0,14.2,201.64,2.9,0,1,0,1,0,0,41.7,4.937977202728603,81.7,34.8,2,25.9,4,4,0.3,32.77,3.4894
16.0,47.0,23.5,552.25,12.0,0,1,0,0,0,0,42.9,4.776870595537926,78.2,45.4,2,16.5,1,0,2.1,34.86,3.5512
13.0,51.0,30.9,954.81,12.6,1,1,0,0,0,0,46.6,6.190133559588615,74.1,46.7,2,32.7,1,0,4.3,22.4,3.1092
17.0,54.0,32.4,1049.76,9.1,0,0,0,1,0,0,46.2,1.6698554440450608,50.4,58.7,1,52.7,5,2,5.8,58.06,4.0616
13.0,58.0,38.4,1474.56,31.3,1,1,0,0,0,0,36.0,3.7898753880640363,61.4,24.1,0,13.2,4,3,11.4,54.04,3.9897
13.0,41.0,22.1,488.4100000000001,8.8,0,0,1,1,1,0,48.1,6.112789615207835,83.2,34.4,1,2.0,2,1,3.3,32.71,3.4877
10.0,38.0,23.0,529.0,7.5,1,0,0,1,0,1,37.9,3.088532202802051,66.1,48.4,1,49.8,4,0,19.8,30.79,3.4273
12.0,46.0,28.2,795.24,6.5,0,0,0,1,0,0,42.8,4.678549391041546,61.4,72.9,2,28.0,1,3,1.9,33.47,3.5108
15.0,41.0,17.7,313.28999999999996,6.0,0,0,0,1,0,0,45.0,6.36365158416663,61.9,36.9,4,43.7,3,1,8.0,23.99,3.1777
9.0,35.0,21.0,441.0,14.6,1,1,1,1,0,0,45.3,3.2592704687766867,75.2,35.6,0,39.4,4,0,7.8,20.11,3.0013
15.0,33.0,13.4,179.56,8.4,1,1,0,1,1,0,44.2,4.963281597686746,48.5,61.7,1,9.9,2,2,2.3,32.78,3.4897
14.0,48.0,29.3,858.49,16.7,1,1,0,0,0,0,38.0,6.978825546903137,82.9,50.3,2,5.4,4,1,12.6,19.84,2.9875
14.0,31.0,13.4,179.56,8.1,1,1,0,1,1,0,40.4,2.9250363444140364,73.4,48.8,2,45.0,1,0,9.6,27.97,3.331
7.0,37.0,24.5,600.25,21.0,1,1,0,0,1,1,46.6,2.0221358448609688,58.2,81.0,0,19.2,2,1,5.2,21.31,3.0592
13.0,28.0,10.2,104.03999999999999,3.4,0,1,0,0,0,0,38.5,5.8815859419903544,77.9,35.8,1,32.6,4,4,6.2,32.21,3.4722
15.0,50.0,31.4,985.9599999999999,14.0,0,1,0,0,0,0,34.3,3.9235230886878356,38.0,62.2,2,12.3,4,2,2.0,27.34,3.3083
11.0,29.0,11.6,134.56,7.6,0,1,0,1,0,0,26.2,4.475908346273715,55.7,82.5,2,38.5,1,3,13.0,31.88,3.462
13.0,46.0,29.6,876.1600000000001,23.5,0,0,0,1,0,0,41.2,4.630559213952453,74.3,41.0,0,16.3,1,2,8.4,64.9,4.1728
6.0,19.0,9.6,92.16,8.6,1,1,1,1,0,1,35.8,6.110152516385889,88.5,89.3,0,13.2,3,0,4.1,11.1,2.4071
