TxnNo,ProductCode,Description,Quantity,TxnDate,UnitAmount,CustomerID,Region
538390,FEE100,MONTHLY SERVICE FEE,1,08.06.2011 14:23,163.14,41131.0,Mountain
551262,SAV200,SAVINGS TRANSFER,3,05.02.2011 09:39,31.52,,West
546698,CCD100,CARD PURCHASE,5,21.11.2011 08:03,3.22,41775.0,West
541090,WIR200,WIRE OUT,1,03.10.2011 09:24,198.39,41288.0,Midwest
542233,DDA101,CHECKING ACH CREDIT,1,18.10.2011 16:06,73.69,41354.0,Southwest
553791,ACH100,ACH PAYROLL,1,12.07.2011 16:45,11.56,,Midwest
542948,CCD200,CARD PAYMENT,1,19.06.2011 16:22,94.87,,Carolinas
543054,ACH200,ACH BILL PAY,2,15.07.2011 21:16,51.92,41398.0,California
543283,WIR200,WIRE OUT,1,29.08.2011 21:39,32.03,,West
537534,DDA101,CHECKING ACH CREDIT,1,09.05.2011 03:31,885.49,,Southeast
539105,POS100,POS PURCHASE,1,07.03.2011 01:16,78.34,41170.0,Northeast
547526,POS100,POS PURCHASE,1,27.11.2011 16:45,18.87,,New York Metro
539330,SAV100,SAVINGS DEPOSIT,1,11.10.2011 16:53,256.27,41185.0,Texas
550191,WIR200,WIRE OUT,1,27.01.2011 12:09,72.01,42758.0,Midwest
R541995,SAV100,SAVINGS DEPOSIT,-1,24.06.2011 05:31,0.0,41340.0,Northeast
548554,INT100,INTEREST CREDIT,1,12.10.2011 16:45,64.19,,Northeast
539962,FEE100,MONTHLY SERVICE FEE,1,26.08.2011 22:28,394.99,41222.0,New York Metro
540256,POS100,POS PURCHASE,1,25.01.2011 04:37,238.16,,Southeast
537784,CCD100,CARD PURCHASE,1,20.02.2011 23:08,65.97,,New York Metro
543205,INT100,INTEREST CREDIT,1,29.06.2011 15:41,60.71,,New York Metro
544711,CCD200,CARD PAYMENT,1,06.01.2011 07:34,129.94,,Mid-Atlantic
550653,WIR200,WIRE OUT,1,26.02.2011 20:09,150.85,42863.0,Midwest
546638,SAV200,SAVINGS TRANSFER,1,25.11.2011 16:45,55.78,41750.0,Southeast
541319,ATM100,ATM WITHDRAWAL,2,08.06.2011 05:49,104.41,,Northeast
537914,WIR200,WIRE OUT,1,15.03.2011 13:35,100.62,41106.0,Northeast
550335,DDA200,CHECKING DEBIT CARD,1,29.06.2011 07:43,95.4,42793.0,New York Metro
551211,INT100,INTEREST CREDIT,1,18.09.2011 00:33,36.94,42986.0,West
553240,ACH100,ACH PAYROLL,1,22.04.2011 16:45,19.5,43803.0,New York Metro
540190,SAV200,SAVINGS TRANSFER,2,18.03.2011 17:36,6.12,,West
550127,DDA101,CHECKING ACH CREDIT,1,24.08.2011 16:45,75.81,42745.0,Southeast
537983,SAV200,SAVINGS TRANSFER,1,18.11.2011 02:37,84.38,41110.0,Great Lakes
539364,CCD200,CARD PAYMENT,1,27.03.2011 03:45,232.18,41187.0,West
540997,ATM100,ATM WITHDRAWAL,1,04.06.2011 02:58,158.05,41282.0,California
538618,CCD100,CARD PURCHASE,1,18.11.2011 00:49,68.73,,Texas
537033,SAV200,SAVINGS TRANSFER,1,18.10.2011 20:33,68.83,41058.0,Southwest
551878,POS100,POS PURCHASE,3,02.09.2011 16:45,17.02,43128.0,California
554257,SAV100,SAVINGS DEPOSIT,1,19.05.2011 16:45,16.17,44465.0,Southeast
548580,DDA101,CHECKING ACH CREDIT,1,14.09.2011 16:45,96.26,42417.0,Florida
553985,POS100,POS PURCHASE,1,19.03.2011 16:45,15.52,,New York Metro
536604,WIR100,WIRE IN,2,12.03.2011 17:41,26.03,,California
553543,SAV100,SAVINGS DEPOSIT,2,10.01.2011 00:06,7.31,44005.0,Northeast
546996,CCD200,CARD PAYMENT,1,30.11.2011 14:55,64.44,,New York Metro
552189,DDA100,CHECKING DEPOSIT,1,22.02.2011 11:45,42.83,,Midwest
553514,POS100,POS PURCHASE,1,01.04.2011 20:12,30.99,43985.0,Great Lakes
553776,FEE100,MONTHLY SERVICE FEE,1,06.03.2011 16:45,20.16,44155.0,West
537321,ATM100,ATM WITHDRAWAL,1,10.05.2011 22:47,10303.55,41074.0,Texas
542167,FEE100,MONTHLY SERVICE FEE,3,04.01.2011 16:46,15.64,41349.0,Midwest
538576,DDA101,CHECKING ACH CREDIT,1,15.11.2011 00:31,90.53,,Florida
549875,CCD200,CARD PAYMENT,1,16.09.2011 16:45,50.09,42693.0,Great Lakes
548918,ACH200,ACH BILL PAY,5,23.07.2011 16:45,10.71,,California
551548,ACH200,ACH BILL PAY,1,17.07.2011 15:51,48.46,,Mountain
547624,INT100,INTEREST CREDIT,1,27.11.2011 14:51,36.93,42147.0,Northeast
551879,DDA200,CHECKING DEBIT CARD,1,02.06.2011 13:07,101.15,,New York Metro
543573,ATM100,ATM WITHDRAWAL,1,28.11.2011 05:51,284.03,41429.0,New York Metro
546875,CCD200,CARD PAYMENT,1,17.10.2011 13:22,20.87,41847.0,Texas
551517,SAV200,SAVINGS TRANSFER,1,10.09.2011 13:05,111.59,43051.0,Southwest
540318,INT100,INTEREST CREDIT,1,02.08.2011 04:39,1079.67,41245.0,Northeast
548265,FEE100,MONTHLY SERVICE FEE,1,03.10.2011 16:45,72.44,,Florida
553129,ATM100,ATM WITHDRAWAL,1,06.05.2011 16:45,14.54,43728.0,Midwest
539932,DDA200,CHECKING DEBIT CARD,2,27.01.2011 23:44,73.68,,Pacific NW
553057,INT100,INTEREST CREDIT,1,01.08.2011 16:45,31.85,43681.0,California
543456,ACH100,ACH PAYROLL,1,09.03.2011 22:44,219.48,,Florida
546069,DDA200,CHECKING DEBIT CARD,2,29.11.2011 12:16,76.82,41571.0,Midwest
553747,CCD100,CARD PURCHASE,1,26.04.2011 22:28,32.43,,Northeast
550450,DDA101,CHECKING ACH CREDIT,1,25.02.2011 22:06,39.8,42817.0,Great Lakes
546115,SAV100,SAVINGS DEPOSIT,1,12.03.2011 13:17,45.89,41574.0,Northeast
550500,WIR100,WIRE IN,1,18.10.2011 16:45,101.14,,Mountain
546116,SAV200,SAVINGS TRANSFER,1,25.05.2011 00:40,572.99,,Northeast
540209,FEE100,MONTHLY SERVICE FEE,3,12.08.2011 23:28,90.08,,Texas
550657,SAV200,SAVINGS TRANSFER,1,23.06.2011 08:05,43.41,42864.0,Northeast
552332,DDA200,CHECKING DEBIT CARD,1,24.02.2011 18:53,56.67,,New York Metro
544219,DDA100,CHECKING DEPOSIT,3,22.05.2011 09:12,72.98,41466.0,New York Metro
546250,SAV100,SAVINGS DEPOSIT,1,08.10.2011 02:41,8.53,41597.0,Texas
549397,ACH100,ACH PAYROLL,1,05.09.2011 02:25,54.85,42597.0,New York Metro
543275,CCD100,CARD PURCHASE,1,23.04.2011 01:39,10.31,41410.0,Southwest
551446,ATM100,ATM WITHDRAWAL,1,08.06.2011 21:35,77.01,43034.0,Florida
549512,WIR200,WIRE OUT,1,22.07.2011 17:48,141.46,42620.0,Southwest
543896,DDA100,CHECKING DEPOSIT,1,17.09.2011 07:58,422.63,41448.0,Southeast
553956,CCD100,CARD PURCHASE,3,09.12.2010 23:14,4.68,,Texas
542492,ACH100,ACH PAYROLL,1,05.09.2011 14:36,163.77,41368.0,New England
545799,DDA100,CHECKING DEPOSIT,1,10.05.2011 05:34,192.57,41556.0,Northeast
548794,ATM100,ATM WITHDRAWAL,1,28.03.2011 12:31,77.6,,Northeast
554003,CCD200,CARD PAYMENT,5,18.01.2011 11:06,7.46,44303.0,California
546755,INT100,INTEREST CREDIT,1,16.11.2011 16:22,76.14,41800.0,Florida
539312,WIR200,WIRE OUT,1,11.06.2011 01:44,89.56,,Northeast
541791,POS100,POS PURCHASE,1,27.02.2011 19:58,39.24,41328.0,West
549737,DDA200,CHECKING DEBIT CARD,1,16.09.2011 15:39,18.7,42664.0,Northeast
543035,POS100,POS PURCHASE,3,02.07.2011 01:18,14.22,41397.0,Northeast
547259,WIR100,WIRE IN,1,04.11.2011 15:06,18.03,42007.0,Northeast
545456,SAV200,SAVINGS TRANSFER,1,30.08.2011 23:39,95.0,41536.0,Northeast
548161,DDA100,CHECKING DEPOSIT,1,02.08.2011 21:37,38.83,42331.0,Florida
R537964,DDA100,CHECKING DEPOSIT,-1,16.05.2011 04:33,157.96,41109.0,Midwest
551425,ACH100,ACH PAYROLL,1,21.02.2011 01:56,70.49,43030.0,Southeast
539520,SAV100,SAVINGS DEPOSIT,1,28.03.2011 00:56,6660.85,,Carolinas
541735,DDA200,CHECKING DEBIT CARD,1,01.07.2011 16:43,514.4,41326.0,Midwest
547670,CCD200,CARD PAYMENT,1,27.09.2011 14:58,21.78,42166.0,Northeast
540109,DDA100,CHECKING DEPOSIT,1,09.08.2011 16:21,383.54,41230.0,Florida
543313,WIR200,WIRE OUT,1,27.06.2011 04:21,327.72,,Pacific NW
553306,ACH100,ACH PAYROLL,2,03.12.2010 23:37,14.17,,California
546744,SAV100,SAVINGS DEPOSIT,1,16.10.2011 06:31,29.59,41796.0,Southeast
549575,SAV200,SAVINGS TRANSFER,1,28.01.2011 01:09,108.38,,Southwest
547321,POS100,POS PURCHASE,1,16.09.2011 10:32,46.15,42031.0,New York Metro
548334,DDA101,CHECKING ACH CREDIT,5,05.07.2011 07:30,26.65,,Northeast
538918,SAV100,SAVINGS DEPOSIT,1,29.11.2011 04:03,33.15,41159.0,Northeast
540041,SAV100,SAVINGS DEPOSIT,1,02.11.2011 02:03,283.86,41226.0,New York Metro
546506,ATM100,ATM WITHDRAWAL,1,12.11.2011 16:45,38.13,41699.0,Northeast
536605,FEE100,MONTHLY SERVICE FEE,2,12.10.2011 22:26,125.7,,California
550673,FEE100,MONTHLY SERVICE FEE,1,14.08.2011 11:56,89.87,42868.0,New York Metro
540995,CCD100,CARD PURCHASE,1,03.10.2011 21:31,142.32,41282.0,California
545133,FEE100,MONTHLY SERVICE FEE,1,23.09.2011 03:14,60.42,,New York Metro
554024,CCD100,CARD PURCHASE,1,23.03.2011 13:15,18.91,44317.0,Carolinas
552680,POS100,POS PURCHASE,1,03.06.2011 16:45,13.13,,Southeast
542317,CCD200,CARD PAYMENT,1,06.12.2011 15:36,137.5,41358.0,Great Lakes
536204,CCD200,CARD PAYMENT,3,19.07.2011 10:47,33.99,41010.0,Northeast
549194,DDA200,CHECKING DEBIT CARD,2,11.05.2011 12:32,49.65,42554.0,Great Lakes
547881,ATM100,ATM WITHDRAWAL,2,21.09.2011 06:55,26.52,,New York Metro
551513,POS100,POS PURCHASE,1,08.07.2011 08:04,132.18,43050.0,Florida
546079,INT100,INTEREST CREDIT,1,22.11.2011 16:45,230.38,41571.0,Midwest
546921,ACH100,ACH PAYROLL,1,19.09.2011 21:28,20.55,41864.0,Florida
545792,SAV200,SAVINGS TRANSFER,1,07.08.2011 20:04,324.38,,Northeast
552470,ACH200,ACH BILL PAY,1,28.06.2011 16:45,27.92,43284.0,Southeast
538207,POS100,POS PURCHASE,1,19.03.2011 18:04,142.08,41120.0,Northeast
539046,ACH100,ACH PAYROLL,1,04.05.2011 13:09,58.34,41167.0,California
552870,ACH200,ACH BILL PAY,2,25.03.2011 00:34,6.12,43552.0,West
540717,DDA101,CHECKING ACH CREDIT,1,10.01.2011 11:53,32.89,,Carolinas
541909,DDA100,CHECKING DEPOSIT,1,25.02.2011 18:18,266.53,41335.0,Carolinas
544556,FEE100,MONTHLY SERVICE FEE,1,08.02.2011 23:20,100.96,41486.0,Southeast
552638,ACH100,ACH PAYROLL,1,13.07.2011 16:45,19.69,43395.0,Midwest
545484,POS100,POS PURCHASE,3,07.05.2011 11:32,44.2,,Northeast
551442,INT100,INTEREST CREDIT,1,11.09.2011 16:45,144.46,43033.0,Northeast
536999,ACH200,ACH BILL PAY,3,27.08.2011 17:58,98.14,41056.0,Southeast
539172,FEE100,MONTHLY SERVICE FEE,1,09.08.2011 19:47,1131.56,41174.0,Southeast
545228,ATM100,ATM WITHDRAWAL,2,15.11.2011 16:45,35.22,41523.0,Texas
546994,DDA101,CHECKING ACH CREDIT,1,21.09.2011 04:46,45.52,41895.0,New York Metro
541184,ACH100,ACH PAYROLL,2,21.09.2011 06:08,119.23,41295.0,West
546886,SAV200,SAVINGS TRANSFER,1,22.11.2011 16:45,54.34,41851.0,West
536995,CCD100,CARD PURCHASE,1,12.05.2011 14:53,479.55,41056.0,Southeast
544412,DDA200,CHECKING DEBIT CARD,1,25.01.2011 21:58,150.32,,Northeast
537044,ATM100,ATM WITHDRAWAL,1,11.11.2011 11:40,66.9,41058.0,Southwest
539821,DDA200,CHECKING DEBIT CARD,1,26.11.2011 05:07,217.05,41214.0,Midwest
538007,DDA100,CHECKING DEPOSIT,1,20.10.2011 03:04,113.53,,Florida
550453,WIR100,WIRE IN,1,22.02.2011 07:23,105.29,42818.0,Florida
546078,CCD200,CARD PAYMENT,2,13.09.2011 14:28,49.55,41571.0,Midwest
538770,POS100,,1,21.04.2011 17:15,30.62,41151.0,Northeast
546730,CCD100,CARD PURCHASE,1,09.12.2011 21:11,16.93,41791.0,Northeast
543492,ACH200,ACH BILL PAY,1,22.11.2011 19:12,154.91,41425.0,New York Metro
536591,WIR100,WIRE IN,1,12.05.2011 14:59,78.36,41035.0,New York Metro
553181,DDA200,CHECKING DEBIT CARD,1,20.06.2011 10:03,13.8,43764.0,West
546394,SAV100,SAVINGS DEPOSIT,1,21.11.2011 16:45,74.85,41656.0,Northeast
543870,DDA200,CHECKING DEBIT CARD,1,07.07.2011 07:04,98.37,,Southeast
544153,POS100,POS PURCHASE,1,06.06.2011 05:27,34.03,41462.0,Southwest
550814,SAV200,SAVINGS TRANSFER,1,23.07.2011 00:11,18.51,42898.0,Carolinas
541982,DDA200,CHECKING DEBIT CARD,1,13.07.2011 02:09,53.97,41339.0,Texas
547237,FEE100,MONTHLY SERVICE FEE,1,07.11.2011 16:45,25.14,41996.0,Great Lakes
547403,POS100,POS PURCHASE,1,25.09.2011 10:10,44.55,42064.0,New York Metro
544446,WIR200,WIRE OUT,1,15.01.2011 10:21,102.83,,West
549923,FEE100,MONTHLY SERVICE FEE,1,14.08.2011 16:45,43.32,,Florida
537816,ACH100,ACH PAYROLL,1,22.09.2011 07:13,190.34,41101.0,Great Lakes
540851,ACH200,ACH BILL PAY,1,23.07.2011 12:21,140.46,41273.0,Southeast
537327,WIR100,WIRE IN,1,14.04.2011 18:15,66.25,41075.0,Southeast
540735,ACH100,ACH PAYROLL,1,25.06.2011 05:15,10.22,41268.0,California
537053,SAV200,SAVINGS TRANSFER,1,07.01.2011 15:35,92.86,41059.0,Midwest
552427,CCD200,CARD PAYMENT,1,18.12.2010 07:47,9.59,43255.0,Northeast
536007,WIR100,WIRE IN,1,28.05.2011 20:43,157.86,,Texas
544672,WIR200,WIRE OUT,1,08.09.2011 04:08,42.26,41491.0,Southeast
543906,CCD100,CARD PURCHASE,1,15.05.2011 03:28,77.88,41448.0,Southeast
551392,SAV100,SAVINGS DEPOSIT,1,22.08.2011 16:45,70.63,,Pacific NW
548709,POS100,POS PURCHASE,1,27.06.2011 20:16,85.16,42443.0,Texas
548465,ATM100,ATM WITHDRAWAL,2,07.03.2011 22:29,43.35,42393.0,Northeast
538322,ACH100,ACH PAYROLL,1,29.03.2011 10:22,77.56,41127.0,California
543643,DDA101,CHECKING ACH CREDIT,1,14.08.2011 21:09,172.74,41434.0,California
544846,ATM100,ATM WITHDRAWAL,1,03.12.2011 04:31,38.6,41500.0,West
551241,INT100,INTEREST CREDIT,3,02.09.2011 16:45,16.27,42992.0,Florida
553871,WIR100,WIRE IN,1,09.04.2011 20:52,31.16,,Texas
551240,DDA200,CHECKING DEBIT CARD,1,18.08.2011 16:45,42.24,42992.0,Florida
540563,WIR100,WIRE IN,1,24.08.2011 20:06,59.19,41259.0,California
544889,ACH200,ACH BILL PAY,1,28.02.2011 21:48,34.5,,Northeast
538230,CCD100,CARD PURCHASE,1,03.06.2011 08:21,57.39,41121.0,Northeast
554265,FEE100,MONTHLY SERVICE FEE,1,26.03.2011 16:45,19.87,44471.0,New York Metro
544257,SAV100,SAVINGS DEPOSIT,1,29.01.2011 20:23,31.57,41469.0,Northeast
542188,ACH100,ACH PAYROLL,1,10.07.2011 11:50,103.78,41351.0,Great Lakes
550889,ATM100,ATM WITHDRAWAL,3,31.07.2011 01:37,47.88,42915.0,West
542467,DDA200,CHECKING DEBIT CARD,1,12.07.2011 17:24,74.05,41366.0,Carolinas
552787,ACH200,ACH BILL PAY,1,05.04.2011 16:45,48.22,43494.0,New York Metro
R552010,DDA101,CHECKING ACH CREDIT,-2,29.08.2011 02:20,34.83,43156.0,Texas
547068,CCD100,CARD PURCHASE,1,14.11.2011 16:45,30.39,41925.0,Southeast
542205,DDA101,CHECKING ACH CREDIT,1,26.04.2011 17:07,87.02,41353.0,West
552144,WIR100,WIRE IN,1,27.08.2011 16:45,60.01,43181.0,West
549842,CCD100,CARD PURCHASE,1,15.02.2011 23:55,129.09,42687.0,Northeast
546239,ACH100,ACH PAYROLL,1,07.12.2011 10:53,34.81,41592.0,New York Metro
550699,POS100,POS PURCHASE,1,23.08.2011 16:45,139.79,42873.0,Northeast
540136,ACH200,ACH BILL PAY,1,11.02.2011 00:21,5860.22,41232.0,California
537821,INT100,INTEREST CREDIT,3,09.09.2011 09:20,20.34,,Great Lakes
552147,DDA101,CHECKING ACH CREDIT,1,06.08.2011 15:54,25.1,,Carolinas
546555,POS100,POS PURCHASE,1,19.11.2011 16:45,29.47,41718.0,West
553010,POS100,POS PURCHASE,1,09.01.2011 01:35,17.92,43651.0,Florida
552982,SAV200,SAVINGS TRANSFER,1,14.01.2011 07:52,30.46,43629.0,West
540173,SAV100,SAVINGS DEPOSIT,1,07.08.2011 07:09,98.72,41234.0,Texas
545711,WIR100,WIRE IN,1,18.11.2011 16:45,363.99,41549.0,Carolinas
553597,INT100,INTEREST CREDIT,1,07.08.2011 16:45,22.27,44039.0,New York Metro
551445,FEE100,MONTHLY SERVICE FEE,1,14.06.2011 02:25,23.67,43034.0,Florida
536029,SAV100,SAVINGS DEPOSIT,1,26.11.2011 08:17,129.86,41001.0,New York Metro
548751,ACH200,ACH BILL PAY,1,11.05.2011 19:27,34.44,42452.0,Northeast
548003,WIR200,WIRE OUT,1,04.12.2011 16:45,40.12,,California
548503,CCD100,CARD PURCHASE,1,29.08.2011 16:45,107.51,42400.0,Southeast
546059,SAV200,SAVINGS TRANSFER,1,15.05.2011 18:52,80.46,41570.0,New York Metro
542920,DDA100,CHECKING DEPOSIT,2,19.06.2011 21:24,29.73,41389.0,New York Metro
539697,ATM100,ATM WITHDRAWAL,1,02.11.2011 20:14,96.27,,Northeast
552081,POS100,POS PURCHASE,1,14.05.2011 08:05,118.88,43168.0,Pacific NW
539344,DDA101,CHECKING ACH CREDIT,1,29.04.2011 07:31,97.62,41186.0,Pacific NW
552685,DDA100,CHECKING DEPOSIT,1,03.01.2011 15:10,23.11,43429.0,Midwest
552851,DDA200,CHECKING DEBIT CARD,1,18.04.2011 16:45,18.04,43538.0,Texas
548883,WIR200,WIRE OUT,1,14.08.2011 16:45,84.84,42482.0,Northeast
539206,ACH200,ACH BILL PAY,1,21.11.2011 10:00,77.88,41177.0,Northeast
544771,INT100,INTEREST CREDIT,1,17.07.2011 11:40,24.91,,Mid-Atlantic
543189,INT100,INTEREST CREDIT,1,01.01.2011 15:07,73.64,41406.0,Great Lakes
539280,WIR200,WIRE OUT,1,18.04.2011 15:04,111.11,41183.0,Midwest
538947,ACH100,ACH PAYROLL,1,06.04.2011 02:30,60.67,41160.0,California
547377,ACH200,ACH BILL PAY,2,04.11.2011 05:10,16.34,42053.0,Northeast
539167,DDA200,CHECKING DEBIT CARD,1,21.03.2011 02:25,5134.98,41174.0,Southeast
538245,POS100,POS PURCHASE,1,02.03.2011 06:33,15.2,41123.0,Northeast
543584,CCD100,CARD PURCHASE,1,27.06.2011 21:25,188.04,41430.0,Southeast
546268,WIR200,WIRE OUT,1,11.11.2011 16:45,21.92,41606.0,New York Metro
536447,CCD100,CARD PURCHASE,1,03.12.2011 16:45,79.7,41026.0,Carolinas
541772,ATM100,ATM WITHDRAWAL,1,04.11.2011 03:17,34.29,41327.0,Southwest
550021,SAV100,SAVINGS DEPOSIT,1,24.04.2011 02:44,120.07,42726.0,Mid-Atlantic
536014,WIR100,WIRE IN,1,04.07.2011 21:49,177.16,41000.0,Texas
540393,CCD200,CARD PAYMENT,1,25.07.2011 00:38,23.24,41249.0,New York Metro
545407,ACH100,ACH PAYROLL,1,02.03.2011 10:32,30.93,41534.0,California
541504,ACH200,ACH BILL PAY,2,03.09.2011 22:16,91.72,41312.0,Mountain
547273,INT100,INTEREST CREDIT,2,30.09.2011 09:00,24.13,42013.0,Northeast
544170,CCD200,CARD PAYMENT,1,03.07.2011 01:10,44.93,41463.0,Northeast
550116,SAV100,SAVINGS DEPOSIT,1,25.07.2011 01:10,60.71,42744.0,New York Metro
554193,CCD100,CARD PURCHASE,1,28.03.2011 16:45,45.05,,West
536286,SAV200,SAVINGS TRANSFER,1,29.04.2011 13:22,73.06,,California
540218,SAV200,SAVINGS TRANSFER,1,28.11.2011 16:45,77.72,41237.0,Texas
547051,CCD100,CARD PURCHASE,1,01.10.2011 00:09,21.32,,West
543270,CCD200,CARD PAYMENT,1,28.04.2011 02:10,0.0,41410.0,Southwest
551359,ATM100,ATM WITHDRAWAL,1,19.02.2011 10:18,67.56,43017.0,Northeast
545717,ACH100,ACH PAYROLL,3,10.04.2011 22:16,429.97,41550.0,Carolinas
538052,WIR100,WIRE IN,1,27.04.2011 13:42,237.44,41113.0,Mountain
548716,INT100,INTEREST CREDIT,1,31.07.2011 17:39,25.13,42445.0,Southeast
540345,WIR200,WIRE OUT,1,14.08.2011 19:23,24.6,41246.0,Northeast
546516,WIR200,WIRE OUT,1,11.11.2011 04:36,42.37,,New England
549755,WIR200,WIRE OUT,1,22.08.2011 22:57,85.14,,Texas
548379,CCD200,CARD PAYMENT,3,29.06.2011 07:27,15.21,42374.0,New York Metro
541004,ACH100,ACH PAYROLL,1,25.05.2011 13:07,51.96,41283.0,California
539103,DDA100,CHECKING DEPOSIT,1,11.02.2011 02:24,82.55,,Northeast
536165,INT100,INTEREST CREDIT,1,02.08.2011 04:10,125.4,,Southwest
552849,ACH200,ACH BILL PAY,3,05.01.2011 16:45,3.81,43537.0,Midwest
547300,WIR200,WIRE OUT,3,22.11.2011 16:45,3.9,42023.0,Carolinas
537339,ATM100,ATM WITHDRAWAL,1,09.07.2011 23:10,331.76,,Southeast
546810,DDA100,CHECKING DEPOSIT,1,05.12.2011 16:45,48.13,41820.0,West
548671,FEE100,MONTHLY SERVICE FEE,3,19.08.2011 07:36,17.27,42436.0,Florida
548024,SAV100,SAVINGS DEPOSIT,1,06.04.2011 00:13,61.83,42303.0,Southeast
536299,ACH200,ACH BILL PAY,1,08.12.2011 18:37,195.67,41018.0,California
542541,WIR200,WIRE OUT,2,14.10.2011 12:04,345.73,41370.0,New York Metro
537615,DDA101,CHECKING ACH CREDIT,1,05.05.2011 15:45,80.39,41090.0,California
541327,POS100,POS PURCHASE,2,29.03.2011 21:56,21.4,41302.0,Great Lakes
551270,INT100,INTEREST CREDIT,1,08.07.2011 04:02,73.5,42999.0,New York Metro
539142,INT100,INTEREST CREDIT,1,23.11.2011 16:45,57.68,,California
546129,CCD200,CARD PAYMENT,2,25.12.2010 14:20,56.55,41574.0,Northeast
542066,ATM100,ATM WITHDRAWAL,5,14.04.2011 07:10,40.81,41343.0,New York Metro
549132,DDA200,CHECKING DEBIT CARD,3,10.05.2011 22:31,27.17,42540.0,New York Metro
536846,SAV100,SAVINGS DEPOSIT,1,05.06.2011 03:14,211.86,41048.0,Northeast
545219,POS100,POS PURCHASE,1,24.09.2011 23:22,115.76,,New York Metro
553788,INT100,INTEREST CREDIT,1,10.06.2011 16:45,53.79,,New York Metro
552415,INT100,INTEREST CREDIT,1,19.01.2011 06:54,15.6,,Florida
544907,ATM100,ATM WITHDRAWAL,1,24.09.2011 14:07,85.89,41504.0,Midwest
546576,CCD200,CARD PAYMENT,3,27.11.2011 16:45,12.62,41726.0,New York Metro
553021,INT100,INTEREST CREDIT,1,14.03.2011 16:45,22.95,43658.0,Northeast
536811,INT100,INTEREST CREDIT,1,09.11.2011 18:11,20.03,,Midwest
553762,CCD200,CARD PAYMENT,1,27.02.2011 21:45,18.13,44147.0,Northeast
538243,ATM100,ATM WITHDRAWAL,3,03.12.2011 16:45,53.72,41122.0,Texas
537484,DDA200,CHECKING DEBIT CARD,1,10.06.2011 11:07,106.44,41082.0,Florida
545236,ACH100,ACH PAYROLL,1,03.09.2011 19:00,10.52,41524.0,Northeast
550308,CCD200,CARD PAYMENT,1,29.06.2011 17:59,37.76,42785.0,West
541855,DDA200,CHECKING DEBIT CARD,1,12.04.2011 19:07,83.68,,Florida
538144,INT100,INTEREST CREDIT,1,16.11.2011 08:07,64.74,,New York Metro
553831,WIR200,WIRE OUT,1,24.03.2011 16:12,36.38,44192.0,New York Metro
551378,FEE100,MONTHLY SERVICE FEE,2,27.05.2011 04:04,15.74,43020.0,Pacific NW
549357,DDA101,CHECKING ACH CREDIT,1,07.09.2011 19:11,52.9,,Northeast
R539191,DDA200,CHECKING DEBIT CARD,-1,05.04.2011 15:46,217.24,41175.0,Florida
539954,DDA101,CHECKING ACH CREDIT,5,01.12.2011 16:24,19.16,41222.0,New York Metro
536330,SAV100,SAVINGS DEPOSIT,1,30.11.2011 19:40,80.17,41019.0,Southeast
553783,ATM100,ATM WITHDRAWAL,1,11.02.2011 07:44,10.95,44160.0,New York Metro
539510,CCD100,CARD PURCHASE,2,26.04.2011 06:56,396.04,41196.0,Carolinas
541611,DDA101,CHECKING ACH CREDIT,1,04.09.2011 22:52,84.11,41318.0,Pacific NW
R545053,DDA100,CHECKING DEPOSIT,-1,27.04.2011 03:04,196.43,41511.0,Northeast
551081,INT100,INTEREST CREDIT,1,08.09.2011 16:45,73.85,42958.0,Florida
542874,POS100,POS PURCHASE,1,14.10.2011 22:53,53.64,,Mid-Atlantic
539951,DDA100,CHECKING DEPOSIT,1,25.04.2011 22:12,280.15,41222.0,New York Metro
548411,INT100,INTEREST CREDIT,1,17.09.2011 22:25,41.06,42381.0,Northeast
551889,WIR200,WIRE OUT,1,01.02.2011 00:00,65.07,43131.0,Texas
551439,DDA101,CHECKING ACH CREDIT,1,30.04.2011 06:58,167.81,,Northeast
547949,ACH200,ACH BILL PAY,3,03.12.2011 16:45,5.98,42279.0,New York Metro
550930,INT100,INTEREST CREDIT,1,02.05.2011 00:21,89.35,42925.0,New York Metro
543923,INT100,,3,04.04.2011 04:35,20.41,,New York Metro
548902,CCD100,CARD PURCHASE,1,24.03.2011 23:23,25.43,42488.0,Northeast
548844,CCD200,CARD PAYMENT,1,08.03.2011 16:15,21.93,42474.0,New York Metro
550490,INT100,INTEREST CREDIT,1,14.09.2011 17:27,37.53,42825.0,West
550877,WIR200,WIRE OUT,5,29.06.2011 13:06,16.63,42912.0,New York Metro
541581,SAV200,SAVINGS TRANSFER,1,01.02.2011 23:37,26.3,,Northeast
539095,ACH100,ACH PAYROLL,1,11.01.2011 02:34,49.2,,Northeast
548164,CCD200,CARD PAYMENT,1,17.03.2011 11:14,42.17,,Florida
545426,ATM100,ATM WITHDRAWAL,1,12.08.2011 16:41,164.49,41535.0,California
551494,CCD200,CARD PAYMENT,1,07.03.2011 10:45,56.38,43046.0,Carolinas
545815,SAV200,SAVINGS TRANSFER,1,11.01.2011 12:11,203.45,,Northeast
547852,CCD200,CARD PAYMENT,1,05.12.2011 16:45,33.07,42240.0,Southeast
538601,DDA200,CHECKING DEBIT CARD,1,18.05.2011 05:47,204.51,,New York Metro
549800,ACH100,ACH PAYROLL,3,09.07.2011 12:23,60.44,42680.0,California
