iso_code,continent,location,date,total_cases,new_cases
ZAF,Africa,South Africa,22/08/2020,3872638,43
GBR,Europe,United Kingdom,25/03/2020,3872638,0
BRA,South America,Brazil,04/05/2020,3877819,5181
AFG,Asia,Afghanistan,17/08/2020,3878914,1095
IND,Asia,India,23/05/2020,3878919,5
AFG,Asia,Afghanistan,25/03/2020,3879140,221
GBR,Europe,United Kingdom,04/06/2020,3879140,0
GBR,Europe,United Kingdom,04/07/2020,3885746,6606
BRA,South America,Brazil,04/08/2020,3885755,9
ZAF,Africa,South Africa,30/05/2020,3887048,1293
ZAF,Africa,South Africa,30/04/2020,3887325,277
GBR,Europe,United Kingdom,02/09/2020,3887527,202
AFG,Asia,Afghanistan,09/07/2020,3887600,73
ZAF,Africa,South Africa,15/08/2020,3887678,78
IND,Asia,India,16/05/2020,3890024,2346
IND,Asia,India,25/08/2020,3890024,0
AFG,Asia,Afghanistan,19/04/2020,3890440,416
BRA,South America,Brazil,20/03/2020,3890566,126
IND,Asia,India,23/04/2020,3899172,8606
AFG,Asia,Afghanistan,30/06/2020,3899301,129
AFG,Asia,Afghanistan,29/06/2020,3903226,3925
GBR,Europe,United Kingdom,05/05/2020,3904117,891
ZAF,Africa,South Africa,23/05/2020,3905224,1107
GBR,Europe,United Kingdom,17/08/2020,3905224,0
ZAF,Africa,South Africa,21/04/2020,3905224,0
BRA,South America,Brazil,26/04/2020,3905224,0
BRA,South America,Brazil,22/06/2020,3928576,23352
BRA,South America,Brazil,27/08/2020,3934156,5580
AFG,Asia,Afghanistan,03/07/2020,3934850,694
AFG,Asia,Afghanistan,07/07/2020,3935118,268
GBR,Europe,United Kingdom,21/08/2020,3935138,20
IND,Asia,India,16/06/2020,3945280,10142
ZAF,Africa,South Africa,31/08/2020,3945280,0
ZAF,Africa,South Africa,25/02/2020,3945595,315
BRA,South America,Brazil,02/08/2020,3945750,155
ZAF,Africa,South Africa,12/07/2020,3976947,31197
USA,North America,United States,11/04/2020,3977035,88
BRA,South America,Brazil,16/04/2020,4036379,59344
ZAF,Africa,South Africa,27/06/2020,4036408,29
GBR,Europe,United Kingdom,10/08/2020,4038471,2063
ZAF,Africa,South Africa,19/06/2020,4038473,2
AFG,Asia,Afghanistan,24/05/2020,4039224,751
GBR,Europe,United Kingdom,15/05/2020,4039300,76
GBR,Europe,United Kingdom,27/08/2020,4039367,67
GBR,Europe,United Kingdom,01/05/2020,4039367,0
USA,North America,United States,23/07/2020,4039369,2
USA,North America,United States,05/08/2020,4039407,38
ZAF,Africa,South Africa,27/05/2020,4039450,43
BRA,South America,Brazil,21/07/2020,4045410,5960
ZAF,Africa,South Africa,05/05/2020,4045421,11
ZAF,Africa,South Africa,05/06/2020,4045517,96
ZAF,Africa,South Africa,24/08/2020,4059030,13513
AFG,Asia,Afghanistan,25/08/2020,4062567,3537
GBR,Europe,United Kingdom,07/03/2020,4153211,90644
IND,Asia,India,26/06/2020,4156923,3712
BRA,South America,Brazil,22/07/2020,4157133,210
BRA,South America,Brazil,01/03/2020,4157689,556
GBR,Europe,United Kingdom,18/03/2020,4157809,120
BRA,South America,Brazil,30/08/2020,4158625,816
GBR,Europe,United Kingdom,05/07/2020,4173417,14792
BRA,South America,Brazil,13/04/2020,4173417,0
ZAF,Africa,South Africa,31/08/2020,4173712,295
AFG,Asia,Afghanistan,24/08/2020,4173712,0
BRA,South America,Brazil,20/03/2020,4175053,1341
BRA,South America,Brazil,10/07/2020,4175108,55
IND,Asia,India,05/03/2020,4176390,1282
AFG,Asia,Afghanistan,03/04/2020,4176500,110
ZAF,Africa,South Africa,04/06/2020,4176672,172
AFG,Asia,Afghanistan,05/03/2020,4176692,20
AFG,Asia,Afghanistan,14/06/2020,4176817,125
BRA,South America,Brazil,27/05/2020,4176817,0
USA,North America,United States,27/02/2020,4177511,694
BRA,South America,Brazil,25/02/2020,4177777,266
GBR,Europe,United Kingdom,08/08/2020,4182707,4930
IND,Asia,India,23/07/2020,4182970,263
AFG,Asia,Afghanistan,08/04/2020,4183067,97
GBR,Europe,United Kingdom,07/05/2020,4204991,21924
ZAF,Africa,South Africa,11/08/2020,4205128,137
GBR,Europe,United Kingdom,05/06/2020,4205186,58
USA,North America,United States,05/04/2020,4205261,75
AFG,Asia,Afghanistan,23/03/2020,4205313,52
BRA,South America,Brazil,16/07/2020,4205689,376
AFG,Asia,Afghanistan,05/09/2020,4205709,20
IND,Asia,India,02/06/2020,4207027,1318
AFG,Asia,Afghanistan,29/08/2020,4207700,673
GBR,Europe,United Kingdom,04/07/2020,4207834,134
GBR,Europe,United Kingdom,02/06/2020,4208091,257
BRA,South America,Brazil,10/03/2020,4385131,177040
BRA,South America,Brazil,10/08/2020,4385321,190
BRA,South America,Brazil,29/02/2020,4387093,1772
ZAF,Africa,South Africa,05/04/2020,4387248,155
IND,Asia,India,30/06/2020,4434775,47527
ZAF,Africa,South Africa,26/08/2020,4451040,16265
ZAF,Africa,South Africa,28/07/2020,4451054,14
ZAF,Africa,South Africa,02/06/2020,4470768,19714
AFG,Asia,Afghanistan,23/07/2020,4471056,288
USA,North America,United States,09/05/2020,4471082,26
AFG,Asia,Afghanistan,05/04/2020,4471103,21
BRA,South America,Brazil,28/05/2020,4471103,0
IND,Asia,India,06/03/2020,4471152,49
ZAF,Africa,South Africa,26/06/2020,4471219,67
AFG,Asia,Afghanistan,27/04/2020,4480378,9159
GBR,Europe,United Kingdom,27/08/2020,4767527,287149
ZAF,Africa,South Africa,20/08/2020,4767527,0
AFG,Asia,Afghanistan,23/03/2020,4767809,282
GBR,Europe,United Kingdom,13/03/2020,4784610,16801
AFG,Asia,Afghanistan,30/05/2020,4791208,6598
AFG,Asia,Afghanistan,08/04/2020,4795399,4191
ZAF,Africa,South Africa,17/04/2020,4799610,4211
AFG,Asia,Afghanistan,12/06/2020,4799610,0
BRA,South America,Brazil,13/05/2020,4799692,82
GBR,Europe,United Kingdom,04/09/2020,4799855,163
IND,Asia,India,10/09/2020,4799914,59
USA,North America,United States,07/03/2020,4800013,99
ZAF,Africa,South Africa,03/09/2020,4800219,206
GBR,Europe,United Kingdom,12/07/2020,4804250,4031
BRA,South America,Brazil,15/06/2020,4804285,35
GBR,Europe,United Kingdom,04/05/2020,4804355,70
IND,Asia,India,08/03/2020,4804710,355
ZAF,Africa,South Africa,05/04/2020,4804884,174
GBR,Europe,United Kingdom,01/06/2020,4804984,100
BRA,South America,Brazil,09/05/2020,4804992,8
ZAF,Africa,South Africa,06/06/2020,4805191,199
BRA,South America,Brazil,17/08/2020,92340,287149
ZAF,Africa,South Africa,23/06/2020,150138,57798
USA,North America,United States,24/07/2020,150170,32
IND,Asia,India,28/04/2020,151044,874
USA,North America,United States,17/07/2020,152502,1458
AFG,Asia,Afghanistan,01/04/2020,152502,0
BRA,South America,Brazil,22/03/2020,152511,9
USA,North America,United States,27/03/2020,152511,0
BRA,South America,Brazil,24/07/2020,152573,62
ZAF,Africa,South Africa,13/06/2020,240511,87938
BRA,South America,Brazil,28/06/2020,240513,2
AFG,Asia,Afghanistan,30/06/2020,240786,273
BRA,South America,Brazil,03/05/2020,242164,1378
ZAF,Africa,South Africa,18/05/2020,242800,636
ZAF,Africa,South Africa,04/07/2020,242823,23
USA,North America,United States,02/08/2020,242823,0
IND,Asia,India,21/06/2020,242823,0
GBR,Europe,United Kingdom,04/03/2020,243111,288
USA,North America,United States,30/03/2020,245352,2241
AFG,Asia,Afghanistan,06/05/2020,382165,136813
GBR,Europe,United Kingdom,31/07/2020,382189,24
BRA,South America,Brazil,04/07/2020,382204,15
USA,North America,United States,24/06/2020,382247,43
GBR,Europe,United Kingdom,08/07/2020,382909,662
USA,North America,United States,21/03/2020,384409,1500
BRA,South America,Brazil,05/08/2020,416841,32432
ZAF,Africa,South Africa,09/07/2020,417505,664
USA,North America,United States,12/08/2020,426161,8656
AFG,Asia,Afghanistan,24/07/2020,426169,8
GBR,Europe,United Kingdom,06/08/2020,426324,155
GBR,Europe,United Kingdom,04/04/2020,450530,24206
GBR,Europe,United Kingdom,06/06/2020,486910,36380
USA,North America,United States,20/03/2020,486956,46
BRA,South America,Brazil,04/07/2020,487140,184
USA,North America,United States,18/06/2020,487441,301
USA,North America,United States,01/07/2020,487441,0
ZAF,Africa,South Africa,20/07/2020,487441,0
GBR,Europe,United Kingdom,14/08/2020,487924,483
BRA,South America,Brazil,25/05/2020,509329,21405
IND,Asia,India,07/09/2020,529877,20548
BRA,South America,Brazil,29/05/2020,531101,1224
USA,North America,United States,15/04/2020,531466,365
AFG,Asia,Afghanistan,27/05/2020,531866,400
BRA,South America,Brazil,27/04/2020,588165,56299
GBR,Europe,United Kingdom,15/03/2020,588666,501
AFG,Asia,Afghanistan,08/06/2020,588710,44
IND,Asia,India,13/05/2020,590251,1541
IND,Asia,India,10/09/2020,590418,167
AFG,Asia,Afghanistan,09/05/2020,590928,510
IND,Asia,India,29/05/2020,591027,99
AFG,Asia,Afghanistan,19/03/2020,593055,2028
USA,North America,United States,05/09/2020,593110,55
AFG,Asia,Afghanistan,20/03/2020,595870,2760
USA,North America,United States,02/06/2020,596499,629
GBR,Europe,United Kingdom,14/05/2020,596499,0
GBR,Europe,United Kingdom,21/03/2020,596822,323
IND,Asia,India,21/08/2020,599786,2964
ZAF,Africa,South Africa,26/04/2020,599955,169
ZAF,Africa,South Africa,19/05/2020,679775,79820
AFG,Asia,Afghanistan,20/06/2020,680264,489
USA,North America,United States,14/08/2020,681579,1315
GBR,Europe,United Kingdom,27/08/2020,682002,423
GBR,Europe,United Kingdom,01/04/2020,682019,17
GBR,Europe,United Kingdom,04/08/2020,682550,531
IND,Asia,India,09/04/2020,683072,522
GBR,Europe,United Kingdom,29/06/2020,683081,9
ZAF,Africa,South Africa,04/05/2020,696796,13715
BRA,South America,Brazil,03/07/2020,712466,15670
IND,Asia,India,06/07/2020,714282,1816
AFG,Asia,Afghanistan,07/03/2020,720923,6641
BRA,South America,Brazil,15/08/2020,720969,46
IND,Asia,India,23/05/2020,721018,49
IND,Asia,India,14/06/2020,722084,1066
USA,North America,United States,27/03/2020,722130,46
BRA,South America,Brazil,25/04/2020,722617,487
BRA,South America,Brazil,26/04/2020,735262,12645
ZAF,Africa,South Africa,19/04/2020,753858,18596
BRA,South America,Brazil,02/04/2020,1041007,287149
GBR,Europe,United Kingdom,23/04/2020,1041566,559
ZAF,Africa,South Africa,07/06/2020,1043268,1702
GBR,Europe,United Kingdom,29/06/2020,1043268,0
ZAF,Africa,South Africa,16/05/2020,1043423,155
AFG,Asia,Afghanistan,24/07/2020,1043527,104
ZAF,Africa,South Africa,19/08/2020,1043539,12
AFG,Asia,Afghanistan,07/06/2020,1330688,287149
ZAF,Africa,South Africa,02/08/2020,1330718,30
AFG,Asia,Afghanistan,07/05/2020,1330738,20
GBR,Europe,United Kingdom,07/07/2020,1330767,29
ZAF,Africa,South Africa,15/08/2020,1330767,0
USA,North America,United States,24/06/2020,1330877,110
ZAF,Africa,South Africa,25/04/2020,1330892,15
AFG,Asia,Afghanistan,24/02/2020,1332430,1538
IND,Asia,India,12/05/2020,1332430,0
GBR,Europe,United Kingdom,20/06/2020,1332495,65
USA,North America,United States,28/04/2020,1332803,308
IND,Asia,India,14/08/2020,1338407,5604
IND,Asia,India,24/08/2020,1339591,1184
GBR,Europe,United Kingdom,29/04/2020,1348388,8797
ZAF,Africa,South Africa,30/04/2020,1348441,53
BRA,South America,Brazil,02/06/2020,1348453,12
USA,North America,United States,17/04/2020,1349032,579
ZAF,Africa,South Africa,23/06/2020,1349032,0
GBR,Europe,United Kingdom,02/06/2020,1349175,143
BRA,South America,Brazil,01/09/2020,1349175,0
GBR,Europe,United Kingdom,23/08/2020,1349545,370
GBR,Europe,United Kingdom,05/06/2020,1349758,213
IND,Asia,India,21/08/2020,1349886,128
ZAF,Africa,South Africa,23/08/2020,1350402,516
GBR,Europe,United Kingdom,05/09/2020,1350437,35
ZAF,Africa,South Africa,06/08/2020,1350437,0
BRA,South America,Brazil,10/06/2020,1351847,1410
IND,Asia,India,06/03/2020,1351847,0
BRA,South America,Brazil,28/08/2020,1351940,93
BRA,South America,Brazil,20/07/2020,1351940,0
IND,Asia,India,20/05/2020,1354141,2201
ZAF,Africa,South Africa,19/05/2020,1370374,16233
BRA,South America,Brazil,26/03/2020,1370404,30
AFG,Asia,Afghanistan,04/05/2020,1370920,516
ZAF,Africa,South Africa,07/04/2020,1371611,691
GBR,Europe,United Kingdom,29/04/2020,1372051,440
IND,Asia,India,11/05/2020,1373167,1116
IND,Asia,India,18/04/2020,1373440,273
ZAF,Africa,South Africa,10/03/2020,1373839,399
AFG,Asia,Afghanistan,21/05/2020,1409378,35539
AFG,Asia,Afghanistan,04/05/2020,1409387,9
AFG,Asia,Afghanistan,01/05/2020,1410788,1401
AFG,Asia,Afghanistan,21/08/2020,1411269,481
USA,North America,United States,26/06/2020,1411849,580
IND,Asia,India,06/08/2020,1418473,6624
BRA,South America,Brazil,15/08/2020,1420712,2239
IND,Asia,India,10/08/2020,1420721,9
IND,Asia,India,05/07/2020,1424640,3919
IND,Asia,India,04/09/2020,1425039,399
AFG,Asia,Afghanistan,28/02/2020,1452319,27280
AFG,Asia,Afghanistan,01/09/2020,1452684,365
USA,North America,United States,27/06/2020,1452765,81
ZAF,Africa,South Africa,03/07/2020,1452832,67
IND,Asia,India,08/07/2020,1452840,8
GBR,Europe,United Kingdom,26/07/2020,1454985,2145
ZAF,Africa,South Africa,07/05/2020,1455098,113
USA,North America,United States,27/06/2020,1455106,8
AFG,Asia,Afghanistan,31/05/2020,1455175,69
IND,Asia,India,25/06/2020,1455367,192
AFG,Asia,Afghanistan,02/06/2020,1459975,4608
ZAF,Africa,South Africa,16/04/2020,1459975,0
BRA,South America,Brazil,09/05/2020,1459981,6
AFG,Asia,Afghanistan,30/06/2020,1460036,55
AFG,Asia,Afghanistan,29/07/2020,1460036,0
USA,North America,United States,08/03/2020,1460240,204
BRA,South America,Brazil,28/02/2020,1460418,178
ZAF,Africa,South Africa,14/06/2020,1461860,1442
GBR,Europe,United Kingdom,21/03/2020,1461933,73
GBR,Europe,United Kingdom,27/06/2020,1585422,123489
GBR,Europe,United Kingdom,06/09/2020,1585489,67
IND,Asia,India,23/03/2020,1585644,155
GBR,Europe,United Kingdom,26/02/2020,1585659,15
IND,Asia,India,30/07/2020,1585854,195
ZAF,Africa,South Africa,09/07/2020,1585883,29
ZAF,Africa,South Africa,24/02/2020,1585883,0
AFG,Asia,Afghanistan,17/03/2020,1585883,0
GBR,Europe,United Kingdom,30/04/2020,1585929,46
USA,North America,United States,01/08/2020,1589088,3159
ZAF,Africa,South Africa,29/02/2020,1589115,27
BRA,South America,Brazil,12/04/2020,1589138,23
BRA,South America,Brazil,15/07/2020,1589203,65
ZAF,Africa,South Africa,27/08/2020,1616130,26927
AFG,Asia,Afghanistan,22/08/2020,1618484,2354
BRA,South America,Brazil,24/03/2020,1625300,6816
BRA,South America,Brazil,03/04/2020,1625393,93
AFG,Asia,Afghanistan,28/08/2020,1625393,0
AFG,Asia,Afghanistan,26/04/2020,1625393,0
AFG,Asia,Afghanistan,11/04/2020,1625393,0
USA,North America,United States,26/06/2020,1625393,0
AFG,Asia,Afghanistan,01/05/2020,1625535,142
AFG,Asia,Afghanistan,07/07/2020,1625590,55
AFG,Asia,Afghanistan,16/08/2020,1625663,73
ZAF,Africa,South Africa,06/04/2020,1628609,2946
GBR,Europe,United Kingdom,16/07/2020,1628609,0
ZAF,Africa,South Africa,16/03/2020,1628967,358
GBR,Europe,United Kingdom,26/04/2020,1628967,0
USA,North America,United States,15/08/2020,1630588,1621
USA,North America,United States,14/08/2020,1630745,157
BRA,South America,Brazil,04/04/2020,1630885,140
ZAF,Africa,South Africa,25/07/2020,1630984,99
GBR,Europe,United Kingdom,13/04/2020,1640490,9506
USA,North America,United States,30/04/2020,1641120,630
USA,North America,United States,21/08/2020,1641240,120
ZAF,Africa,South Africa,19/05/2020,1642103,863
BRA,South America,Brazil,31/07/2020,1647463,5360
AFG,Asia,Afghanistan,31/03/2020,1647635,172
IND,Asia,India,22/07/2020,1647635,0
BRA,South America,Brazil,21/03/2020,1647904,269
IND,Asia,India,22/06/2020,1647907,3
BRA,South America,Brazil,02/07/2020,1653243,5336
BRA,South America,Brazil,16/03/2020,1653410,167
AFG,Asia,Afghanistan,22/08/2020,1653424,14
USA,North America,United States,11/03/2020,1653535,111
GBR,Europe,United Kingdom,14/06/2020,1655249,1714
BRA,South America,Brazil,27/06/2020,1655270,21
AFG,Asia,Afghanistan,19/04/2020,1656168,898
IND,Asia,India,31/07/2020,1656188,20
ZAF,Africa,South Africa,06/04/2020,1656346,158
ZAF,Africa,South Africa,10/09/2020,1656727,381
USA,North America,United States,23/06/2020,1657191,464
ZAF,Africa,South Africa,22/08/2020,1657217,26
BRA,South America,Brazil,05/07/2020,1657237,20
IND,Asia,India,02/07/2020,1659455,2218
BRA,South America,Brazil,23/06/2020,1659639,184
ZAF,Africa,South Africa,28/08/2020,1659741,102
GBR,Europe,United Kingdom,04/07/2020,1659756,15
ZAF,Africa,South Africa,03/08/2020,1667944,8188
GBR,Europe,United Kingdom,05/09/2020,1684544,16600
ZAF,Africa,South Africa,14/06/2020,1971693,287149
USA,North America,United States,06/07/2020,1985529,13836
IND,Asia,India,27/08/2020,1985529,0
GBR,Europe,United Kingdom,16/08/2020,2097008,111479
AFG,Asia,Afghanistan,28/02/2020,2135527,38519
USA,North America,United States,24/04/2020,2150314,14787
BRA,South America,Brazil,19/04/2020,2150367,53
ZAF,Africa,South Africa,04/06/2020,2151889,1522
IND,Asia,India,04/08/2020,2151889,0
IND,Asia,India,21/06/2020,2152200,311
ZAF,Africa,South Africa,07/03/2020,2154927,2727
AFG,Asia,Afghanistan,20/03/2020,2154959,32
GBR,Europe,United Kingdom,27/04/2020,2154959,0
ZAF,Africa,South Africa,11/07/2020,2264256,109297
IND,Asia,India,25/04/2020,2264256,0
AFG,Asia,Afghanistan,16/08/2020,2264347,91
AFG,Asia,Afghanistan,26/06/2020,2264428,81
BRA,South America,Brazil,03/05/2020,2264524,96
AFG,Asia,Afghanistan,08/05/2020,2264542,18
USA,North America,United States,27/08/2020,2440302,175760
IND,Asia,India,04/03/2020,2440553,251
USA,North America,United States,16/07/2020,2442751,2198
AFG,Asia,Afghanistan,06/03/2020,2458400,15649
AFG,Asia,Afghanistan,09/09/2020,2458519,119
USA,North America,United States,21/05/2020,2460617,2098
BRA,South America,Brazil,13/04/2020,2460617,0
AFG,Asia,Afghanistan,15/07/2020,2460731,114
USA,North America,United States,22/04/2020,2462561,1830
USA,North America,United States,08/09/2020,2462561,0
IND,Asia,India,25/04/2020,2462660,99
BRA,South America,Brazil,05/05/2020,2463589,929
GBR,Europe,United Kingdom,31/08/2020,2463939,350
USA,North America,United States,13/04/2020,2464872,933
IND,Asia,India,17/04/2020,2464877,5
GBR,Europe,United Kingdom,17/04/2020,2470991,6114
IND,Asia,India,28/07/2020,2471090,99
IND,Asia,India,06/06/2020,2471092,2
ZAF,Africa,South Africa,14/04/2020,2473542,2450
BRA,South America,Brazil,07/05/2020,2473580,38
AFG,Asia,Afghanistan,02/08/2020,2473775,195
BRA,South America,Brazil,01/07/2020,2474471,696
GBR,Europe,United Kingdom,18/05/2020,2485900,11429
ZAF,Africa,South Africa,02/05/2020,2487013,1113
BRA,South America,Brazil,01/07/2020,2487380,367
AFG,Asia,Afghanistan,19/06/2020,2487397,17
BRA,South America,Brazil,18/04/2020,2491750,4353
BRA,South America,Brazil,18/05/2020,2491860,110
BRA,South America,Brazil,22/05/2020,2527696,35836
USA,North America,United States,14/08/2020,2527696,0
USA,North America,United States,06/05/2020,2528121,425
BRA,South America,Brazil,13/05/2020,2528121,0
AFG,Asia,Afghanistan,09/08/2020,2528121,0
AFG,Asia,Afghanistan,12/06/2020,2528123,2
AFG,Asia,Afghanistan,24/04/2020,2529403,1280
AFG,Asia,Afghanistan,05/08/2020,2534258,4855
ZAF,Africa,South Africa,05/06/2020,2535730,1472
ZAF,Africa,South Africa,15/06/2020,2535738,8
IND,Asia,India,24/07/2020,2535834,96
BRA,South America,Brazil,13/05/2020,2535834,0
BRA,South America,Brazil,14/07/2020,2535845,11
IND,Asia,India,14/06/2020,2627911,92066
AFG,Asia,Afghanistan,31/05/2020,2628011,100
GBR,Europe,United Kingdom,21/05/2020,2628111,100
GBR,Europe,United Kingdom,02/06/2020,2648015,19904
IND,Asia,India,22/06/2020,2648109,94
GBR,Europe,United Kingdom,01/07/2020,2650735,2626
USA,North America,United States,10/04/2020,2650743,8
BRA,South America,Brazil,21/07/2020,2650792,49
GBR,Europe,United Kingdom,02/04/2020,2650792,0
ZAF,Africa,South Africa,26/02/2020,2662859,12067
ZAF,Africa,South Africa,16/07/2020,2663028,169
USA,North America,United States,01/05/2020,2663110,82
BRA,South America,Brazil,26/07/2020,2663346,236
USA,North America,United States,23/08/2020,2663386,40
BRA,South America,Brazil,07/03/2020,2663456,70
BRA,South America,Brazil,30/08/2020,2664767,1311
GBR,Europe,United Kingdom,14/03/2020,2664852,85
ZAF,Africa,South Africa,16/05/2020,2664882,30
IND,Asia,India,21/03/2020,2664925,43
GBR,Europe,United Kingdom,02/07/2020,2665039,114
AFG,Asia,Afghanistan,04/03/2020,2665044,5
USA,North America,United States,29/08/2020,2665076,32
AFG,Asia,Afghanistan,22/05/2020,2665233,157
BRA,South America,Brazil,13/03/2020,2665233,0
GBR,Europe,United Kingdom,15/07/2020,2683251,18018
AFG,Asia,Afghanistan,05/06/2020,2683251,0
AFG,Asia,Afghanistan,10/04/2020,2683280,29
ZAF,Africa,South Africa,24/07/2020,2683414,134
AFG,Asia,Afghanistan,10/03/2020,2683487,73
ZAF,Africa,South Africa,14/05/2020,2699265,15778
ZAF,Africa,South Africa,29/08/2020,2699467,202
BRA,South America,Brazil,18/08/2020,2699467,0
ZAF,Africa,South Africa,04/07/2020,2814631,115164
BRA,South America,Brazil,04/09/2020,2818953,4322
ZAF,Africa,South Africa,18/08/2020,2820032,1079
ZAF,Africa,South Africa,15/06/2020,2820085,53
BRA,South America,Brazil,31/07/2020,2820373,288
AFG,Asia,Afghanistan,29/04/2020,2826143,5770
USA,North America,United States,17/04/2020,2826143,0
GBR,Europe,United Kingdom,25/02/2020,2828574,2431
GBR,Europe,United Kingdom,24/04/2020,2828801,227
BRA,South America,Brazil,09/03/2020,2828953,152
AFG,Asia,Afghanistan,23/04/2020,2828990,37
USA,North America,United States,14/06/2020,2829107,117
IND,Asia,India,06/04/2020,2829107,0
BRA,South America,Brazil,26/05/2020,2829159,52
IND,Asia,India,09/08/2020,2839517,10358
GBR,Europe,United Kingdom,24/03/2020,2849553,10036
GBR,Europe,United Kingdom,26/04/2020,2854448,4895
USA,North America,United States,18/03/2020,2856184,1736
USA,North America,United States,13/08/2020,2856193,9
IND,Asia,India,08/03/2020,2856228,35
GBR,Europe,United Kingdom,22/03/2020,2856581,353
USA,North America,United States,14/07/2020,2856587,6
USA,North America,United States,25/08/2020,2856669,82
GBR,Europe,United Kingdom,10/06/2020,2856681,12
GBR,Europe,United Kingdom,28/03/2020,2858033,1352
AFG,Asia,Afghanistan,11/05/2020,2858348,315
ZAF,Africa,South Africa,06/03/2020,2870657,12309
USA,North America,United States,25/08/2020,2875051,4394
IND,Asia,India,24/04/2020,2875616,565
BRA,South America,Brazil,07/06/2020,2883402,7786
BRA,South America,Brazil,30/08/2020,2883544,142
GBR,Europe,United Kingdom,03/04/2020,2883556,12
ZAF,Africa,South Africa,20/07/2020,2885366,1810
IND,Asia,India,11/08/2020,2885587,221
AFG,Asia,Afghanistan,01/03/2020,2886036,449
USA,North America,United States,12/05/2020,2886059,23
AFG,Asia,Afghanistan,23/06/2020,2886092,33
IND,Asia,India,06/05/2020,2935972,49880
AFG,Asia,Afghanistan,01/05/2020,2935972,0
GBR,Europe,United Kingdom,25/03/2020,2943870,7898
BRA,South America,Brazil,03/05/2020,2945915,2045
GBR,Europe,United Kingdom,10/04/2020,3233064,287149
USA,North America,United States,20/08/2020,3233143,79
GBR,Europe,United Kingdom,21/04/2020,3235827,2684
IND,Asia,India,22/07/2020,3236316,489
IND,Asia,India,18/03/2020,3236581,265
USA,North America,United States,28/03/2020,3243071,6490
USA,North America,United States,26/04/2020,3243630,559
BRA,South America,Brazil,29/08/2020,3273710,30080
AFG,Asia,Afghanistan,19/07/2020,3302917,29207
BRA,South America,Brazil,18/03/2020,3302934,17
GBR,Europe,United Kingdom,27/04/2020,3302971,37
AFG,Asia,Afghanistan,20/07/2020,3302995,24
USA,North America,United States,18/06/2020,3303025,30
IND,Asia,India,31/05/2020,3334353,31328
GBR,Europe,United Kingdom,21/03/2020,3334457,104
BRA,South America,Brazil,27/08/2020,3334457,0
ZAF,Africa,South Africa,07/04/2020,3336089,1632
ZAF,Africa,South Africa,26/05/2020,3336171,82
USA,North America,United States,28/04/2020,3336182,11
AFG,Asia,Afghanistan,21/06/2020,3342955,6773
ZAF,Africa,South Africa,15/08/2020,3346516,3561
AFG,Asia,Afghanistan,17/04/2020,3346516,0
IND,Asia,India,22/06/2020,3346548,32
USA,North America,United States,08/08/2020,3347806,1258
USA,North America,United States,01/03/2020,3348007,201
GBR,Europe,United Kingdom,17/04/2020,3348581,574
GBR,Europe,United Kingdom,06/04/2020,3350190,1609
AFG,Asia,Afghanistan,14/03/2020,3350231,41
ZAF,Africa,South Africa,17/05/2020,3350231,0
ZAF,Africa,South Africa,25/07/2020,3417226,66995
BRA,South America,Brazil,06/04/2020,3417549,323
AFG,Asia,Afghanistan,29/06/2020,3417586,37
ZAF,Africa,South Africa,27/07/2020,3417894,308
GBR,Europe,United Kingdom,25/07/2020,3417981,87
GBR,Europe,United Kingdom,30/03/2020,3418162,181
GBR,Europe,United Kingdom,29/04/2020,3418223,61
AFG,Asia,Afghanistan,23/06/2020,3419977,1754
USA,North America,United States,03/03/2020,3421991,2014
BRA,South America,Brazil,16/05/2020,3421997,6
BRA,South America,Brazil,12/05/2020,3422483,486
GBR,Europe,United Kingdom,22/08/2020,3422506,23
IND,Asia,India,15/03/2020,3422506,0
AFG,Asia,Afghanistan,19/08/2020,3666503,243997
ZAF,Africa,South Africa,10/03/2020,3671064,4561
ZAF,Africa,South Africa,04/09/2020,3671085,21
USA,North America,United States,20/03/2020,3680308,9223
GBR,Europe,United Kingdom,13/08/2020,3680308,0
IND,Asia,India,23/03/2020,3680308,0
GBR,Europe,United Kingdom,31/05/2020,3680337,29
IND,Asia,India,15/08/2020,3680337,0
BRA,South America,Brazil,04/05/2020,3680348,11
IND,Asia,India,18/08/2020,3680410,62
BRA,South America,Brazil,15/07/2020,3680459,49
BRA,South America,Brazil,11/03/2020,3703099,22640
AFG,Asia,Afghanistan,09/07/2020,3704290,1191
IND,Asia,India,26/03/2020,3705289,999
USA,North America,United States,29/04/2020,3705306,17
USA,North America,United States,22/04/2020,3705324,18
IND,Asia,India,01/08/2020,3705362,38
AFG,Asia,Afghanistan,13/06/2020,3705834,472
USA,North America,United States,12/08/2020,3705851,17
GBR,Europe,United Kingdom,16/05/2020,3730184,24333
USA,North America,United States,12/06/2020,3730204,20
AFG,Asia,Afghanistan,22/04/2020,3730294,90
BRA,South America,Brazil,24/03/2020,3734950,4656
BRA,South America,Brazil,05/03/2020,3736434,1484
BRA,South America,Brazil,21/06/2020,3890597,154163
AFG,Asia,Afghanistan,26/07/2020,3890623,26
BRA,South America,Brazil,27/05/2020,3890623,0
BRA,South America,Brazil,25/02/2020,3890781,158
AFG,Asia,Afghanistan,03/08/2020,3891877,1096
GBR,Europe,United Kingdom,10/08/2020,3892197,320
USA,North America,United States,25/03/2020,3892314,117
