BookingNo,PackageCode,Description,Quantity,StayDate,UnitRate,GuestID,Destination
546024,FEE050,RESORT FEE,3,28.05.2011 08:37,187.33,71452.0,Costa Rica
554216,FNB110,BREAKFAST PACKAGE,2,08.06.2011 18:00,29.8,,Dominican Republic
552492,HTL202,HOTEL NIGHT OCEAN VIEW,1,19.08.2011 18:00,62.63,73158.0,Costa Rica
545534,TOU430,CANOPY ZIPLINE,4,25.10.2011 09:49,290.4,71416.0,United Kingdom
548678,HTL303,SUITE NIGHT,1,02.10.2011 05:52,11.4,,Costa Rica
546222,HTL303,SUITE NIGHT,2,11.03.2011 05:03,1090.87,71465.0,Costa Rica
552377,FEE050,RESORT FEE,2,20.07.2011 18:00,167.63,73128.0,Greece
542045,TIX100,PARK / ATTRACTION TICKET,1,26.04.2011 22:10,117.2,71155.0,Costa Rica
540004,TOU210,CITY WALKING TOUR,2,25.05.2011 17:00,76.45,71000.0,USA-Orlando
548254,SPA100,SPA TREATMENT,1,08.12.2011 18:00,62.15,71924.0,United Kingdom
544683,FEE050,RESORT FEE,1,29.06.2011 23:02,113.52,71354.0,Spain
544909,SPA100,SPA TREATMENT,1,01.11.2011 06:55,3594.91,,Spain
548035,CXL000,CANCELLATION FEE,3,12.11.2011 18:00,74.48,71813.0,Costa Rica
553527,TRF100,AIRPORT TRANSFER,1,27.02.2011 18:00,26.19,73845.0,Dominican Republic
552507,HTL303,SUITE NIGHT,2,26.01.2011 10:26,74.51,,Portugal
544245,TRF100,AIRPORT TRANSFER,1,02.10.2011 13:34,149.42,71321.0,Italy
540837,HTL303,SUITE NIGHT,1,11.06.2011 12:05,220.67,71064.0,Costa Rica
542355,TIX100,PARK / ATTRACTION TICKET,2,23.10.2011 13:37,1262.24,,Costa Rica
544214,TOU540,SUNSET CATAMARAN,3,08.10.2011 14:53,94.03,71319.0,Mexico
545433,FNB110,BREAKFAST PACKAGE,1,18.11.2011 05:18,277.81,71409.0,Costa Rica
543605,FEE050,RESORT FEE,1,12.10.2011 07:30,132.64,71275.0,Costa Rica
551110,SPA100,SPA TREATMENT,2,14.03.2011 19:58,54.31,72805.0,USA-Orlando
548493,HTL101,HOTEL NIGHT GARDEN VIEW,3,05.12.2011 08:26,22.93,72050.0,Italy
547463,TIX100,PARK / ATTRACTION TICKET,3,04.07.2011 00:11,131.24,71552.0,Mexico
553359,TOU320,VOLCANO DAY TRIP,3,30.05.2011 18:00,51.07,73726.0,USA-Orlando
551646,TRF100,AIRPORT TRANSFER,1,12.02.2011 10:12,51.95,72940.0,Dominican Republic
542555,HTL101,HOTEL NIGHT GARDEN VIEW,1,30.11.2011 14:21,137.32,,France
545249,FEE050,RESORT FEE,2,25.11.2011 18:00,137.37,71396.0,Iceland
551037,HTL303,SUITE NIGHT,1,01.08.2011 17:17,40.54,,Mexico
546619,TOU430,CANOPY ZIPLINE,1,02.08.2011 02:23,195.76,71496.0,Costa Rica
554215,TOU540,SUNSET CATAMARAN,1,29.06.2011 18:00,23.76,74302.0,Mexico
548515,PKG500,ALL-INCLUSIVE NIGHT,4,15.11.2011 18:00,39.21,72059.0,USA-Orlando
544086,TOU320,VOLCANO DAY TRIP,7,20.10.2011 20:32,165.34,71310.0,Peru
541453,TIX100,PARK / ATTRACTION TICKET,1,26.06.2011 01:52,150.91,,Mexico
547325,TOU210,CITY WALKING TOUR,2,23.04.2011 01:18,126.76,71544.0,France
540931,HTL202,HOTEL NIGHT OCEAN VIEW,1,04.05.2011 19:04,66.31,,Costa Rica
541095,TRF100,AIRPORT TRANSFER,1,21.05.2011 23:53,189.94,71084.0,United Kingdom
552980,FNB220,DINNER EXPERIENCE,1,22.06.2011 18:00,25.62,73465.0,Costa Rica
541424,HTL101,HOTEL NIGHT GARDEN VIEW,1,01.05.2011 05:58,145.97,71110.0,Costa Rica
543768,TRF100,AIRPORT TRANSFER,1,31.03.2011 10:58,91.92,71287.0,Greece
542049,FNB110,BREAKFAST PACKAGE,3,08.09.2011 02:27,299.94,71156.0,Mexico
543333,FNB110,BREAKFAST PACKAGE,1,19.11.2011 18:00,41.77,71253.0,Mexico
551766,SPA100,SPA TREATMENT,2,28.07.2011 18:00,51.0,,Italy
545933,TIX100,PARK / ATTRACTION TICKET,1,21.10.2011 17:49,172.84,71444.0,Costa Rica
541189,HTL202,HOTEL NIGHT OCEAN VIEW,4,29.04.2011 13:37,98.48,,Japan
543040,TOU320,VOLCANO DAY TRIP,1,16.06.2011 10:31,163.68,,Costa Rica
548495,TOU540,SUNSET CATAMARAN,1,22.11.2011 18:00,20.26,72051.0,Mexico
540582,FEE050,RESORT FEE,4,30.01.2011 12:07,2314.95,71043.0,France
550937,TOU540,SUNSET CATAMARAN,1,01.06.2011 21:26,115.78,72765.0,USA-NYC
545721,HTL303,SUITE NIGHT,4,20.11.2011 18:00,38.67,,Costa Rica
552927,HTL303,SUITE NIGHT,1,15.07.2011 18:00,22.55,73427.0,Mexico
C549586,SPA100,SPA TREATMENT,-1,12.04.2011 14:20,64.32,72424.0,Spain
548326,FNB220,DINNER EXPERIENCE,1,06.12.2011 18:00,52.56,71963.0,Dominican Republic
545288,SPA100,SPA TREATMENT,1,23.05.2011 03:45,396.73,71399.0,Greece
553482,FNB110,BREAKFAST PACKAGE,4,04.03.2011 18:00,17.77,73815.0,Spain
546877,HTL202,HOTEL NIGHT OCEAN VIEW,1,21.10.2011 07:34,289.29,71513.0,USA-NYC
540951,TOU540,SUNSET CATAMARAN,1,16.08.2011 02:42,132.45,,USA-NYC
554172,FEE050,RESORT FEE,1,10.04.2011 18:00,13.54,74274.0,USA-NYC
545012,TOU430,CANOPY ZIPLINE,1,06.07.2011 21:45,113.89,71379.0,France
551824,FEE050,,4,30.01.2011 15:07,78.63,72987.0,France
547223,TOU320,VOLCANO DAY TRIP,2,07.10.2011 04:52,99.48,71537.0,Italy
548085,FNB220,DINNER EXPERIENCE,1,24.09.2011 11:43,44.13,71837.0,Costa Rica
552501,TRF100,AIRPORT TRANSFER,2,12.06.2011 02:57,79.85,73161.0,Spain
547048,HTL101,HOTEL NIGHT GARDEN VIEW,7,28.07.2011 19:05,49.48,71525.0,Dominican Republic
541140,SPA100,SPA TREATMENT,1,03.12.2011 10:41,222.29,71087.0,Costa Rica
543233,TOU430,CANOPY ZIPLINE,1,01.02.2011 02:47,171.82,71247.0,USA-NYC
542034,CXL000,CANCELLATION FEE,1,13.06.2011 16:07,96.68,,Dominican Republic
540387,CXL000,CANCELLATION FEE,2,21.08.2011 08:36,107.51,71030.0,Italy
551057,CXL000,CANCELLATION FEE,3,18.02.2011 20:56,105.4,72792.0,Costa Rica
541186,HTL202,HOTEL NIGHT OCEAN VIEW,1,12.09.2011 06:38,230.77,71090.0,Dominican Republic
551014,FNB220,DINNER EXPERIENCE,2,17.02.2011 20:52,147.08,72782.0,Portugal
551056,TOU210,CITY WALKING TOUR,7,19.01.2011 06:36,63.35,72792.0,Costa Rica
545914,SPA100,SPA TREATMENT,2,13.08.2011 14:53,3478.97,71443.0,Mexico
548613,TOU540,SUNSET CATAMARAN,1,11.11.2011 18:00,43.2,72106.0,Dominican Republic
553275,TOU320,VOLCANO DAY TRIP,1,27.02.2011 18:15,22.53,73667.0,Italy
543301,CXL000,CANCELLATION FEE,4,14.01.2011 01:59,126.07,71251.0,Costa Rica
553375,TRF100,AIRPORT TRANSFER,4,21.03.2011 20:01,30.02,73739.0,Mexico
547507,TOU320,VOLCANO DAY TRIP,2,11.01.2011 05:35,288.59,71556.0,Spain
549552,HTL303,SUITE NIGHT,2,15.03.2011 21:49,70.68,72416.0,United Kingdom
549659,FEE050,RESORT FEE,1,31.08.2011 18:00,43.66,72440.0,Costa Rica
549111,HTL303,SUITE NIGHT,1,19.03.2011 01:41,99.59,,Spain
545154,CXL000,CANCELLATION FEE,1,28.03.2011 09:07,102.79,71390.0,Spain
551360,FEE050,RESORT FEE,7,05.05.2011 16:27,48.49,,Dominican Republic
541741,TRF100,AIRPORT TRANSFER,3,30.09.2011 01:18,143.01,71134.0,Costa Rica
551849,SPA100,SPA TREATMENT,3,20.03.2011 02:46,57.21,,Costa Rica
554169,TIX100,PARK / ATTRACTION TICKET,1,12.01.2011 18:00,14.62,74272.0,Italy
549548,TRF100,AIRPORT TRANSFER,1,08.09.2011 18:00,115.81,,USA-Orlando
550348,PKG500,ALL-INCLUSIVE NIGHT,1,29.07.2011 23:19,159.8,72616.0,United Kingdom
543084,TOU540,SUNSET CATAMARAN,1,23.04.2011 01:24,162.91,,Mexico
546730,TRF100,AIRPORT TRANSFER,2,01.09.2011 12:49,90.86,,Spain
C545885,CXL000,CANCELLATION FEE,-4,17.05.2011 13:19,115.16,71441.0,Spain
546359,CXL000,CANCELLATION FEE,1,17.09.2011 04:11,120.79,,USA-Orlando
543680,SPA100,SPA TREATMENT,1,01.11.2011 00:55,289.7,71280.0,Dominican Republic
C545910,TRF100,AIRPORT TRANSFER,-1,15.07.2011 07:25,638.8,71443.0,Mexico
544075,TOU210,CITY WALKING TOUR,1,11.04.2011 10:25,59.32,,Peru
545756,FNB110,BREAKFAST PACKAGE,2,19.01.2011 20:43,52.66,71433.0,Peru
550219,SPA100,SPA TREATMENT,1,15.08.2011 17:27,118.01,72581.0,Mexico
542085,FNB110,BREAKFAST PACKAGE,7,28.01.2011 23:29,160.91,71158.0,Peru
549561,FEE050,RESORT FEE,1,15.06.2011 18:43,31.23,72419.0,USA-Orlando
547226,PKG500,ALL-INCLUSIVE NIGHT,4,30.09.2011 19:03,205.91,71537.0,Italy
541122,HTL101,HOTEL NIGHT GARDEN VIEW,4,06.12.2011 18:00,148.88,71085.0,Italy
542027,TOU540,SUNSET CATAMARAN,2,06.10.2011 09:57,85.13,,Dominican Republic
541181,TOU210,CITY WALKING TOUR,3,15.04.2011 11:17,164.36,71090.0,Dominican Republic
551598,FNB220,DINNER EXPERIENCE,1,11.08.2011 09:54,87.92,72929.0,Mexico
549290,HTL202,HOTEL NIGHT OCEAN VIEW,1,10.09.2011 18:00,60.63,72352.0,Mexico
549481,TOU430,CANOPY ZIPLINE,4,20.02.2011 13:53,191.01,72399.0,Iceland
540878,TOU210,,2,29.03.2011 14:58,113.06,71067.0,Peru
546719,TRF100,AIRPORT TRANSFER,1,02.07.2011 01:16,289.19,,Costa Rica
544093,TOU320,VOLCANO DAY TRIP,1,20.09.2011 21:10,114.83,71311.0,Dominican Republic
546155,TOU540,SUNSET CATAMARAN,1,13.05.2011 08:44,113.32,71461.0,Costa Rica
543733,CXL000,CANCELLATION FEE,1,20.02.2011 05:30,336.38,,Costa Rica
554310,TOU430,CANOPY ZIPLINE,1,23.06.2011 18:00,45.82,74369.0,Mexico
543741,TRF100,AIRPORT TRANSFER,3,28.03.2011 12:46,84.39,,USA-NYC
551732,TRF100,AIRPORT TRANSFER,3,02.06.2011 23:28,36.02,,Japan
554201,SPA100,SPA TREATMENT,2,07.01.2011 18:00,42.79,,Dominican Republic
547192,CXL000,CANCELLATION FEE,1,25.05.2011 02:58,228.49,71536.0,Costa Rica
543636,HTL303,SUITE NIGHT,1,22.01.2011 22:45,113.25,71277.0,Costa Rica
550570,TOU430,CANOPY ZIPLINE,1,03.08.2011 18:00,56.85,72673.0,Japan
540935,FEE050,RESORT FEE,1,07.11.2011 05:21,107.33,,Costa Rica
551154,CXL000,CANCELLATION FEE,1,13.02.2011 19:45,60.84,72816.0,Mexico
548895,TOU540,SUNSET CATAMARAN,1,23.09.2011 08:33,30.79,,Costa Rica
548497,FEE050,RESORT FEE,1,24.11.2011 18:00,72.36,,Mexico
542093,TOU430,CANOPY ZIPLINE,3,02.12.2011 02:31,115.27,71159.0,Costa Rica
545760,TRF100,AIRPORT TRANSFER,1,17.10.2011 14:38,72.7,71433.0,Peru
546648,TOU320,VOLCANO DAY TRIP,7,22.10.2011 08:14,163.87,71498.0,Costa Rica
540380,FNB220,DINNER EXPERIENCE,1,17.11.2011 18:00,101.58,,Costa Rica
541192,SPA100,SPA TREATMENT,1,24.10.2011 07:59,93.0,71091.0,Japan
551550,HTL101,HOTEL NIGHT GARDEN VIEW,3,20.05.2011 14:43,86.23,72917.0,Mexico
550110,CXL000,CANCELLATION FEE,2,21.05.2011 13:34,70.57,,USA-NYC
547611,TRF100,AIRPORT TRANSFER,4,27.11.2011 18:00,30.23,71586.0,Greece
540638,TOU430,CANOPY ZIPLINE,1,15.06.2011 11:30,160.08,71049.0,France
549001,HTL101,HOTEL NIGHT GARDEN VIEW,2,21.07.2011 03:45,107.36,,Costa Rica
551294,TOU430,CANOPY ZIPLINE,3,28.06.2011 14:08,53.74,,Dominican Republic
553326,PKG500,ALL-INCLUSIVE NIGHT,3,21.02.2011 00:39,49.87,73704.0,Costa Rica
551683,TOU320,VOLCANO DAY TRIP,2,21.06.2011 14:10,83.62,,Mexico
551452,CXL000,CANCELLATION FEE,3,07.07.2011 18:47,106.37,,Italy
550892,TOU540,SUNSET CATAMARAN,4,23.06.2011 13:13,46.85,72755.0,Costa Rica
549895,FEE050,RESORT FEE,1,08.02.2011 01:44,19.61,,Costa Rica
544532,PKG500,ALL-INCLUSIVE NIGHT,2,07.06.2011 01:41,119.92,71342.0,Costa Rica
548425,TIX100,PARK / ATTRACTION TICKET,3,03.12.2011 18:00,41.22,,Mexico
550243,TIX100,PARK / ATTRACTION TICKET,4,24.03.2011 20:36,92.96,72588.0,Italy
554246,CXL000,CANCELLATION FEE,3,23.02.2011 11:24,42.07,74326.0,France
549076,FEE050,,1,27.07.2011 18:00,100.23,,Costa Rica
544942,TOU320,VOLCANO DAY TRIP,1,27.07.2011 14:09,368.64,71374.0,Japan
543778,TOU320,VOLCANO DAY TRIP,2,11.04.2011 11:51,3254.5,71288.0,Italy
553249,HTL303,SUITE NIGHT,4,28.04.2011 00:30,20.65,73648.0,Greece
546793,HTL303,SUITE NIGHT,1,27.02.2011 07:07,97.53,71508.0,Italy
550827,CXL000,CANCELLATION FEE,4,10.07.2011 17:27,108.14,,France
547564,TRF100,AIRPORT TRANSFER,2,21.10.2011 10:40,46.09,71564.0,Mexico
543436,TRF100,AIRPORT TRANSFER,4,08.07.2011 10:44,210.05,71262.0,Japan
543438,SPA100,SPA TREATMENT,1,14.06.2011 23:47,152.18,71262.0,Japan
540007,TRF100,AIRPORT TRANSFER,2,20.08.2011 11:03,151.13,71000.0,USA-Orlando
552046,TOU210,CITY WALKING TOUR,3,07.06.2011 17:53,61.49,73046.0,USA-Orlando
551993,SPA100,SPA TREATMENT,1,30.05.2011 09:42,86.99,73031.0,Costa Rica
542844,TOU320,VOLCANO DAY TRIP,4,25.02.2011 19:09,133.43,71216.0,Mexico
547886,CXL000,CANCELLATION FEE,1,12.11.2011 18:00,64.69,71737.0,France
540412,HTL303,SUITE NIGHT,1,19.05.2011 16:50,110.94,71031.0,Costa Rica
543064,TRF100,AIRPORT TRANSFER,1,30.11.2011 18:00,216.03,,Mexico
550060,TRF100,AIRPORT TRANSFER,1,01.06.2011 18:05,67.71,72539.0,Italy
541216,FNB220,DINNER EXPERIENCE,3,02.08.2011 18:57,53.82,71093.0,USA-Orlando
550387,TIX100,PARK / ATTRACTION TICKET,1,22.04.2011 03:32,29.29,72626.0,USA-Orlando
553997,TRF100,AIRPORT TRANSFER,1,26.03.2011 01:41,25.74,74159.0,Costa Rica
543369,FEE050,RESORT FEE,1,11.04.2011 03:32,45.84,71256.0,USA-Orlando
541358,SPA100,SPA TREATMENT,1,22.11.2011 18:00,1256.28,71105.0,Italy
548491,CXL000,CANCELLATION FEE,3,08.12.2011 18:00,42.14,,Japan
548873,TIX100,PARK / ATTRACTION TICKET,1,04.12.2011 18:00,30.03,,Spain
547997,FEE050,RESORT FEE,1,02.12.2011 18:00,33.91,71792.0,Spain
553175,CXL000,CANCELLATION FEE,1,27.07.2011 18:00,13.96,73601.0,Portugal
543582,HTL101,HOTEL NIGHT GARDEN VIEW,1,26.11.2011 13:08,118.51,71272.0,Italy
544834,HTL303,SUITE NIGHT,1,21.01.2011 13:39,129.01,,United Kingdom
550285,TOU210,CITY WALKING TOUR,1,15.02.2011 18:12,45.18,72598.0,Mexico
546543,TOU210,CITY WALKING TOUR,2,11.07.2011 23:03,86.56,71491.0,Dominican Republic
543612,FNB220,DINNER EXPERIENCE,7,25.10.2011 12:30,158.45,71275.0,Costa Rica
544488,CXL000,CANCELLATION FEE,2,01.11.2011 08:48,108.23,71339.0,France
550377,FNB220,DINNER EXPERIENCE,1,31.01.2011 07:30,46.08,72623.0,Costa Rica
542593,FEE050,RESORT FEE,1,01.05.2011 07:05,85.39,71196.0,Mexico
551299,TOU210,CITY WALKING TOUR,2,23.02.2011 16:42,47.42,72853.0,Italy
551797,HTL101,HOTEL NIGHT GARDEN VIEW,3,12.04.2011 05:41,93.66,72981.0,Costa Rica
553477,TOU210,CITY WALKING TOUR,1,25.03.2011 21:25,27.57,73812.0,United Kingdom
553342,TOU210,CITY WALKING TOUR,1,10.06.2011 18:00,52.4,73715.0,Greece
549119,TIX100,PARK / ATTRACTION TICKET,1,22.08.2011 18:00,106.38,72312.0,Thailand
544477,TOU430,CANOPY ZIPLINE,1,12.10.2011 03:49,114.07,71338.0,Japan
548397,TIX100,PARK / ATTRACTION TICKET,1,03.12.2011 04:14,61.97,72000.0,Costa Rica
545087,TIX100,PARK / ATTRACTION TICKET,1,04.12.2011 12:51,1762.47,71385.0,Dominican Republic
541832,HTL303,SUITE NIGHT,2,18.10.2011 08:37,87.83,71141.0,Mexico
542923,TOU430,CANOPY ZIPLINE,1,25.09.2011 22:28,102.27,71222.0,Thailand
551506,FEE050,RESORT FEE,1,28.01.2011 08:22,104.19,72906.0,Costa Rica
550100,PKG500,ALL-INCLUSIVE NIGHT,1,16.07.2011 18:00,94.11,72550.0,Costa Rica
540510,TOU540,SUNSET CATAMARAN,7,12.03.2011 15:43,58.87,71038.0,Dominican Republic
550663,HTL101,HOTEL NIGHT GARDEN VIEW,1,24.07.2011 20:33,68.67,,Italy
553409,TOU540,SUNSET CATAMARAN,1,13.05.2011 07:53,41.87,73762.0,France
543482,CXL000,CANCELLATION FEE,3,10.10.2011 18:52,84.29,71264.0,Mexico
545684,TIX100,PARK / ATTRACTION TICKET,1,15.03.2011 04:38,47.87,71428.0,Spain
543712,TIX100,PARK / ATTRACTION TICKET,1,22.11.2011 18:00,224.53,71282.0,Costa Rica
C547354,TRF100,AIRPORT TRANSFER,-1,26.04.2011 08:07,77.44,71546.0,Costa Rica
551806,HTL101,HOTEL NIGHT GARDEN VIEW,1,12.04.2011 20:29,59.25,72983.0,Costa Rica
552010,HTL101,HOTEL NIGHT GARDEN VIEW,2,01.10.2011 18:00,66.06,73035.0,Spain
544128,SPA100,SPA TREATMENT,1,03.05.2011 22:48,585.44,71313.0,Mexico
542058,PKG500,ALL-INCLUSIVE NIGHT,7,27.04.2011 14:25,73.28,71157.0,Costa Rica
542569,TOU320,VOLCANO DAY TRIP,2,14.07.2011 18:03,83.62,71194.0,France
549550,HTL202,HOTEL NIGHT OCEAN VIEW,1,11.07.2011 17:57,104.99,72416.0,United Kingdom
542538,TRF100,AIRPORT TRANSFER,1,22.05.2011 14:32,87.69,71192.0,Costa Rica
541004,HTL202,HOTEL NIGHT OCEAN VIEW,1,28.08.2011 10:32,174.49,71077.0,Costa Rica
545378,FEE050,RESORT FEE,1,12.11.2011 18:00,2596.95,,Costa Rica
551479,TRF100,AIRPORT TRANSFER,1,07.03.2011 04:17,89.21,72899.0,Japan
552286,FNB110,BREAKFAST PACKAGE,1,24.02.2011 05:47,112.13,,USA-Orlando
546737,CXL000,CANCELLATION FEE,1,19.11.2011 02:13,454.26,71504.0,Spain
549763,FNB110,BREAKFAST PACKAGE,1,06.05.2011 07:55,47.22,72468.0,Mexico
549452,PKG500,ALL-INCLUSIVE NIGHT,1,05.05.2011 03:27,36.38,72394.0,Mexico
543456,FEE050,RESORT FEE,3,17.03.2011 11:16,106.52,71263.0,USA-Orlando
547916,TIX100,PARK / ATTRACTION TICKET,1,03.12.2011 18:00,51.83,71753.0,France
545143,HTL101,HOTEL NIGHT GARDEN VIEW,2,28.04.2011 01:04,75.22,,Spain
546766,TOU320,VOLCANO DAY TRIP,2,19.11.2011 18:00,171.33,,Spain
553282,HTL101,HOTEL NIGHT GARDEN VIEW,1,23.03.2011 01:57,33.71,73673.0,Costa Rica
548542,TOU430,CANOPY ZIPLINE,4,22.09.2011 05:18,78.95,72070.0,Costa Rica
552694,FNB220,DINNER EXPERIENCE,3,24.06.2011 18:00,28.16,73266.0,France
549131,TIX100,PARK / ATTRACTION TICKET,2,27.08.2011 03:19,34.23,72315.0,France
548737,FNB110,BREAKFAST PACKAGE,1,08.10.2011 17:55,53.77,72172.0,Peru
544555,TOU540,SUNSET CATAMARAN,1,06.11.2011 21:12,70.64,,Mexico
543549,SPA100,SPA TREATMENT,4,01.11.2011 02:09,1396.61,71269.0,USA-NYC
553908,TOU430,CANOPY ZIPLINE,2,03.04.2011 10:40,21.46,74098.0,Iceland
549229,TIX100,PARK / ATTRACTION TICKET,3,26.08.2011 13:02,104.35,72338.0,United Kingdom
552969,FEE050,RESORT FEE,2,31.03.2011 18:00,25.37,73456.0,Dominican Republic
544991,HTL101,HOTEL NIGHT GARDEN VIEW,2,28.11.2011 18:00,97.05,71377.0,Costa Rica
550109,FNB220,DINNER EXPERIENCE,2,26.07.2011 23:36,107.05,72553.0,USA-NYC
540153,HTL303,SUITE NIGHT,1,13.09.2011 05:18,251.72,,Mexico
540122,TOU210,CITY WALKING TOUR,1,16.11.2011 18:00,127.86,71009.0,Costa Rica
547751,HTL303,SUITE NIGHT,1,17.11.2011 13:50,32.68,71664.0,Thailand
553479,TOU430,CANOPY ZIPLINE,1,19.01.2011 15:24,29.5,73813.0,Dominican Republic
546264,FNB110,BREAKFAST PACKAGE,2,11.06.2011 00:11,168.42,,Mexico
545185,TRF100,AIRPORT TRANSFER,3,03.12.2011 18:00,2360.32,71392.0,Mexico
546990,TOU320,VOLCANO DAY TRIP,2,19.01.2011 15:22,252.2,,Costa Rica
545702,SPA100,SPA TREATMENT,4,26.06.2011 09:20,2126.21,71429.0,France
547974,TIX100,PARK / ATTRACTION TICKET,1,05.12.2011 10:20,64.92,71782.0,Costa Rica
C546744,SPA100,SPA TREATMENT,-1,04.04.2011 18:21,165.21,71505.0,Mexico
550703,TIX100,PARK / ATTRACTION TICKET,1,16.10.2011 18:00,47.6,72706.0,United Kingdom
541262,CXL000,CANCELLATION FEE,1,08.06.2011 13:56,257.14,71098.0,USA-Orlando
540367,SPA100,SPA TREATMENT,1,06.12.2011 17:15,165.27,,Costa Rica
546609,TRF100,AIRPORT TRANSFER,1,06.01.2011 05:24,130.82,71495.0,France
548021,TOU430,CANOPY ZIPLINE,2,02.10.2011 20:50,30.6,71806.0,USA-Orlando
541841,PKG500,ALL-INCLUSIVE NIGHT,1,03.08.2011 13:14,134.89,71142.0,Peru
545262,TRF100,AIRPORT TRANSFER,1,01.06.2011 09:57,179.25,,Thailand
543824,TRF100,AIRPORT TRANSFER,3,25.09.2011 17:02,651.8,71292.0,Italy
553922,TOU320,VOLCANO DAY TRIP,1,05.02.2011 19:48,28.52,74107.0,France
552240,HTL101,HOTEL NIGHT GARDEN VIEW,1,20.08.2011 18:23,135.44,73092.0,Costa Rica
549735,FNB220,DINNER EXPERIENCE,1,16.01.2011 08:58,46.95,72460.0,Costa Rica
547797,TOU320,VOLCANO DAY TRIP,3,19.10.2011 12:53,47.89,71688.0,France
545354,PKG500,ALL-INCLUSIVE NIGHT,1,23.07.2011 15:09,178.82,71403.0,Dominican Republic
544682,FNB220,DINNER EXPERIENCE,1,21.02.2011 21:38,145.78,71354.0,Spain
550096,FEE050,RESORT FEE,4,21.01.2011 04:07,235.69,72549.0,United Kingdom
549465,CXL000,CANCELLATION FEE,2,13.07.2011 21:33,143.28,72396.0,Dominican Republic
549138,TOU210,CITY WALKING TOUR,2,03.08.2011 09:39,98.5,72317.0,Dominican Republic
552956,SPA100,SPA TREATMENT,7,04.12.2010 01:24,34.46,73449.0,Portugal
549274,FNB220,DINNER EXPERIENCE,1,06.06.2011 11:47,41.04,,Mexico
543429,HTL303,SUITE NIGHT,1,11.02.2011 04:51,81.41,71261.0,Costa Rica
548389,HTL101,HOTEL NIGHT GARDEN VIEW,1,23.09.2011 10:21,34.06,71996.0,USA-Orlando
543278,HTL303,SUITE NIGHT,2,10.05.2011 00:19,237.57,71250.0,Costa Rica
548342,HTL101,HOTEL NIGHT GARDEN VIEW,4,29.11.2011 18:00,42.78,71971.0,Costa Rica
550930,HTL101,HOTEL NIGHT GARDEN VIEW,1,03.09.2011 18:00,78.93,72763.0,France
540180,FEE050,RESORT FEE,1,13.02.2011 06:18,89.51,,USA-NYC
C553988,TOU430,CANOPY ZIPLINE,-4,04.06.2011 18:00,22.16,74153.0,Thailand
549996,CXL000,CANCELLATION FEE,7,18.04.2011 13:33,95.83,72524.0,Italy
553280,PKG500,ALL-INCLUSIVE NIGHT,1,02.03.2011 18:00,22.68,73671.0,Costa Rica
552573,TIX100,PARK / ATTRACTION TICKET,7,15.12.2010 22:17,39.05,73191.0,Spain
545661,SPA100,SPA TREATMENT,2,04.06.2011 13:13,67.61,71426.0,Mexico
547342,FNB110,BREAKFAST PACKAGE,1,30.06.2011 09:36,99.85,,Costa Rica
546305,TRF100,AIRPORT TRANSFER,2,19.07.2011 01:19,79.01,71472.0,United Kingdom
542698,FEE050,RESORT FEE,2,01.07.2011 01:31,130.42,71204.0,USA-NYC
540257,PKG500,ALL-INCLUSIVE NIGHT,1,10.07.2011 10:13,104.85,71021.0,Mexico
548584,SPA100,SPA TREATMENT,1,07.12.2011 20:43,26.59,72090.0,Spain
545537,PKG500,ALL-INCLUSIVE NIGHT,1,11.11.2011 18:12,390.81,,United Kingdom
551285,HTL202,HOTEL NIGHT OCEAN VIEW,4,21.08.2011 01:43,56.93,,France
551197,CXL000,CANCELLATION FEE,1,15.10.2011 18:00,53.97,,Mexico
553560,FNB220,DINNER EXPERIENCE,7,23.05.2011 02:54,18.84,73869.0,Peru
547280,SPA100,SPA TREATMENT,2,29.11.2011 18:00,150.14,,Mexico
549697,SPA100,SPA TREATMENT,1,16.02.2011 14:53,146.63,,United Kingdom
548666,SPA100,SPA TREATMENT,1,13.11.2011 18:00,56.11,72133.0,Dominican Republic
552406,PKG500,ALL-INCLUSIVE NIGHT,1,26.05.2011 07:20,110.75,73136.0,Costa Rica
544274,CXL000,CANCELLATION FEE,3,03.06.2011 03:31,266.69,71324.0,Spain
547532,TOU210,CITY WALKING TOUR,1,16.06.2011 20:45,65.73,,Greece
543409,TOU210,CITY WALKING TOUR,2,30.01.2011 06:34,143.24,,Spain
540686,HTL303,SUITE NIGHT,7,08.12.2011 18:00,407.43,71051.0,Mexico
541633,FNB110,BREAKFAST PACKAGE,1,25.09.2011 21:26,507.7,71127.0,Costa Rica
542345,FNB110,BREAKFAST PACKAGE,2,18.06.2011 08:58,736.12,71177.0,Costa Rica
550764,TOU540,SUNSET CATAMARAN,1,07.06.2011 11:37,124.77,72721.0,Costa Rica
541789,PKG500,ALL-INCLUSIVE NIGHT,1,21.09.2011 07:08,94.14,71138.0,Spain
545794,TOU320,VOLCANO DAY TRIP,2,31.12.2010 18:33,117.95,71436.0,Mexico
548953,CXL000,CANCELLATION FEE,2,29.06.2011 05:59,83.91,72273.0,Spain
541966,TOU210,CITY WALKING TOUR,2,10.06.2011 21:06,150.15,71149.0,Japan
554222,TOU430,CANOPY ZIPLINE,7,02.06.2011 18:00,14.49,74307.0,Dominican Republic
550349,CXL000,CANCELLATION FEE,1,02.04.2011 12:08,110.44,72616.0,United Kingdom
