unit_id,fuel,region,operator,capacity_mw,age_years,ambient_c,humidity,days_since_maint,maint_overdue,is_peak_hour,wind_ms,ghi,load_factor,forced_outage
1134,solar,South,ipp,45.5,19.9,34.4,55.3,28,0,1,3.8,463,0.882,No
1775,gas_ccgt,Northeast,IOU,329.8,9.7,10.0,43.7,12,0,0,5.0,375,0.543,No
1465,wind,Northeast,ipp,241.0,23.3,21.7,35.7,74,0,0,6.5,337,0.584,No
1969,nuclear,West,IOU,1362.0,14.8,14.7,65.7,38,0,0,3.1,225,0.317,No
1222,gas_ccgt,Midwest,ipp,387.5,14.1,29.9,51.6,17,0,1,4.3,407,0.43,No
1579,gas_peaker,Midwest,IOU,70.4,26.6,25.4,58.9,429,1,0,3.5,420,0.643,Yes
1594,coal,South,IOU,815.1,24.7,32.4,40.7,17,0,1,1.0,513,0.714,No
1093,nuclear,Northeast,IOU,1277.2,36.6,21.0,73.9,139,0,0,10.4,376,0.741,No
1765,coal,West,ipp,763.8,22.3,25.5,32.7,93,0,0,6.3,295,0.51,Yes
1589,gas_ccgt,South,IOU,519.6,36.0,22.8,70.5,235,1,0,5.5,420,0.867,Yes
1978,solar,Midwest,IOU,54.4,20.6,26.3,92.3,69,0,0,7.9,139,0.761,No
1857,gas_peaker,West,co_op,218.5,21.1,11.7,53.3,419,1,0,8.9,604,0.53,No
1231,wind,South,muni,59.9,1.0,26.2,70.8,84,0,0,9.2,449,0.435,No
1645,solar,Midwest,IOU,83.1,7.5,15.8,58.6,58,0,0,2.8,112,0.395,No
1470,solar,South,ipp,192.8,27.3,20.8,54.9,140,0,0,2.7,405,0.564,Yes
1097,gas_ccgt,ERCOT,IOU,267.6,12.2,44.0,51.6,12,0,0,4.4,262,0.334,Yes
1398,solar,Northeast,ipp,50.7,1.0,1.0,49.3,89,0,0,2.7,237,0.566,No
1957,coal,Northeast,ipp,724.0,44.7,0.2,76.4,86,0,0,6.3,671,0.379,No
1574,hydro,Midwest,IOU,173.5,5.3,-2.4,68.2,79,0,0,7.0,615,0.541,No
1437,gas_ccgt,Midwest,ipp,506.4,29.8,3.3,68.4,36,0,0,9.3,591,0.441,Yes
1615,gas_ccgt,South,muni,587.6,50.3,38.9,67.2,92,0,1,6.3,285,0.439,Yes
1446,nuclear,West,ipp,1129.1,25.9,9.2,72.9,197,1,0,3.7,846,0.388,No
1879,solar,South,IOU,238.6,1.0,18.5,89.7,40,0,0,1.8,400,0.859,No
1636,coal,Midwest,IOU,728.0,37.3,11.4,51.3,29,0,1,10.7,598,0.471,Yes
1580,solar,West,ipp,144.3,18.3,26.0,40.2,215,1,1,4.3,354,0.716,No
1118,hydro,West,ipp,298.6,23.8,19.8,59.7,13,0,1,6.4,479,0.523,No
1588,gas_ccgt,ERCOT,muni,616.1,17.4,34.0,62.0,166,1,1,2.1,567,0.662,Yes
1289,solar,West,muni,189.7,21.8,5.7,44.9,14,0,0,5.4,457,0.49,No
1142,gas_ccgt,ERCOT,muni,324.8,14.2,29.0,50.7,95,0,1,6.6,476,0.671,No
1316,gas_ccgt,Northeast,muni,339.7,16.6,8.7,43.1,35,0,0,18.8,136,0.479,No
1388,nuclear,West,co_op,1372.9,22.2,18.7,39.2,111,0,0,2.1,627,0.793,No
1257,solar,Northeast,IOU,150.7,14.5,11.8,69.9,41,0,0,5.0,352,0.531,No
1011,gas_ccgt,Midwest,co_op,532.6,33.5,-4.9,88.8,131,0,1,5.2,293,0.869,No
1391,gas_peaker,ERCOT,IOU,200.2,1.0,23.4,61.2,117,0,1,4.6,469,0.85,No
1530,gas_ccgt,ERCOT,IOU,508.6,23.5,34.2,31.3,346,1,0,3.3,304,0.393,Yes
1483,gas_ccgt,Midwest,co_op,490.0,4.2,0.6,59.0,26,0,1,4.0,312,0.588,No
1818,coal,West,IOU,711.6,15.1,-1.4,82.3,334,1,1,20.1,261,0.738,Yes
1506,nuclear,South,IOU,1299.8,40.9,17.7,60.9,82,0,0,7.5,389,0.688,No
1147,coal,Northeast,muni,566.5,35.3,15.8,71.8,90,0,0,5.5,243,0.513,Yes
1280,gas_ccgt,Northeast,IOU,379.0,21.6,8.9,72.7,800,1,1,3.6,382,0.475,Yes
1659,coal,Midwest,ipp,472.6,24.5,23.1,60.2,127,0,0,3.8,80,0.614,No
1821,coal,Midwest,ipp,369.8,25.1,-3.4,67.0,277,1,0,5.3,511,0.335,Yes
1613,solar,South,ipp,220.5,3.2,24.0,86.1,77,0,1,4.5,770,0.451,No
1368,gas_peaker,West,ipp,87.2,28.5,30.2,55.3,20,0,0,5.2,370,0.694,No
1374,hydro,ERCOT,muni,116.9,21.8,24.2,30.4,53,0,0,2.4,364,0.943,No
1031,coal,South,ipp,654.7,22.9,18.7,65.6,113,0,1,5.7,390,0.776,Yes
1838,wind,West,IOU,239.1,1.7,11.5,56.6,17,0,1,4.9,451,0.533,No
1909,nuclear,West,muni,1240.9,19.0,13.7,66.2,54,0,1,8.8,548,0.833,No
1536,solar,Midwest,IOU,172.6,7.9,16.1,57.7,35,0,0,6.6,334,0.536,No
1017,hydro,Northeast,IOU,108.0,15.3,4.0,50.7,153,1,0,3.3,359,0.841,Yes
1047,gas_peaker,West,ipp,78.7,28.9,24.1,26.6,47,0,0,5.3,589,0.657,No
1895,coal,ERCOT,ipp,420.6,25.5,32.3,81.8,156,1,0,1.6,348,0.719,Yes
1674,wind,South,ipp,195.4,6.0,20.4,61.4,26,0,1,10.5,709,0.611,No
1406,gas_peaker,Northeast,ipp,64.6,34.1,7.7,62.3,748,1,1,2.8,576,0.495,Yes
1650,solar,Northeast,muni,144.7,18.0,-2.7,39.0,243,1,0,11.0,382,0.482,No
1953,coal,Midwest,co_op,779.6,25.5,11.4,34.6,48,0,0,3.0,74,0.499,Yes
1007,solar,ERCOT,ipp,112.6,12.4,18.1,45.8,151,1,1,3.4,249,0.453,No
1351,gas_ccgt,ERCOT,IOU,264.2,29.0,31.8,53.4,65,0,0,5.9,519,0.505,Yes
1300,wind,ERCOT,ipp,75.6,7.4,28.7,50.2,255,1,1,4.7,341,0.947,Yes
1545,coal,Midwest,muni,408.9,29.2,-4.2,70.3,37,0,0,10.4,110,0.527,No
1530,gas_ccgt,Midwest,IOU,541.2,18.3,18.9,45.1,48,0,1,5.1,480,0.809,No
1297,nuclear,West,ipp,868.2,24.9,22.1,58.7,81,0,0,11.2,573,0.315,No
1512,gas_ccgt,Northeast,ipp,252.0,40.1,-10.0,58.7,174,1,0,4.7,479,0.274,Yes
1659,gas_ccgt,Northeast,ipp,353.4,29.1,13.8,51.0,92,0,0,4.2,222,0.49,No
1891,wind,Northeast,ipp,115.9,6.5,-2.3,86.9,156,1,0,7.2,386,0.478,No
1994,coal,South,ipp,537.4,26.8,24.6,69.4,43,0,0,2.6,249,0.749,No
1050,gas_peaker,South,IOU,42.3,23.0,33.0,69.4,52,0,0,7.9,145,0.709,No
1311,gas_ccgt,Midwest,ipp,344.6,15.5,4.4,64.0,123,0,1,1.8,368,0.74,No
1468,gas_ccgt,West,ipp,543.1,22.3,17.4,48.0,109,0,0,3.1,362,0.652,Yes
1865,gas_ccgt,South,IOU,350.0,25.8,26.8,82.5,133,0,0,1.6,118,0.632,No
1624,coal,Midwest,IOU,751.4,18.7,40.7,35.0,109,0,0,4.7,245,0.588,No
1894,gas_ccgt,Midwest,IOU,425.5,20.1,18.1,60.4,74,0,1,3.0,20,0.99,No
1189,gas_ccgt,West,IOU,478.6,22.5,5.4,32.8,170,1,0,13.6,731,0.316,No
1908,coal,South,IOU,430.1,9.3,20.1,52.6,489,1,0,7.0,290,0.822,Yes
1174,solar,ERCOT,ipp,177.1,20.9,32.8,55.1,50,0,1,2.9,629,0.626,No
1501,wind,ERCOT,co_op,323.6,22.3,15.0,60.1,152,1,1,1.8,603,0.828,Yes
1637,solar,West,IOU,249.6,14.1,26.4,44.8,7,0,0,4.8,319,0.551,No
1112,gas_ccgt,West,ipp,412.9,24.7,20.4,46.0,70,0,0,10.7,323,0.408,No
1236,gas_ccgt,South,IOU,360.6,23.9,37.3,69.8,146,0,0,5.1,211,0.636,Yes
1883,wind,West,co_op,187.4,3.1,10.2,40.5,107,0,0,5.2,444,0.482,No
1229,hydro,Midwest,muni,111.8,12.0,12.6,54.1,25,0,0,2.2,261,0.35,No
1691,gas_ccgt,Northeast,IOU,379.7,35.8,-4.8,86.3,89,0,0,4.3,200,0.632,Yes
1611,coal,West,ipp,509.5,34.6,10.0,57.8,94,0,0,3.4,371,0.5,Yes
1327,solar,West,IOU,168.1,20.5,16.3,53.5,77,0,0,3.5,485,0.638,No
1985,wind,Midwest,IOU,338.9,1.0,10.6,37.0,14,0,0,12.5,720,0.672,No
1020,solar,West,muni,209.3,5.7,27.4,49.9,260,1,0,5.7,651,0.635,No
1666,coal,ERCOT,IOU,417.3,18.6,15.6,52.7,22,0,0,9.8,282,0.646,Yes
1956,gas_ccgt,Midwest,IOU,468.7,3.1,33.1,39.1,71,0,0,12.2,551,0.279,No
1817,coal,West,IOU,856.9,20.0,12.4,27.7,298,1,1,7.4,536,0.592,Yes
1340,gas_ccgt,South,IOU,342.3,30.4,35.4,69.4,53,0,0,4.6,221,0.484,Yes
1846,gas_ccgt,Midwest,ipp,283.5,31.9,-22.3,59.2,167,1,0,4.4,523,0.617,Yes
1102,gas_ccgt,ERCOT,IOU,553.9,26.1,28.4,67.2,133,0,0,6.8,712,0.418,Yes
1705,gas_ccgt,West,co_op,498.4,5.6,26.2,52.4,53,0,0,7.9,657,0.659,No
1828,gas_ccgt,Northeast,IOU,674.1,16.6,19.1,64.9,48,0,0,1.4,262,0.506,No
1451,gas_ccgt,West,ipp,595.1,11.0,20.8,32.9,299,1,1,4.8,283,0.747,No
1158,hydro,West,muni,212.7,10.8,20.0,64.9,95,0,0,3.4,411,0.228,No
1680,hydro,South,co_op,272.5,1.0,21.3,71.8,157,1,0,2.6,152,0.493,No
1514,gas_ccgt,Northeast,muni,695.3,30.6,11.1,72.7,327,1,0,3.6,65,0.329,Yes
1881,wind,West,IOU,91.7,43.4,8.1,79.8,38,0,0,4.8,685,0.859,Yes
1440,wind,South,ipp,290.2,3.0,26.4,61.0,193,1,1,3.8,469,0.471,No
1258,solar,West,ipp,76.6,13.7,-3.4,46.4,59,0,0,4.8,648,0.881,No
1866,gas_ccgt,South,co_op,533.5,11.6,38.4,47.8,35,0,0,9.5,550,0.702,No
1002,wind,South,ipp,324.9,13.4,22.3,78.6,182,1,0,2.6,453,0.539,No
1858,nuclear,West,ipp,1399.2,10.3,24.4,48.0,72,0,0,1.7,398,0.187,No
1337,hydro,Midwest,ipp,241.6,16.2,19.3,70.7,128,0,1,6.2,150,0.537,Yes
1710,solar,ERCOT,ipp,22.9,20.1,9.6,54.9,72,0,0,8.3,528,0.657,No
1843,gas_ccgt,Midwest,ipp,394.2,20.6,1.2,48.7,90,0,0,7.7,237,0.417,No
1047,wind,ERCOT,co_op,52.7,25.1,24.2,61.0,39,0,0,6.5,465,0.622,Yes
1989,wind,West,co_op,67.3,9.2,31.2,42.2,14,0,0,6.8,286,0.483,No
1776,hydro,Midwest,ipp,233.4,15.3,17.9,49.8,27,0,0,4.0,414,0.437,No
1151,coal,West,IOU,584.3,42.4,12.9,46.2,162,1,0,6.7,418,0.42,No
1878,nuclear,South,ipp,861.7,38.6,18.2,57.8,14,0,0,5.4,522,0.748,No
1266,gas_ccgt,Midwest,muni,324.0,1.0,-6.7,42.4,308,1,1,1.5,238,0.555,Yes
1195,wind,South,IOU,301.9,1.0,27.9,51.4,52,0,0,8.8,291,0.546,No
1428,nuclear,Northeast,ipp,1038.7,28.0,-3.4,31.0,316,1,0,2.9,368,0.242,No
1290,nuclear,Northeast,IOU,1239.4,24.0,7.4,55.8,215,1,1,10.8,403,0.292,No
1652,hydro,ERCOT,muni,140.1,29.3,37.1,61.0,87,0,0,3.0,338,0.489,No
1055,gas_ccgt,West,ipp,466.6,15.4,24.6,48.1,157,1,1,6.5,394,0.701,No
1821,gas_ccgt,West,muni,696.7,17.2,32.7,44.6,658,1,1,10.8,499,0.966,No
1460,gas_ccgt,Midwest,muni,642.5,24.5,16.8,30.7,61,0,0,1.0,599,0.591,No
1626,gas_ccgt,Northeast,ipp,340.9,5.7,3.5,70.2,101,0,1,3.7,239,0.465,Yes
1177,wind,Northeast,IOU,178.7,1.0,15.1,84.2,214,1,1,3.9,397,0.842,Yes
1159,gas_ccgt,Midwest,IOU,283.1,25.4,4.1,49.2,86,0,0,3.2,360,0.807,No
1584,gas_peaker,Midwest,muni,97.2,19.9,14.3,49.2,72,0,1,5.5,611,0.784,Yes
1480,hydro,South,IOU,286.8,7.3,26.4,54.6,140,0,0,2.5,725,0.636,No
1041,gas_ccgt,Midwest,ipp,611.5,11.4,14.6,66.6,118,0,0,11.4,460,0.651,No
1924,solar,ERCOT,ipp,167.5,29.6,22.2,77.9,54,0,1,8.0,575,0.762,No
1460,solar,Midwest,ipp,239.4,34.7,25.4,52.2,84,0,1,2.5,273,0.798,No
1321,gas_peaker,Midwest,IOU,141.7,35.8,-1.2,38.4,50,0,0,3.2,769,0.368,No
1545,nuclear,Midwest,muni,1054.0,49.6,8.2,68.9,44,0,0,2.3,306,0.927,No
1535,wind,Midwest,IOU,212.0,16.0,-2.5,79.4,62,0,0,12.8,227,0.255,No
1843,solar,Northeast,IOU,29.3,20.4,7.1,39.1,155,1,1,3.8,338,0.5,No
1669,hydro,West,muni,225.2,1.0,33.4,21.3,98,0,0,5.8,228,0.287,No
1456,coal,Midwest,IOU,476.2,26.9,3.5,64.0,800,1,0,2.7,42,0.457,Yes
1557,gas_ccgt,South,IOU,307.2,13.3,20.6,82.6,45,0,0,2.7,639,0.758,No
1900,hydro,ERCOT,IOU,336.3,6.1,24.1,52.2,193,1,1,3.8,831,0.365,No
1731,hydro,West,ipp,193.6,9.2,19.1,60.5,51,0,0,5.6,570,0.371,No
1122,hydro,ERCOT,IOU,177.0,39.2,23.5,45.6,28,0,0,4.2,516,0.345,No
1649,gas_peaker,West,co_op,136.1,5.6,35.5,53.0,38,0,0,4.6,450,0.481,No
1716,wind,West,ipp,103.6,24.1,13.5,34.0,131,0,0,2.2,459,0.353,No
1277,nuclear,West,ipp,992.0,13.9,32.0,59.9,145,0,1,0.6,489,0.691,No
1873,gas_peaker,South,IOU,219.2,19.5,22.1,55.3,117,0,0,1.7,441,0.425,Yes
1887,gas_ccgt,ERCOT,IOU,650.8,13.2,25.7,44.3,18,0,1,6.2,540,0.512,Yes
1803,gas_ccgt,Midwest,muni,281.0,11.4,4.5,64.0,156,1,0,2.8,402,0.443,Yes
1353,hydro,Midwest,ipp,364.8,22.5,7.8,62.4,101,0,0,2.2,192,0.792,No
1712,gas_peaker,South,co_op,194.9,11.4,13.1,59.3,274,1,0,8.1,274,0.584,No
1529,wind,South,ipp,52.8,4.2,33.2,76.8,266,1,1,0.7,686,0.639,Yes
1725,gas_peaker,West,ipp,132.5,17.0,9.1,24.1,50,0,1,7.8,326,0.985,Yes
1936,gas_peaker,South,ipp,47.5,25.1,19.5,66.0,145,0,0,2.5,0,0.556,Yes
1495,wind,Northeast,muni,247.3,15.1,2.5,75.9,193,1,0,6.1,319,0.461,No
1926,gas_peaker,West,ipp,78.8,16.3,24.2,40.7,124,0,1,4.7,610,0.509,No
1354,solar,West,ipp,28.9,13.7,26.4,22.7,118,0,0,2.9,432,0.535,No
1913,nuclear,ERCOT,co_op,980.6,22.5,31.6,59.0,127,0,0,3.9,579,0.738,No
1248,solar,Midwest,IOU,122.3,6.2,-13.2,65.8,141,0,0,3.3,473,0.404,No
1823,gas_ccgt,Midwest,muni,309.6,14.0,-2.4,61.3,20,0,0,6.5,651,0.681,No
1045,gas_ccgt,West,IOU,394.7,14.5,12.1,32.8,33,0,0,4.1,224,0.656,No
1514,gas_ccgt,Northeast,IOU,415.2,24.0,11.1,57.2,168,1,0,5.3,327,0.824,Yes
1423,wind,Midwest,IOU,208.8,34.8,16.2,65.7,200,1,0,10.1,342,0.75,Yes
1839,coal,ERCOT,muni,486.6,35.7,23.6,47.5,165,1,0,6.0,571,0.614,Yes
1155,wind,Midwest,ipp,152.9,10.1,18.2,60.0,70,0,1,3.6,505,0.298,No
1734,coal,South,IOU,403.6,22.6,25.3,70.4,66,0,0,4.6,289,0.249,No
1151,solar,South,IOU,155.8,6.9,24.1,60.8,165,1,0,3.6,26,0.569,No
1565,wind,West,ipp,252.6,29.0,14.1,60.3,302,1,0,9.7,342,0.546,No
1534,coal,West,IOU,651.4,26.2,7.9,38.7,33,0,1,5.7,634,0.561,No
1685,gas_ccgt,Midwest,co_op,364.0,1.0,-4.0,41.5,77,0,0,2.8,578,0.525,No
1834,gas_peaker,West,ipp,217.6,20.0,19.7,53.4,103,0,0,9.8,458,0.705,No
1224,gas_peaker,South,IOU,107.3,18.5,11.4,63.5,133,0,0,7.1,553,0.152,No
1306,gas_peaker,South,co_op,144.5,2.9,17.6,87.8,245,1,1,9.8,449,0.477,No
1421,hydro,Midwest,IOU,374.2,7.0,25.7,68.3,118,0,0,3.3,511,0.539,No
1716,wind,South,IOU,338.4,17.5,21.2,54.8,63,0,1,2.9,516,0.793,Yes
1610,wind,South,co_op,224.8,23.3,26.4,67.4,61,0,0,3.5,248,0.438,No
1774,gas_ccgt,Northeast,IOU,401.4,16.7,13.0,81.9,93,0,0,2.8,478,0.432,No
1634,gas_ccgt,Northeast,ipp,664.3,41.5,12.7,68.9,33,0,0,4.7,32,0.826,Yes
1483,hydro,Midwest,ipp,374.9,27.3,15.2,64.4,148,0,1,4.7,575,0.607,No
1698,wind,West,IOU,115.4,10.6,3.8,42.3,151,1,1,2.2,660,0.239,No
1638,wind,ERCOT,ipp,258.5,15.4,27.6,44.8,59,0,0,0.6,332,0.339,No
1351,solar,Northeast,IOU,128.7,24.5,28.0,32.0,181,1,0,5.9,269,0.704,No
1191,gas_peaker,Northeast,ipp,211.0,14.6,11.8,55.4,36,0,0,7.2,595,0.483,No
1198,gas_ccgt,South,ipp,688.2,22.5,24.9,60.9,36,0,0,4.6,325,0.711,No
1219,gas_peaker,West,co_op,204.4,15.3,11.2,41.6,143,0,0,8.1,627,0.185,Yes
1820,gas_peaker,ERCOT,IOU,56.4,8.1,14.3,41.2,23,0,1,4.1,449,0.972,No
1080,gas_ccgt,Northeast,co_op,291.7,18.4,10.6,49.8,124,0,0,1.2,314,0.898,No
1469,hydro,Midwest,IOU,190.1,18.6,-4.2,58.6,59,0,0,8.8,621,0.207,No
1819,coal,West,IOU,694.7,13.9,35.0,39.4,145,0,0,2.2,541,0.294,No
1433,hydro,West,ipp,89.4,18.6,-0.2,85.4,68,0,1,5.8,810,0.388,No
1169,wind,ERCOT,IOU,290.5,14.3,22.3,57.6,151,1,0,7.7,395,0.699,No
1224,nuclear,Midwest,ipp,1227.7,21.7,27.6,71.8,113,0,0,5.1,485,0.812,No
1584,solar,West,IOU,90.7,7.0,17.7,35.0,85,0,1,4.4,557,0.681,No
1737,wind,South,muni,321.3,10.3,21.7,89.6,69,0,0,3.4,0,0.386,No
1443,coal,Midwest,co_op,654.8,25.6,8.1,26.0,81,0,1,5.2,359,0.549,Yes
1761,nuclear,West,ipp,987.1,21.7,17.8,54.3,41,0,1,5.4,382,0.51,No
1662,coal,Northeast,ipp,399.5,4.4,13.9,56.8,55,0,1,3.6,761,0.728,No
1280,gas_peaker,West,ipp,132.3,19.3,18.1,59.1,130,0,1,4.6,497,0.907,Yes
1346,wind,South,IOU,282.5,23.2,23.1,51.5,97,0,0,8.6,396,0.821,No
1501,nuclear,West,ipp,1055.6,19.1,28.7,28.9,207,1,0,3.3,628,0.487,No
1963,gas_peaker,West,IOU,186.2,17.8,13.8,44.7,74,0,0,4.2,480,0.387,No
1842,hydro,Northeast,IOU,320.6,13.3,8.1,55.1,329,1,0,1.5,283,0.395,No
1924,coal,South,co_op,528.1,22.9,14.1,55.0,65,0,0,5.2,759,0.37,Yes
1915,gas_ccgt,ERCOT,IOU,547.3,5.7,20.1,67.9,34,0,0,13.6,500,0.497,No
1900,wind,West,IOU,114.4,16.9,23.5,71.9,21,0,0,4.6,273,0.962,No
1020,coal,South,ipp,532.4,18.2,29.0,55.5,27,0,0,11.7,684,0.663,No
1434,solar,Midwest,IOU,157.9,1.0,22.8,46.4,57,0,1,4.1,303,0.657,No
1011,solar,Northeast,IOU,236.4,13.2,10.2,71.2,37,0,0,5.3,518,0.435,No
1299,gas_ccgt,South,ipp,524.3,33.9,31.9,78.1,102,0,0,4.0,496,0.514,No
1504,gas_ccgt,West,IOU,486.4,20.7,9.9,21.7,97,0,1,9.4,435,0.474,No
1963,hydro,West,IOU,156.5,19.9,13.2,34.3,164,1,0,6.1,335,0.772,Yes
1644,gas_ccgt,West,co_op,320.9,17.2,40.2,17.6,454,1,0,2.5,468,0.494,Yes
1398,wind,West,muni,80.3,9.9,24.7,86.4,101,0,0,3.1,520,0.456,No
1665,hydro,ERCOT,IOU,163.4,1.0,11.6,67.3,158,1,0,2.3,354,0.312,Yes
1594,solar,South,IOU,130.3,5.7,30.8,94.0,87,0,0,9.4,225,0.496,No
1238,gas_peaker,South,IOU,84.3,25.6,14.6,87.1,109,0,0,9.1,375,0.885,No
1602,hydro,ERCOT,IOU,323.7,3.5,32.0,73.8,87,0,1,9.6,362,0.912,No
1709,nuclear,West,ipp,1002.4,30.1,2.0,44.3,103,0,0,7.0,716,0.409,No
1602,hydro,West,IOU,208.6,5.9,6.6,36.9,98,0,1,1.2,432,0.86,No
1508,solar,Midwest,ipp,59.0,34.0,27.2,61.7,224,1,0,9.0,572,0.597,No
1457,gas_peaker,South,ipp,101.5,21.3,29.6,71.3,62,0,0,2.1,142,0.202,Yes
1200,gas_ccgt,Northeast,ipp,567.1,28.1,13.2,74.3,31,0,0,9.0,419,0.753,No
1609,wind,West,co_op,169.7,12.3,13.1,23.2,206,1,0,6.1,377,0.117,No
1639,gas_ccgt,Midwest,ipp,399.3,15.9,28.0,56.0,79,0,1,2.6,430,0.832,Yes
1241,nuclear,West,muni,1000.8,41.4,-3.8,51.0,65,0,0,6.1,689,0.352,No
1514,solar,Northeast,ipp,227.6,1.0,22.1,69.4,70,0,1,4.8,475,0.875,No
1590,wind,Midwest,muni,100.2,8.5,14.5,79.7,68,0,0,4.9,72,0.402,No
1155,hydro,Northeast,ipp,348.2,25.4,26.1,50.5,247,1,0,3.2,328,0.554,No
1717,gas_ccgt,South,ipp,393.8,22.4,28.5,80.6,32,0,1,3.4,470,0.681,No
1345,solar,West,ipp,152.7,1.0,23.9,60.7,70,0,0,10.5,547,0.845,No
1974,coal,South,IOU,630.7,8.4,16.8,24.8,35,0,1,3.8,149,0.649,No
1409,gas_peaker,Northeast,ipp,96.8,22.4,-5.5,68.7,22,0,1,1.1,299,0.733,Yes
1229,gas_ccgt,South,IOU,472.5,30.9,18.0,98.0,91,0,1,1.8,873,0.38,No
1618,gas_ccgt,Northeast,IOU,516.4,39.7,4.2,59.4,42,0,0,1.0,292,0.61,No
1474,gas_ccgt,South,muni,297.2,26.1,40.6,95.3,116,0,0,15.3,259,0.779,Yes
1680,nuclear,West,IOU,1371.5,38.0,20.0,43.1,108,0,1,1.8,693,0.67,No
1014,gas_peaker,South,IOU,77.4,28.0,14.6,55.8,162,1,0,5.1,548,0.293,Yes
1265,gas_peaker,Midwest,muni,172.7,17.2,24.2,55.9,38,0,0,4.0,507,0.545,No
1822,wind,West,IOU,270.0,1.0,7.5,36.4,33,0,1,1.0,510,0.841,No
1665,gas_ccgt,South,IOU,425.1,7.1,19.1,58.1,61,0,0,3.6,486,0.316,No
1374,coal,South,muni,520.7,25.6,28.1,48.8,25,0,0,8.4,349,0.316,No
1662,wind,South,IOU,120.4,10.6,34.2,76.7,111,0,0,4.2,512,0.359,No
1295,wind,West,IOU,282.7,15.0,15.5,25.7,72,0,0,3.2,278,0.713,No
1629,hydro,West,IOU,370.0,12.5,21.2,44.5,255,1,0,2.7,403,0.183,No
1921,coal,West,IOU,716.9,19.9,24.3,44.0,83,0,1,1.6,634,0.39,No
1444,gas_ccgt,Northeast,IOU,533.8,17.0,5.5,63.4,49,0,0,9.6,378,0.836,No
1965,gas_peaker,ERCOT,muni,219.7,14.1,21.0,37.4,66,0,0,2.4,430,0.656,No
1114,wind,ERCOT,IOU,193.8,14.4,35.9,66.6,28,0,0,4.4,649,0.589,No
1898,wind,Northeast,ipp,243.7,23.2,8.7,62.1,41,0,0,6.3,549,0.514,No
1300,nuclear,West,IOU,1119.8,35.8,8.0,45.9,135,0,1,2.8,700,0.456,Yes
1823,solar,Midwest,ipp,90.5,1.0,0.2,60.1,74,0,1,12.5,430,0.463,No
1272,nuclear,West,IOU,813.8,38.9,17.5,54.1,35,0,1,8.2,979,0.813,No
1296,wind,South,ipp,125.2,22.6,37.3,58.3,97,0,0,3.1,256,0.815,Yes
1913,solar,West,IOU,232.2,27.8,16.3,66.1,32,0,1,9.3,686,0.73,Yes
1447,gas_ccgt,South,IOU,511.0,26.1,43.6,61.9,137,0,0,3.7,144,0.601,No
1707,gas_ccgt,West,co_op,415.8,10.3,8.6,46.8,34,0,0,1.8,466,0.527,No
1310,solar,West,ipp,113.4,31.5,26.5,26.0,99,0,1,9.0,688,0.429,No
1334,gas_peaker,West,IOU,159.9,2.5,13.6,64.0,74,0,0,7.2,371,0.6,No
1821,coal,South,co_op,432.7,26.0,20.6,45.6,144,0,0,2.4,546,0.508,No
1001,coal,South,IOU,874.2,15.3,31.1,45.5,69,0,0,4.9,183,0.582,Yes
1855,wind,Northeast,IOU,104.1,1.0,32.4,58.0,44,0,0,6.9,357,0.76,No
1915,gas_ccgt,West,IOU,257.5,28.0,25.4,40.1,242,1,1,5.9,583,0.99,Yes
1775,coal,South,muni,315.6,32.9,34.4,79.5,105,0,1,2.5,234,0.805,Yes
1862,coal,Northeast,ipp,524.4,44.0,7.7,34.8,425,1,0,6.9,356,0.666,Yes
1514,gas_ccgt,West,ipp,274.3,23.0,15.1,75.8,70,0,0,4.3,403,0.215,Yes
1734,coal,West,IOU,667.6,1.0,12.9,63.1,26,0,0,2.0,281,0.132,No
1350,wind,Midwest,muni,249.7,7.6,-9.8,48.0,123,0,0,2.1,423,0.476,No
1090,gas_ccgt,West,ipp,381.0,26.9,8.3,54.4,56,0,1,15.4,495,0.827,No
1750,gas_ccgt,ERCOT,IOU,687.9,31.1,39.1,66.8,28,0,0,14.3,723,0.159,Yes
1434,nuclear,Northeast,IOU,1149.7,37.2,-3.4,44.5,36,0,0,4.9,217,0.951,No
1089,nuclear,West,ipp,1397.8,43.8,11.3,58.9,137,0,0,9.9,326,0.819,No
1652,wind,ERCOT,IOU,249.9,2.8,31.0,56.9,89,0,1,3.4,405,0.6,No
1960,gas_peaker,Northeast,co_op,52.6,12.9,11.3,60.9,83,0,1,6.9,325,0.444,No
1989,gas_ccgt,Midwest,muni,300.1,11.7,11.0,61.1,51,0,0,6.9,501,0.412,No
1900,gas_peaker,Midwest,muni,93.1,16.6,-2.5,70.7,104,0,0,6.9,354,0.619,No
1024,wind,ERCOT,muni,187.0,23.2,39.2,37.4,11,0,0,4.9,488,0.911,No
1537,coal,Northeast,muni,778.0,40.7,4.1,47.5,191,1,0,10.1,247,0.51,Yes
1928,gas_peaker,South,ipp,100.1,22.2,41.1,36.3,41,0,1,6.7,607,0.597,Yes
1430,wind,Midwest,ipp,79.1,1.0,33.0,66.1,455,1,1,7.8,735,0.99,No
1191,nuclear,Northeast,IOU,1339.4,22.6,12.6,53.5,239,1,1,4.9,481,0.674,No
1289,gas_ccgt,Northeast,ipp,570.3,21.3,16.6,64.2,263,1,0,3.5,243,0.424,No
