customer_id,credit_score,income_k,dti,card_util,deposit_k,loan_k,n_products,tenure_mo,late30_12m,logins_30d,segment,segment_name
C40338,735.0,157.8,0.276,0.121,123.6,306.8,4.0,112.0,0.0,18.0,4,Affluent Relationship
C00368,788.0,94.5,0.374,0.166,23.2,16.5,2.0,58.0,0.0,27.0,0,Prime Transactor
C10332,717.0,54.0,0.191,0.306,13.6,6.4,4.0,54.0,1.0,6.0,1,Mass-Market Saver
C30154,579.0,36.1,0.581,0.857,0.5,39.1,2.0,18.0,4.0,11.0,3,Stressed Book
C00125,773.0,86.8,0.161,0.132,39.9,8.1,2.0,121.0,0.0,11.0,0,Prime Transactor
C40002,750.0,146.0,0.454,0.114,92.2,198.6,5.0,24.0,1.0,12.0,4,Affluent Relationship
C30350,607.0,37.7,0.51,0.729,3.2,19.7,1.0,46.0,5.0,0.0,3,Stressed Book
C00256,771.0,87.1,0.21,0.212,43.0,9.9,4.0,71.0,0.0,23.0,0,Prime Transactor
C40354,751.0,110.5,0.262,0.326,118.7,326.0,4.0,56.0,0.0,7.0,4,Affluent Relationship
C30273,599.0,25.7,0.736,0.834,3.4,14.9,1.0,29.0,3.0,8.0,3,Stressed Book
C00289,774.0,122.9,0.058,0.078,34.9,0.0,5.0,10.0,1.0,27.0,0,Prime Transactor
C10377,747.0,37.1,0.219,0.195,27.9,8.2,2.0,80.0,1.0,13.0,1,Mass-Market Saver
C00081,759.0,92.0,0.204,0.132,14.4,25.1,3.0,43.0,-0.0,16.0,0,Prime Transactor
C00053,781.0,85.1,0.234,0.12,14.4,12.5,2.0,57.0,0.0,6.0,0,Prime Transactor
C30205,576.0,20.1,0.365,0.99,0.3,10.4,3.0,8.0,5.0,10.0,3,Stressed Book
C10157,655.0,58.0,0.275,0.219,13.4,7.3,2.0,35.0,0.0,3.0,1,Mass-Market Saver
C00040,788.0,102.1,0.197,0.182,30.1,2.3,2.0,91.0,0.0,7.0,0,Prime Transactor
C20320,627.0,46.5,0.527,0.869,0.6,0.0,3.0,44.0,1.0,32.0,2,Card Revolver
C00261,792.0,84.0,0.244,0.127,36.4,2.0,3.0,68.0,-0.0,19.0,0,Prime Transactor
C40271,739.0,217.9,0.42,0.13,99.4,360.3,6.0,132.0,0.0,13.0,4,Affluent Relationship
C20155,662.0,32.3,0.399,0.684,10.4,7.7,4.0,24.0,2.0,21.0,2,Card Revolver
C00083,777.0,79.9,0.267,0.051,23.2,11.8,2.0,49.0,0.0,5.0,0,Prime Transactor
C40044,755.0,115.1,0.319,0.099,91.0,86.0,7.0,157.0,1.0,10.0,4,Affluent Relationship
C30005,561.0,38.8,0.398,0.869,1.4,22.8,1.0,42.0,7.0,1.0,3,Stressed Book
C30343,617.0,28.4,0.612,0.868,1.5,33.0,2.0,28.0,4.0,7.0,3,Stressed Book
C20006,601.0,47.9,0.418,0.69,3.9,34.0,3.0,30.0,3.0,16.0,2,Card Revolver
C00030,812.0,105.0,0.216,0.085,21.7,24.8,4.0,74.0,0.0,11.0,0,Prime Transactor
C10113,684.0,70.3,0.319,0.378,14.0,8.7,2.0,66.0,1.0,2.0,1,Mass-Market Saver
C20176,669.0,37.8,0.436,0.719,4.6,25.6,2.0,48.0,1.0,20.0,2,Card Revolver
C30088,555.0,30.3,0.565,0.798,2.2,35.8,1.0,1.0,4.0,2.0,3,Stressed Book
C40140,764.0,138.1,0.282,0.199,84.1,248.0,5.0,118.0,-0.0,18.0,4,Affluent Relationship
C20202,667.0,33.2,0.454,0.87,6.3,19.0,2.0,43.0,3.0,23.0,2,Card Revolver
C30059,573.0,18.0,0.623,0.698,0.5,10.7,2.0,39.0,5.0,10.0,3,Stressed Book
C30096,572.0,37.5,0.655,0.796,0.0,31.2,3.0,25.0,3.0,17.0,3,Stressed Book
C30382,604.0,38.5,0.45,0.935,0.4,45.0,2.0,36.0,2.0,10.0,3,Stressed Book
C40322,714.0,210.6,0.182,0.093,106.4,152.3,6.0,94.0,0.0,9.0,4,Affluent Relationship
C20038,630.0,55.9,0.48,0.695,7.4,19.3,5.0,62.0,1.0,20.0,2,Card Revolver
C40222,783.0,86.1,0.301,0.166,39.0,193.5,6.0,112.0,0.0,16.0,4,Affluent Relationship
C40261,774.0,175.2,0.372,0.142,58.6,188.6,6.0,73.0,1.0,4.0,4,Affluent Relationship
C00048,789.0,94.4,0.23,0.123,47.1,3.7,2.0,48.0,-0.0,22.0,0,Prime Transactor
C20382,695.0,39.1,0.283,0.684,2.8,30.2,3.0,32.0,2.0,32.0,2,Card Revolver
C40243,782.0,168.5,0.345,0.105,68.2,91.7,4.0,107.0,1.0,13.0,4,Affluent Relationship
C10067,675.0,33.5,0.308,0.266,24.5,6.9,2.0,60.0,0.0,8.0,1,Mass-Market Saver
C00153,793.0,64.0,0.266,0.299,9.1,20.2,4.0,69.0,1.0,11.0,0,Prime Transactor
C30359,519.0,30.7,0.792,0.814,1.8,20.4,3.0,49.0,4.0,11.0,3,Stressed Book
C40262,742.0,159.3,0.184,0.138,43.7,235.2,5.0,118.0,-0.0,6.0,4,Affluent Relationship
C00394,785.0,134.7,0.197,0.121,34.7,5.5,3.0,95.0,0.0,20.0,0,Prime Transactor
C00123,797.0,116.3,0.293,0.191,41.6,17.3,2.0,69.0,0.0,16.0,0,Prime Transactor
C00355,773.0,107.9,0.217,0.127,18.3,7.0,3.0,48.0,-0.0,16.0,0,Prime Transactor
C00134,792.0,102.0,0.174,0.043,28.6,6.3,2.0,42.0,0.0,7.0,0,Prime Transactor
C00268,766.0,85.4,0.154,0.08,25.9,4.0,2.0,39.0,0.0,18.0,0,Prime Transactor
C00385,753.0,76.8,0.12,0.038,39.3,10.4,3.0,100.0,1.0,15.0,0,Prime Transactor
C10209,740.0,46.6,0.35,0.151,25.1,15.5,1.0,80.0,1.0,1.0,1,Mass-Market Saver
C00220,760.0,69.6,0.248,0.274,18.0,19.6,3.0,46.0,0.0,17.0,0,Prime Transactor
C00041,809.0,105.8,0.301,0.097,25.0,3.0,5.0,68.0,1.0,14.0,0,Prime Transactor
C00219,786.0,83.8,0.225,0.204,21.2,9.3,3.0,93.0,-0.0,11.0,0,Prime Transactor
C10197,696.0,54.9,0.351,0.297,28.0,0.0,2.0,49.0,1.0,2.0,1,Mass-Market Saver
C30049,612.0,48.9,0.651,0.846,3.3,27.8,3.0,10.0,7.0,4.0,3,Stressed Book
C30038,605.0,14.4,0.572,0.712,1.6,40.0,2.0,35.0,4.0,6.0,3,Stressed Book
C10280,703.0,41.8,0.277,0.328,26.1,4.2,2.0,45.0,1.0,15.0,1,Mass-Market Saver
C20273,677.0,29.5,0.38,0.851,3.8,21.8,4.0,9.0,1.0,14.0,2,Card Revolver
C40295,792.0,141.3,0.413,0.116,38.5,180.3,6.0,126.0,-0.0,19.0,4,Affluent Relationship
C20040,652.0,40.2,0.412,0.62,6.6,13.6,3.0,1.0,2.0,32.0,2,Card Revolver
C10141,691.0,57.1,0.195,0.162,7.6,13.4,3.0,63.0,1.0,6.0,1,Mass-Market Saver
C20241,647.0,35.4,0.311,0.59,3.9,16.0,4.0,9.0,2.0,33.0,2,Card Revolver
C30278,551.0,27.4,0.574,0.885,1.7,23.6,3.0,47.0,4.0,3.0,3,Stressed Book
C30158,601.0,35.4,0.523,0.802,0.0,29.6,2.0,55.0,1.0,9.0,3,Stressed Book
C40269,757.0,224.1,0.359,0.208,90.9,160.3,5.0,106.0,1.0,16.0,4,Affluent Relationship
C20398,705.0,39.1,0.471,0.623,0.6,16.0,3.0,16.0,1.0,28.0,2,Card Revolver
C30116,587.0,37.2,0.529,0.752,1.7,31.3,3.0,56.0,5.0,2.0,3,Stressed Book
C30083,577.0,35.8,0.445,0.879,1.2,16.1,1.0,56.0,5.0,2.0,3,Stressed Book
C20178,678.0,28.9,0.464,0.736,4.2,35.0,4.0,51.0,0.0,25.0,2,Card Revolver
C20282,661.0,52.1,0.426,0.75,0.9,13.5,2.0,52.0,2.0,12.0,2,Card Revolver
C30368,614.0,27.5,0.43,0.823,1.2,15.0,1.0,21.0,6.0,8.0,3,Stressed Book
C40370,762.0,152.1,0.214,0.099,87.9,232.8,4.0,63.0,-0.0,14.0,4,Affluent Relationship
C40175,776.0,164.1,0.278,0.098,118.4,258.5,6.0,106.0,1.0,18.0,4,Affluent Relationship
C30021,607.0,20.8,0.635,0.884,3.9,18.0,3.0,38.0,5.0,3.0,3,Stressed Book
C40210,765.0,126.4,0.208,0.097,56.2,317.4,6.0,95.0,1.0,14.0,4,Affluent Relationship
C40374,743.0,195.5,0.258,0.138,94.0,222.3,3.0,77.0,0.0,22.0,4,Affluent Relationship
C40272,773.0,160.7,0.321,0.189,57.9,345.6,5.0,87.0,0.0,15.0,4,Affluent Relationship
C30203,554.0,37.4,0.542,0.929,0.7,34.6,2.0,26.0,3.0,2.0,3,Stressed Book
C00336,805.0,113.2,0.244,0.139,17.0,10.9,3.0,62.0,0.0,13.0,0,Prime Transactor
C00232,775.0,84.5,0.165,0.191,27.8,19.7,3.0,74.0,0.0,21.0,0,Prime Transactor
C40223,778.0,126.6,0.329,0.252,65.2,329.9,5.0,129.0,1.0,15.0,4,Affluent Relationship
C30213,589.0,46.0,0.537,0.923,0.8,21.0,1.0,26.0,2.0,7.0,3,Stressed Book
C00158,754.0,70.9,0.269,0.09,31.9,22.0,4.0,73.0,1.0,22.0,0,Prime Transactor
C10068,737.0,60.8,0.244,0.189,32.7,13.0,1.0,45.0,1.0,13.0,1,Mass-Market Saver
C40178,761.0,135.3,0.341,0.093,66.2,231.1,6.0,97.0,-0.0,12.0,4,Affluent Relationship
C40387,736.0,209.9,0.286,0.116,76.6,175.6,5.0,43.0,0.0,14.0,4,Affluent Relationship
C20225,655.0,56.3,0.465,0.85,9.1,13.0,4.0,37.0,-0.0,26.0,2,Card Revolver
C20298,629.0,64.2,0.503,0.864,8.0,7.8,3.0,28.0,3.0,13.0,2,Card Revolver
C20317,642.0,37.6,0.373,0.851,5.3,23.3,3.0,53.0,2.0,30.0,2,Card Revolver
C10185,699.0,28.6,0.333,0.155,20.4,4.1,1.0,46.0,0.0,4.0,1,Mass-Market Saver
C00205,800.0,109.5,0.252,0.149,42.6,11.8,5.0,49.0,0.0,10.0,0,Prime Transactor
C00003,757.0,86.4,0.161,0.071,38.6,5.5,3.0,93.0,-0.0,17.0,0,Prime Transactor
C20069,663.0,19.0,0.181,0.844,4.0,13.6,4.0,51.0,0.0,20.0,2,Card Revolver
C20095,672.0,51.2,0.551,0.78,6.5,6.4,3.0,16.0,3.0,40.0,2,Card Revolver
C20321,645.0,43.2,0.327,0.812,2.7,14.5,4.0,39.0,-0.0,28.0,2,Card Revolver
C40233,781.0,154.8,0.363,0.137,69.3,255.6,5.0,121.0,0.0,20.0,4,Affluent Relationship
C30255,542.0,34.6,0.46,0.867,0.8,25.8,3.0,31.0,5.0,0.0,3,Stressed Book
C20250,700.0,50.9,0.468,0.797,3.3,22.5,3.0,34.0,0.0,20.0,2,Card Revolver
C10293,715.0,50.8,0.133,0.225,31.7,3.3,3.0,25.0,1.0,4.0,1,Mass-Market Saver
C40107,741.0,135.5,0.3,0.197,56.6,101.9,4.0,110.0,-0.0,18.0,4,Affluent Relationship
C40043,752.0,196.5,0.258,0.22,121.6,203.2,5.0,119.0,1.0,16.0,4,Affluent Relationship
C10314,706.0,56.1,0.381,0.174,22.4,5.2,3.0,21.0,0.0,7.0,1,Mass-Market Saver
C40202,751.0,136.3,0.352,0.208,118.9,280.1,4.0,124.0,-0.0,10.0,4,Affluent Relationship
C20326,614.0,40.0,0.296,0.8,3.7,25.9,3.0,42.0,1.0,19.0,2,Card Revolver
C40386,712.0,124.0,0.404,0.24,89.6,222.6,5.0,107.0,-0.0,18.0,4,Affluent Relationship
C40131,744.0,163.2,0.3,0.063,151.0,98.2,4.0,85.0,-0.0,16.0,4,Affluent Relationship
C20251,670.0,36.9,0.44,0.767,0.9,11.7,2.0,32.0,1.0,31.0,2,Card Revolver
C20304,676.0,36.9,0.419,0.67,4.0,12.7,1.0,36.0,1.0,29.0,2,Card Revolver
C20394,682.0,35.6,0.27,0.716,4.9,20.0,4.0,45.0,2.0,6.0,2,Card Revolver
C40179,713.0,239.6,0.281,0.159,92.3,279.6,6.0,75.0,0.0,13.0,4,Affluent Relationship
C00157,774.0,130.7,0.22,0.05,23.1,18.0,4.0,69.0,-0.0,18.0,0,Prime Transactor
C20247,675.0,37.9,0.419,0.842,0.8,27.5,4.0,32.0,1.0,53.0,2,Card Revolver
C10123,716.0,48.1,0.32,0.286,0.0,7.2,1.0,57.0,-0.0,8.0,1,Mass-Market Saver
C10062,670.0,45.2,0.397,0.182,8.8,11.4,3.0,29.0,1.0,4.0,1,Mass-Market Saver
C10252,736.0,46.3,0.328,0.049,18.7,0.0,2.0,54.0,-0.0,12.0,1,Mass-Market Saver
C00160,755.0,88.4,0.218,0.126,16.3,17.2,2.0,66.0,1.0,14.0,0,Prime Transactor
C00305,785.0,99.5,0.23,0.085,28.4,28.3,1.0,74.0,0.0,12.0,0,Prime Transactor
C10256,686.0,51.7,0.245,0.261,30.5,6.5,1.0,39.0,1.0,7.0,1,Mass-Market Saver
C10147,721.0,35.8,0.287,0.147,18.5,6.7,2.0,46.0,2.0,8.0,1,Mass-Market Saver
C10313,695.0,47.7,0.269,0.275,20.3,10.0,1.0,77.0,0.0,12.0,1,Mass-Market Saver
C00395,779.0,100.7,0.223,0.207,35.2,10.1,1.0,89.0,1.0,12.0,0,Prime Transactor
C10383,740.0,50.3,0.382,0.172,25.9,12.1,3.0,45.0,1.0,5.0,1,Mass-Market Saver
C00399,761.0,104.6,0.281,0.204,28.5,20.4,2.0,76.0,-0.0,19.0,0,Prime Transactor
C10398,722.0,60.4,0.276,0.285,25.6,1.7,3.0,81.0,0.0,1.0,1,Mass-Market Saver
C10218,710.0,49.4,0.237,0.225,11.4,0.0,2.0,22.0,-0.0,3.0,1,Mass-Market Saver
C30333,557.0,45.5,0.546,0.961,1.7,42.3,2.0,32.0,3.0,4.0,3,Stressed Book
C10108,741.0,42.8,0.263,0.228,15.2,2.2,2.0,71.0,0.0,7.0,1,Mass-Market Saver
C40170,777.0,125.5,0.286,0.221,47.5,153.6,5.0,146.0,1.0,9.0,4,Affluent Relationship
C10336,694.0,35.0,0.282,0.141,24.5,1.4,2.0,48.0,0.0,6.0,1,Mass-Market Saver
C40361,780.0,227.3,0.359,0.131,112.3,370.8,5.0,75.0,0.0,12.0,4,Affluent Relationship
C40065,758.0,152.2,0.302,0.181,118.5,280.4,7.0,142.0,-0.0,16.0,4,Affluent Relationship
C40118,765.0,182.1,0.229,0.263,69.2,178.9,5.0,72.0,0.0,17.0,4,Affluent Relationship
C20067,657.0,41.9,0.433,0.78,2.6,6.5,3.0,45.0,0.0,26.0,2,Card Revolver
C10059,690.0,44.3,0.245,0.277,2.5,1.3,1.0,80.0,0.0,6.0,1,Mass-Market Saver
C20133,674.0,41.5,0.304,0.748,3.8,12.1,4.0,43.0,2.0,16.0,2,Card Revolver
C00062,805.0,100.6,0.238,0.167,22.6,11.7,4.0,119.0,0.0,18.0,0,Prime Transactor
C40219,715.0,194.8,0.2,0.226,153.5,219.1,4.0,154.0,0.0,8.0,4,Affluent Relationship
C20071,678.0,23.6,0.412,0.631,3.0,25.0,4.0,56.0,1.0,23.0,2,Card Revolver
C20154,667.0,39.9,0.426,0.721,4.1,15.2,3.0,15.0,-0.0,26.0,2,Card Revolver
C30374,571.0,51.2,0.427,0.839,1.7,15.6,2.0,35.0,3.0,11.0,3,Stressed Book
C10057,715.0,28.9,0.236,0.161,21.4,7.2,2.0,88.0,-0.0,6.0,1,Mass-Market Saver
C20135,626.0,57.6,0.359,0.577,7.0,13.0,1.0,36.0,2.0,25.0,2,Card Revolver
C10078,696.0,62.7,0.306,0.316,26.2,10.2,2.0,37.0,1.0,11.0,1,Mass-Market Saver
C20323,642.0,63.7,0.601,0.784,3.4,10.5,4.0,39.0,1.0,25.0,2,Card Revolver
C30277,578.0,23.8,0.5,0.893,0.0,16.2,2.0,29.0,3.0,7.0,3,Stressed Book
C20070,681.0,34.4,0.383,0.873,3.1,9.5,2.0,14.0,2.0,8.0,2,Card Revolver
C10390,689.0,39.5,0.418,0.217,26.9,10.9,3.0,36.0,1.0,11.0,1,Mass-Market Saver
C10217,709.0,48.0,0.229,0.179,25.9,5.8,2.0,41.0,0.0,8.0,1,Mass-Market Saver
C40246,749.0,184.3,0.26,0.104,87.2,282.4,5.0,121.0,1.0,18.0,4,Affluent Relationship
C40027,755.0,156.8,0.275,0.062,66.0,203.7,5.0,66.0,0.0,17.0,4,Affluent Relationship
C30211,597.0,41.6,0.494,0.86,0.2,22.7,2.0,40.0,4.0,6.0,3,Stressed Book
C20338,653.0,43.7,0.287,0.961,0.7,19.9,4.0,24.0,1.0,35.0,2,Card Revolver
C40015,767.0,132.7,0.255,0.162,94.2,328.3,5.0,151.0,1.0,10.0,4,Affluent Relationship
C00347,784.0,87.5,0.273,0.151,27.1,0.2,2.0,80.0,1.0,23.0,0,Prime Transactor
C30288,591.0,39.3,0.357,0.888,0.3,23.3,2.0,52.0,5.0,6.0,3,Stressed Book
C40381,788.0,155.3,0.28,0.123,127.2,251.1,5.0,84.0,-0.0,19.0,4,Affluent Relationship
C40309,757.0,184.6,0.212,0.172,99.7,47.2,6.0,146.0,-0.0,20.0,4,Affluent Relationship
C10360,711.0,50.4,0.282,0.164,3.0,4.0,3.0,58.0,0.0,8.0,1,Mass-Market Saver
C10046,696.0,37.6,0.201,0.228,40.7,8.7,3.0,23.0,0.0,3.0,1,Mass-Market Saver
C10250,742.0,42.7,0.241,0.108,30.3,7.0,3.0,57.0,0.0,5.0,1,Mass-Market Saver
C30029,570.0,33.7,0.638,0.851,0.0,21.3,2.0,43.0,6.0,10.0,3,Stressed Book
C40276,781.0,222.5,0.339,0.175,87.7,161.6,6.0,118.0,0.0,10.0,4,Affluent Relationship
C00379,796.0,82.4,0.241,0.142,40.0,20.4,3.0,68.0,-0.0,28.0,0,Prime Transactor
C10164,710.0,36.7,0.141,0.244,9.2,7.0,2.0,77.0,1.0,9.0,1,Mass-Market Saver
C30153,581.0,27.7,0.48,0.715,1.3,32.5,2.0,16.0,6.0,7.0,3,Stressed Book
C40130,780.0,227.8,0.332,0.134,90.8,233.8,4.0,119.0,0.0,20.0,4,Affluent Relationship
C30075,561.0,23.8,0.585,0.924,2.0,22.7,3.0,28.0,2.0,7.0,3,Stressed Book
C40308,771.0,214.7,0.227,0.156,77.3,132.3,5.0,104.0,0.0,9.0,4,Affluent Relationship
C20148,663.0,54.0,0.524,0.782,2.0,13.1,2.0,39.0,3.0,4.0,2,Card Revolver
C20120,683.0,51.3,0.517,0.846,5.3,28.1,2.0,46.0,2.0,16.0,2,Card Revolver
C00231,775.0,29.1,0.226,0.006,30.4,21.0,3.0,63.0,0.0,17.0,0,Prime Transactor
C30118,566.0,33.7,0.416,0.897,0.0,20.2,2.0,48.0,5.0,4.0,3,Stressed Book
C00382,784.0,72.6,0.173,0.045,30.2,18.6,4.0,54.0,0.0,21.0,0,Prime Transactor
C20369,646.0,40.4,0.585,0.744,2.2,22.8,2.0,39.0,0.0,24.0,2,Card Revolver
C30006,578.0,37.9,0.728,0.826,0.3,24.0,4.0,29.0,5.0,13.0,3,Stressed Book
C00072,774.0,88.9,0.081,0.193,30.5,20.9,5.0,73.0,0.0,13.0,0,Prime Transactor
C00070,781.0,88.4,0.293,0.15,34.7,7.9,5.0,113.0,0.0,22.0,0,Prime Transactor
C30144,574.0,26.3,0.648,0.712,0.0,15.4,1.0,20.0,4.0,1.0,3,Stressed Book
C20216,627.0,53.9,0.281,0.828,0.0,28.9,4.0,23.0,1.0,13.0,2,Card Revolver
C00171,787.0,117.1,0.295,0.114,42.4,13.3,3.0,50.0,0.0,23.0,0,Prime Transactor
C20334,634.0,33.3,0.487,0.827,4.7,21.5,2.0,44.0,1.0,11.0,2,Card Revolver
C00168,759.0,63.8,0.143,0.095,24.7,7.9,3.0,21.0,0.0,9.0,0,Prime Transactor
C10093,702.0,48.2,0.282,0.225,15.6,9.7,2.0,75.0,0.0,4.0,1,Mass-Market Saver
C30148,629.0,36.2,0.6,0.975,1.3,33.0,2.0,7.0,3.0,4.0,3,Stressed Book
C20220,606.0,19.6,0.402,0.839,7.9,15.5,3.0,40.0,2.0,21.0,2,Card Revolver
C20185,646.0,49.8,0.457,0.619,6.0,17.2,4.0,58.0,1.0,18.0,2,Card Revolver
C20093,644.0,64.1,0.259,0.897,5.0,18.3,2.0,32.0,0.0,11.0,2,Card Revolver
C00272,797.0,72.1,0.291,0.072,29.3,15.0,4.0,29.0,1.0,21.0,0,Prime Transactor
C30087,541.0,25.5,0.495,0.91,2.8,33.6,4.0,23.0,4.0,8.0,3,Stressed Book
C10020,681.0,44.4,0.353,0.206,27.0,8.1,2.0,23.0,1.0,9.0,1,Mass-Market Saver
C00094,792.0,107.9,0.181,0.141,27.7,7.7,3.0,74.0,0.0,15.0,0,Prime Transactor
C30342,559.0,35.5,0.515,0.864,0.2,29.1,1.0,41.0,5.0,4.0,3,Stressed Book
C30373,558.0,38.4,0.461,0.826,3.3,14.0,1.0,36.0,4.0,4.0,3,Stressed Book
C30384,613.0,12.0,0.481,0.957,0.6,34.7,2.0,44.0,5.0,4.0,3,Stressed Book
C00042,788.0,64.9,0.197,0.179,15.5,20.6,3.0,47.0,-0.0,15.0,0,Prime Transactor
C00056,773.0,90.3,0.258,0.146,30.1,0.0,4.0,100.0,1.0,19.0,0,Prime Transactor
C40346,726.0,214.2,0.267,0.143,96.1,269.2,6.0,52.0,-0.0,16.0,4,Affluent Relationship
C20302,635.0,17.0,0.325,0.66,9.1,26.5,2.0,67.0,2.0,21.0,2,Card Revolver
C40263,744.0,169.5,0.317,0.192,118.7,215.6,5.0,71.0,0.0,19.0,4,Affluent Relationship
C30080,566.0,20.4,0.586,0.812,0.8,9.4,3.0,31.0,4.0,8.0,3,Stressed Book
C20088,691.0,32.5,0.457,0.752,2.9,23.5,2.0,18.0,2.0,22.0,2,Card Revolver
C10174,690.0,52.9,0.331,0.162,18.5,4.5,2.0,61.0,1.0,16.0,1,Mass-Market Saver
C00038,782.0,74.3,0.227,0.051,39.1,20.5,4.0,61.0,0.0,17.0,0,Prime Transactor
C00306,760.0,133.9,0.198,0.245,33.4,12.6,4.0,87.0,1.0,21.0,0,Prime Transactor
C20205,685.0,35.6,0.345,0.902,2.2,18.9,3.0,49.0,1.0,13.0,2,Card Revolver
C00006,789.0,86.7,0.228,0.049,22.2,10.4,4.0,99.0,-0.0,13.0,0,Prime Transactor
C20377,600.0,31.6,0.386,0.963,1.7,9.5,1.0,30.0,1.0,23.0,2,Card Revolver
C10382,757.0,63.3,0.283,0.191,23.6,10.1,1.0,17.0,2.0,9.0,1,Mass-Market Saver
C10008,691.0,45.8,0.352,0.098,30.4,14.1,3.0,65.0,0.0,3.0,1,Mass-Market Saver
C30066,604.0,35.6,0.688,0.895,0.3,17.0,2.0,25.0,5.0,7.0,3,Stressed Book
C10381,709.0,40.8,0.261,0.422,31.5,0.8,2.0,30.0,0.0,9.0,1,Mass-Market Saver
C00166,801.0,88.0,0.194,0.105,25.7,15.3,2.0,50.0,0.0,19.0,0,Prime Transactor
C10134,716.0,55.1,0.263,0.194,25.5,10.8,3.0,65.0,0.0,6.0,1,Mass-Market Saver
C10183,696.0,42.4,0.208,0.081,36.1,7.1,3.0,97.0,0.0,10.0,1,Mass-Market Saver
C30130,553.0,27.7,0.483,0.887,1.9,16.7,2.0,32.0,6.0,7.0,3,Stressed Book
C40297,738.0,140.2,0.246,0.134,102.9,184.2,7.0,96.0,-0.0,11.0,4,Affluent Relationship
C30219,564.0,32.0,0.632,0.787,2.1,12.4,2.0,19.0,5.0,7.0,3,Stressed Book
C30028,611.0,25.3,0.618,0.815,2.2,14.1,2.0,15.0,3.0,7.0,3,Stressed Book
C40198,770.0,141.6,0.263,0.263,75.3,181.1,6.0,85.0,0.0,14.0,4,Affluent Relationship
C40285,770.0,163.6,0.197,0.108,87.8,275.9,5.0,105.0,0.0,15.0,4,Affluent Relationship
C40018,781.0,162.7,0.395,0.099,136.6,396.4,4.0,95.0,0.0,17.0,4,Affluent Relationship
C20314,644.0,43.0,0.47,0.709,12.6,19.1,3.0,24.0,1.0,20.0,2,Card Revolver
C20267,630.0,39.6,0.366,0.658,2.9,18.1,3.0,46.0,-0.0,10.0,2,Card Revolver
C20013,671.0,43.9,0.32,0.833,0.4,19.4,3.0,27.0,1.0,17.0,2,Card Revolver
C00316,809.0,112.9,0.183,0.109,29.3,4.1,4.0,97.0,0.0,30.0,0,Prime Transactor
C30079,579.0,42.1,0.598,0.968,1.4,26.1,4.0,29.0,7.0,10.0,3,Stressed Book
C40116,809.0,175.2,0.289,0.13,58.0,291.1,3.0,91.0,-0.0,13.0,4,Affluent Relationship
C10116,703.0,60.0,0.225,0.253,22.5,3.2,2.0,23.0,0.0,0.0,1,Mass-Market Saver
C40247,752.0,117.9,0.435,0.147,105.4,273.9,5.0,150.0,1.0,14.0,4,Affluent Relationship
C40063,759.0,153.3,0.302,0.181,103.9,245.2,6.0,41.0,1.0,11.0,4,Affluent Relationship
C30362,590.0,35.7,0.529,0.99,1.4,20.7,3.0,51.0,7.0,6.0,3,Stressed Book
C10133,679.0,45.5,0.248,0.265,1.8,0.0,2.0,74.0,0.0,1.0,1,Mass-Market Saver
C00173,797.0,83.1,0.272,0.009,34.9,10.1,4.0,50.0,-0.0,31.0,0,Prime Transactor
C20239,634.0,48.0,0.554,0.912,5.0,11.7,2.0,33.0,2.0,20.0,2,Card Revolver
C00271,793.0,77.1,0.334,0.085,47.9,3.2,4.0,43.0,-0.0,19.0,0,Prime Transactor
C10148,684.0,57.3,0.337,0.318,36.3,2.2,3.0,77.0,0.0,9.0,1,Mass-Market Saver
C10268,701.0,43.4,0.315,0.339,17.2,9.5,2.0,53.0,2.0,0.0,1,Mass-Market Saver
C40032,737.0,75.9,0.28,0.147,92.1,245.5,6.0,179.0,0.0,12.0,4,Affluent Relationship
C10053,706.0,51.4,0.343,0.224,35.3,4.8,2.0,44.0,0.0,5.0,1,Mass-Market Saver
C20164,628.0,63.6,0.503,0.879,2.3,30.8,3.0,67.0,3.0,16.0,2,Card Revolver
C10206,697.0,39.1,0.283,0.232,30.4,9.5,3.0,60.0,1.0,9.0,1,Mass-Market Saver
C40092,767.0,171.2,0.362,0.192,54.4,263.2,6.0,109.0,0.0,23.0,4,Affluent Relationship
C40025,753.0,177.6,0.312,0.174,113.4,163.1,8.0,79.0,-0.0,18.0,4,Affluent Relationship
C20004,653.0,41.8,0.56,0.751,2.7,7.1,3.0,32.0,3.0,20.0,2,Card Revolver
C10198,738.0,51.6,0.241,0.238,19.7,3.2,3.0,46.0,-0.0,6.0,1,Mass-Market Saver
C20233,619.0,38.9,0.367,0.844,8.2,4.3,3.0,34.0,2.0,22.0,2,Card Revolver
C30398,570.0,36.8,0.457,0.936,0.8,16.7,2.0,26.0,3.0,9.0,3,Stressed Book
C30063,645.0,30.0,0.614,0.928,4.0,25.1,3.0,25.0,3.0,2.0,3,Stressed Book
C10351,701.0,43.3,0.322,0.158,27.9,1.9,2.0,54.0,-0.0,8.0,1,Mass-Market Saver
C10170,701.0,39.4,0.397,0.269,19.0,10.8,3.0,67.0,1.0,4.0,1,Mass-Market Saver
C20175,676.0,27.9,0.488,0.99,6.1,8.4,3.0,36.0,2.0,21.0,2,Card Revolver
C00074,775.0,84.0,0.119,0.118,46.5,27.8,4.0,89.0,-0.0,27.0,0,Prime Transactor
C00061,801.0,101.9,0.184,0.119,35.6,0.0,3.0,85.0,0.0,28.0,0,Prime Transactor
