step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
379,PAYMENT,305.27,C1145521472,115236.44,114931.18,M140317306,0,0,0
276,PAYMENT,6131.35,C1628356518,0,0,M437067995,0,0,0
354,CASH_IN,231738.14,C1074801303,6409819.92,6641558.06,C962056509,4633059.64,4401321.5,0
282,PAYMENT,8168.14,C302054222,0,0,M402877530,0,0,0
308,CASH_OUT,55702.01,C1038716868,0,0,C1621379429,2654257.5,2709959.5,0
398,CASH_IN,316302.38,C1481014793,6146711.25,6463013.63,C1316927638,1721330.17,1405027.79,0
214,PAYMENT,5720,C86039438,228406,222686,M993364806,0,0,0
140,CASH_OUT,267130.47,C1611364619,798438,531307.53,C157083423,1265660.07,1532790.53,0
249,PAYMENT,19358.62,C1173231222,0,0,M1223531119,0,0,0
346,CASH_OUT,22700.22,C303924811,11601,0,C1715862684,676689.64,699389.85,0
405,CASH_OUT,11126.59,C1883635382,0,0,C971125112,68727.29,79853.89,0
43,PAYMENT,8690.4,C1728766155,0,0,M1400360857,0,0,0
35,CASH_IN,151234.15,C1743513298,4016321.82,4167555.97,C1790453435,824040.51,672806.36,0
253,CASH_OUT,159623,C184600442,0,0,C884303724,359682.84,519305.84,0
159,CASH_IN,106475.23,C415961021,19860,126335.23,C1507610696,203545.91,97070.68,0
13,CASH_OUT,481683.01,C1932485360,0,0,C1380903116,1074819.81,1414303.51,0
257,CASH_OUT,29694.13,C822028956,10861,0,C759052412,986962.48,1016656.62,0
518,CASH_OUT,33667.23,C645686610,0,0,C1637698505,263948.79,297616.02,0
16,PAYMENT,14243.62,C651267882,76276.29,62032.66,M1897427834,0,0,0
43,DEBIT,4121.31,C1790286382,32726,28604.69,C2001357061,1006426.61,1010547.91,0
36,CASH_IN,395508.8,C363811424,3826282.54,4221791.35,C866698407,5415675.37,4720219.81,0
97,PAYMENT,17278.07,C558299653,0,0,M377234758,0,0,0
352,PAYMENT,16707.65,C1448549338,0,0,M1032553260,0,0,0
191,PAYMENT,1002.97,C1528448629,122752,121749.03,M331037057,0,0,0
526,CASH_IN,95546.36,C325451665,8739915.77,8835462.12,C283606076,107094.79,11548.43,0
205,CASH_IN,69768.96,C2088873147,2402326.47,2472095.43,C740950652,486387.64,416618.68,0
15,CASH_OUT,314487.75,C63871461,0,0,C2062549584,562141.35,876629.1,0
142,PAYMENT,5489.49,C406756775,0,0,M1324460187,0,0,0
154,CASH_OUT,79822.37,C1975045723,28825,0,C258597822,203677.46,283499.83,0
397,PAYMENT,70413.05,C1423149275,78192.96,7779.91,M1806291064,0,0,0
398,TRANSFER,41257.47,C1959002881,0,0,C1412626582,2915612.59,2956870.06,0
279,TRANSFER,1610974.53,C397933168,0,0,C1179912523,2462432.03,4073406.55,0
355,CASH_OUT,163003.63,C1989094258,1361,0,C1020382647,2540795.25,2703798.87,0
352,CASH_OUT,106764.43,C1744981353,0,0,C55809358,806102.47,912866.89,0
250,CASH_IN,128582.62,C125127047,2912084.3,3040666.92,C1689374891,5609796.83,5481214.21,0
374,CASH_OUT,221758.18,C1982276762,0,0,C1081241805,362887.72,744348.48,0
335,PAYMENT,498.34,C1160453008,10165,9666.66,M2096512582,0,0,0
237,TRANSFER,239507.37,C1423225620,20831,0,C408546021,0,239507.37,0
37,CASH_IN,188846.18,C50289939,0,188846.18,C1625575480,1110468.2,921622.02,0
163,CASH_IN,433144.67,C1977957075,12569669.69,13002814.36,C1724158878,467908.79,34764.11,0
398,CASH_OUT,53507.52,C1197566842,0,0,C413233576,1135223.53,1188731.05,0
250,PAYMENT,172.75,C1813563454,275849.38,275676.63,M1303294209,0,0,0
354,CASH_OUT,162541.13,C668736961,29766,0,C2030241414,0,162541.13,0
378,CASH_OUT,274083.88,C412497259,0,0,C1321308044,1116586.54,1390670.42,0
347,PAYMENT,14896.29,C1566199850,0,0,M1792639863,0,0,0
395,CASH_IN,380155.8,C813328830,502809.06,882964.86,C867843406,474815.4,94659.6,0
207,CASH_OUT,172215.78,C2060091227,0,0,C1173884946,671247.34,843463.12,0
163,CASH_OUT,116672.97,C1731665726,0,0,C2113023672,650691.92,767364.89,0
204,CASH_IN,187550.41,C1703050868,17475887.58,17663437.99,C1944501899,1692496.88,1504946.47,0
395,PAYMENT,13374.11,C1601695678,0,0,M1168391469,0,0,0
38,CASH_IN,31063.83,C1659943807,1312712.17,1343776,C405419850,486872.74,455808.91,0
255,PAYMENT,13512.17,C699732892,0,0,M1395187708,0,0,0
137,CASH_IN,215743.02,C618487027,796057.54,1011800.56,C1832442214,1200007.21,984264.19,0
279,PAYMENT,17920.91,C1610892856,413711.35,395790.44,M474164383,0,0,0
284,CASH_OUT,286619.08,C622180877,910,0,C866523218,454906.34,741525.41,0
330,CASH_IN,365557.28,C1174099816,1736031.46,2101588.74,C1789439016,1060044.53,694487.25,0
381,CASH_IN,384321.97,C1687505739,4431563.31,4815885.28,C382564627,1579918.13,1195596.16,0
253,PAYMENT,7889.94,C993010857,0,0,M1078763500,0,0,0
252,TRANSFER,335974.1,C531606578,159929,0,C645166351,0,335974.1,0
13,CASH_OUT,40395.34,C1760406765,46551,6155.66,C231642163,56469.24,96864.58,0
229,CASH_IN,84561.07,C1934555090,717,85278.07,C1486752304,17604.26,0,0
162,CASH_IN,261376.7,C2146909162,0,261376.7,C374852862,403584.51,142207.81,0
309,TRANSFER,3217035.34,C343058654,0,0,C1825388561,50445267.35,53662302.68,0
404,CASH_IN,48602.83,C809218444,11289160.42,11337763.24,C67658617,240739.26,192136.43,0
394,CASH_OUT,178110.17,C654346766,0,0,C648361333,2276329.49,2454439.66,0
400,PAYMENT,21450.71,C682814500,21656,205.29,M1871440187,0,0,0
252,CASH_OUT,104216.54,C2010644547,484,0,C35078333,1668811.19,1773027.72,0
325,TRANSFER,7466781.91,C1883205922,0,0,C977281429,12528976.2,19995758.11,0
209,CASH_OUT,31218.73,C967847866,0,0,C273629041,259903.61,291122.34,0
282,PAYMENT,24245.67,C1016078035,0,0,M1637981629,0,0,0
398,PAYMENT,12949.5,C1599947708,208195.99,195246.48,M930251526,0,0,0
527,PAYMENT,9896.81,C156255090,0,0,M1369258461,0,0,0
393,CASH_IN,144721.48,C173128580,2189198.58,2333920.06,C785492083,10303200.8,10158479.32,0
373,CASH_OUT,142760.47,C734652379,32343,0,C2082240620,353933.6,496694.07,0
183,CASH_IN,212244.23,C2107866128,2070432.61,2282676.84,C1601035893,275955.96,63711.72,0
231,CASH_OUT,468088.86,C1899874971,235,0,C2010054828,383749.98,851838.85,0
404,CASH_IN,189630.38,C203916403,286,189916.38,C1416891372,26731.51,0,0
191,PAYMENT,12115.28,C1452669226,69750,57634.72,M1708244396,0,0,0
254,PAYMENT,399.14,C382501993,51463,51063.86,M1576685983,0,0,0
136,CASH_OUT,135213.01,C336462984,0,0,C1088031721,570911.9,706124.91,0
300,CASH_OUT,130688.37,C1682407789,12043,0,C1598495285,0,130688.37,0
327,PAYMENT,47524.12,C1823847864,309698,262173.88,M1890269799,0,0,0
153,PAYMENT,404.09,C705887416,0,0,M1485205774,0,0,0
282,CASH_OUT,196639.24,C1858855531,12276,0,C504267345,254740.19,451379.44,0
399,PAYMENT,29598.1,C164305196,0,0,M1754142027,0,0,0
280,CASH_OUT,285271.34,C1352813762,332667,47395.66,C1312150151,690938.74,976210.09,0
202,TRANSFER,43895.1,C1934335024,0,0,C1420498381,3376285.54,3420180.64,0
252,PAYMENT,3017.41,C1250471089,10297,7279.59,M840132909,0,0,0
525,TRANSFER,230114.23,C74893079,106,0,C1881928493,0,230114.23,0
351,CASH_IN,137108.98,C1354520523,8725480.82,8862589.81,C96366690,3097119,2960010.02,0
139,PAYMENT,18257.37,C1678524138,0,0,M1735805607,0,0,0
37,PAYMENT,3250,C1335489107,46884.24,43634.24,M1917452588,0,0,0
263,PAYMENT,1060.19,C2119864801,202375,201314.81,M26891110,0,0,0
158,CASH_OUT,175628.74,C847495408,0,0,C205662173,939529.95,1115158.69,0
371,CASH_OUT,275090.97,C1183690598,0,0,C821200611,1431291,1706381.97,0
352,CASH_IN,294052.51,C929641608,6280209.35,6574261.87,C597059176,1236106.22,1098248.68,0
180,CASH_OUT,33004.51,C650053198,0,0,C1004116292,4957227.56,4990232.07,0
201,PAYMENT,5274.23,C1787844232,846,0,M340150451,0,0,0
207,CASH_OUT,400356.88,C139167305,43012,0,C901221475,0,400356.88,0
10,PAYMENT,2813.87,C1674048544,3913,1099.13,M754105592,0,0,0
187,PAYMENT,802.29,C1632984740,156281,155478.71,M787615552,0,0,0
590,CASH_IN,363647.15,C1978632629,0,363647.15,C904942370,701809.85,338162.7,0
404,PAYMENT,554.41,C2091244763,0,0,M1627967286,0,0,0
321,PAYMENT,6251.68,C2095875921,0,0,M268243208,0,0,0
155,PAYMENT,13555.43,C2124934908,147888.81,134333.38,M1348408924,0,0,0
36,CASH_IN,22225.26,C1482394941,12517,34742.26,C455726379,390146.02,367920.76,0
307,PAYMENT,15391.42,C1470110662,103632,88240.58,M1128892160,0,0,0
36,CASH_IN,97650.98,C1044591384,1672243.63,1769894.61,C1456465598,622535.48,524884.5,0
34,PAYMENT,3316.73,C1968714268,431,0,M496747329,0,0,0
179,CASH_IN,99282.15,C587858748,6634630.05,6733912.2,C2024316083,519111.9,419829.75,0
13,CASH_OUT,242869.8,C328773837,11165,0,C991549626,816549.67,961654.31,0
283,PAYMENT,14028.01,C459561256,14467,438.99,M236711266,0,0,0
312,CASH_IN,18138.56,C1595385702,2568917.14,2587055.69,C1313485953,2442437.99,2424299.43,0
306,PAYMENT,2534.1,C1840167325,0,0,M1444924546,0,0,0
164,PAYMENT,5530.69,C1838302453,0,0,M905792926,0,0,0
184,CASH_OUT,56906.42,C1072931811,32718,0,C1517153964,1711250.96,1768157.38,0
592,TRANSFER,832809.82,C190618470,37072,0,C1223514456,145869.85,978679.66,0
402,PAYMENT,5686.09,C1686677104,29757,24070.91,M828243399,0,0,0
36,CASH_IN,151127.54,C7234938,22273197.65,22424325.19,C759802485,2712386.5,2561258.96,0
42,PAYMENT,27168.46,C1758505446,50346,23177.54,M370079328,0,0,0
133,CASH_OUT,569364.51,C1174505822,0,0,C1652633133,663947.26,1233311.77,0
131,CASH_OUT,147616.2,C1091302098,72274,0,C624873241,131373.51,278989.71,0
330,PAYMENT,21825.47,C1875815635,25978,4152.53,M2007138154,0,0,0
23,CASH_OUT,392758.72,C1624862742,21243.87,0,C1303184051,8725675.75,9118434.47,0
184,CASH_OUT,199133.15,C798433320,25252,0,C1516705317,405473.38,604606.53,0
261,PAYMENT,5483.31,C984442544,10534,5050.69,M601401650,0,0,0
373,CASH_OUT,75064.4,C691294347,5483,0,C826521786,309992.24,385056.65,0
369,CASH_IN,45159.4,C819974304,35467,80626.4,C936597095,43264.63,0,0
133,CASH_IN,106617.87,C1750360503,5790517.9,5897135.77,C1151222689,118873.98,12256.11,0
374,CASH_IN,244625.39,C1618149163,54582,299207.39,C741061566,962882.51,718257.12,0
42,CASH_IN,181644.39,C699896527,117,181761.39,C169833234,1094655.79,913011.39,0
159,CASH_OUT,128157.61,C297119522,0,0,C915888714,413457.27,541614.89,0
550,PAYMENT,656.62,C1078168187,1963.15,1306.53,M1271619986,0,0,0
212,CASH_IN,48749.2,C2053802638,21632244.86,21680994.07,C105604715,250327.09,201577.88,0
254,CASH_OUT,88420.49,C1192556118,242,0,C25101812,315079.54,403500.03,0
211,PAYMENT,3701.63,C1443237503,103942,100240.37,M1698486196,0,0,0
132,PAYMENT,7070.21,C469195324,0,0,M390585709,0,0,0
183,CASH_OUT,274839.04,C1428456573,0,0,C714151420,293434.62,568273.65,0
43,CASH_IN,230696.65,C1523147165,42334,273030.65,C936328979,2749737.34,2519040.68,0
322,TRANSFER,530000.24,C279231568,0,0,C2066149017,988985.83,1518986.07,0
404,PAYMENT,11700.8,C2135280129,298915,287214.2,M50529896,0,0,0
208,TRANSFER,271653.53,C1460859147,0,0,C1728904151,877644.99,1150869.93,0
119,PAYMENT,2893.18,C2070874566,0,0,M317718098,0,0,0
43,PAYMENT,13835.44,C501533712,0,0,M1971515800,0,0,0
281,PAYMENT,10947.68,C2036093500,0,0,M2058131531,0,0,0
397,CASH_IN,179062.3,C341318827,161,179223.3,C1514977031,0,0,0
38,PAYMENT,25555.59,C627398420,0,0,M2007576102,0,0,0
251,CASH_IN,474502.8,C1277145154,6892287.73,7366790.53,C145771505,500670.17,26167.37,0
308,PAYMENT,491.07,C918917142,31243,30751.93,M820970153,0,0,0
354,PAYMENT,3330.34,C995808291,332088.44,328758.1,M107460871,0,0,0
381,TRANSFER,1545813.55,C1376734018,0,0,C102863375,2104202.11,3650015.67,0
163,TRANSFER,793117.85,C1790342054,0,0,C1779835527,992613.38,1785731.24,0
185,PAYMENT,8159.79,C1237696512,354417.88,346258.1,M2002678965,0,0,0
19,PAYMENT,9316.82,C1668309888,69770.81,60453.99,M1757596367,0,0,0
136,CASH_OUT,85515.69,C2135744016,184,0,C1012488684,125355,0,0
586,CASH_IN,147075.89,C1704221722,6882009.76,7029085.66,C694531869,427587.13,280511.24,0
135,CASH_OUT,216819.25,C1282827945,15835,0,C1620352037,0,216819.25,0
597,CASH_OUT,177406,C1858144545,81874.83,0,C1055080514,764101.84,941507.84,0
372,TRANSFER,1119602.12,C1863038694,6096,0,C102908678,468767.94,1588370.05,0
184,CASH_OUT,261897.02,C1307912389,428,0,C1963428679,0,261897.02,0
403,CASH_IN,145579.59,C1578598523,4027405.99,4172985.58,C1943590766,1819117.27,1936562.35,0
40,CASH_OUT,288817.92,C1516393958,0,0,C303767958,4167514.6,4444098.41,0
41,TRANSFER,777500.49,C163720303,40483,0,C1711970834,0,777500.49,0
135,TRANSFER,172831.25,C92419705,0,0,C661989694,6430154.13,6602985.39,0
212,CASH_OUT,488127.57,C1049409809,0,0,C1652158314,2728012.12,3216139.69,0
372,PAYMENT,3349.47,C2146827925,449987.2,446637.73,M123563382,0,0,0
256,CASH_OUT,76900.29,C109698688,0,0,C1848933447,1323949.16,1400849.45,0
18,PAYMENT,1563.85,C515598573,0,0,M1540045663,0,0,0
403,CASH_OUT,223133.09,C422408243,0,0,C11233726,608572.23,831705.32,0
15,CASH_IN,206106.4,C1347617516,8367217.37,8573323.77,C373269944,835770.14,629663.74,0
396,TRANSFER,312779.14,C412039897,165335.22,0,C197957361,1477169.6,1789948.74,0
43,CASH_OUT,71712.76,C952467861,174021.36,102308.6,C46827664,387261.72,458974.48,0
379,PAYMENT,19009.2,C1507326495,0,0,M439600837,0,0,0
398,CASH_IN,6610.78,C151875812,2022001.65,2028612.43,C998629360,61319,54708.22,0
331,CASH_IN,24130.6,C53536867,3138057.25,3162187.86,C1998723335,109529.3,85398.7,0
132,CASH_OUT,404740.08,C1329834060,20042,0,C1400018386,167404.61,572144.69,0
255,TRANSFER,395507.42,C432221263,0,0,C1965943050,396366.38,791873.8,0
134,CASH_OUT,13439.2,C5247771,23529,10089.8,C1720525476,70700.77,84139.97,0
227,CASH_IN,150869.12,C1827606747,20418,171287.12,C1537006180,169128.67,18259.55,0
161,CASH_OUT,59559.2,C1293816333,0,0,C1827189864,206940.59,266499.79,0
355,CASH_IN,174702.41,C1881354621,2148355.32,2323057.73,C1778873421,1311343.54,1136641.13,0
303,PAYMENT,3918.55,C435665914,2725.3,0,M1998668585,0,0,0
420,CASH_OUT,197138.16,C1554603344,10109,0,C1624564435,1846574.74,2043712.89,0
328,CASH_OUT,290683.06,C75431434,50478,0,C1253618851,0,290683.06,0
133,CASH_OUT,341358.39,C1354679534,170557,0,C387723086,45681.38,238981.07,0
331,TRANSFER,641131.7,C354876676,0,0,C1311695993,5008231.33,5649363.03,0
140,PAYMENT,10931.65,C1637479304,0,0,M247766195,0,0,0
17,PAYMENT,18186.5,C2015375862,0,0,M1164017380,0,0,0
379,CASH_OUT,15555.93,C2127210425,3117,0,C934567448,61118.71,76674.64,0
160,CASH_IN,505016.69,C2105737447,1720601.71,2225618.4,C1015650621,1522805.71,1017789.01,0
301,CASH_OUT,257813.67,C1546866991,0,0,C1949048697,3707203.21,3965016.88,0
254,PAYMENT,5577.84,C1245088671,111236.21,105658.37,M519707343,0,0,0
254,CASH_OUT,231426.06,C520515828,194,0,C1423117954,0,231426.06,0
42,TRANSFER,1179006.95,C74235849,58664.49,0,C1680668833,1797868.4,3279720.23,0
393,CASH_OUT,56562.51,C1446844454,14593,0,C1564036525,0,56562.51,0
9,CASH_OUT,249585.93,C108858557,0,0,C1062254208,1534069.91,2186552.07,0
139,CASH_OUT,94111.04,C380667670,5043,0,C391318560,0,94111.04,0
184,CASH_IN,116749.98,C1691571128,1698205.69,1814955.67,C1857132023,5337019.2,5220269.21,0
180,CASH_IN,82306.64,C690310797,395638.2,477944.84,C1412826583,189324.14,107017.49,0
379,CASH_OUT,191580.96,C158938669,1474,0,C1650521012,0,191580.96,0
142,PAYMENT,14229.88,C571056147,368,0,M641060814,0,0,0
348,CASH_OUT,367803.27,C1800459821,0,0,C1586894069,3517309.96,3803095.07,0
226,TRANSFER,2071556.07,C610680710,50461,0,C1197075437,0,2071556.07,0
235,PAYMENT,4245.87,C456032975,11352,7106.13,M2029533659,0,0,0
178,CASH_OUT,203703.84,C1908498349,65645,0,C366054241,1561380.55,1765084.38,0
141,CASH_OUT,170551.58,C601172787,14472,0,C579843544,58909.28,229460.86,0
253,PAYMENT,33664.85,C1618692255,130814.98,97150.13,M900940007,0,0,0
404,PAYMENT,4017.48,C372436120,11771,7753.52,M187959033,0,0,0
33,CASH_IN,171735.08,C862532958,55522,227257.08,C437346383,151505.16,0,0
169,PAYMENT,4315.57,C486440366,782357.19,778041.62,M2124750190,0,0,0
179,CASH_OUT,59625.78,C1881525082,0,0,C225101121,5717749.64,5777375.42,0
129,CASH_IN,255783.43,C2143213261,12278427.71,12534211.14,C345221723,597797.71,342014.28,0
324,PAYMENT,41336.28,C193054962,103773,62436.72,M74252910,0,0,0
185,CASH_IN,124011.78,C1588793773,10469,134480.78,C289742847,397012.96,273001.18,0
331,CASH_OUT,157054.39,C798163902,0,0,C1993142411,3144588.56,3301642.95,0
386,PAYMENT,5873.54,C1531522990,452,0,M1528720893,0,0,0
206,TRANSFER,451876.92,C2004368877,0,0,C162939345,2177477.41,2629354.33,0
302,CASH_OUT,310328.66,C1502271829,10220,0,C826898886,140229.84,450558.5,0
166,CASH_OUT,152771.73,C622693158,0,0,C704662558,3850686.9,4003458.64,0
163,TRANSFER,511835.8,C1883390107,0,0,C1368803482,617492.55,1129328.35,0
133,CASH_IN,184436.81,C2129410551,2210958.53,2395395.34,C1680434762,340188.89,104761.12,0
301,CASH_IN,77824.75,C88129130,52689,130513.75,C62659876,856.64,0,0
233,CASH_IN,234769.24,C858621695,7766251.42,8001020.66,C970792693,245194.21,10424.96,0
279,PAYMENT,26634.81,C621611118,0,0,M929833496,0,0,0
238,CASH_IN,86156.79,C723852942,12415,98571.79,C1600153998,169638.67,83481.88,0
282,CASH_OUT,90814.65,C836693246,0,0,C739100722,497710.31,588524.96,0
42,CASH_OUT,359620.72,C1477661356,0,0,C1893940428,3755365.59,4114986.31,0
229,CASH_OUT,230931.88,C405238954,0,0,C414039039,837445.67,1068377.55,0
184,CASH_OUT,118189.1,C189623462,0,0,C40511035,498229.74,616418.83,0
139,TRANSFER,694902.36,C1916764527,0,0,C1030970900,869643.24,1471476.47,0
407,CASH_OUT,53680.6,C1158509528,87527,33846.4,C1558287244,2050156.72,2103837.33,0
260,CASH_IN,44337.76,C1921562728,10380,54717.76,C901244757,714628.59,670290.83,0
277,CASH_IN,72647.45,C1228195826,53619,126266.45,C1894161145,788852.31,716204.86,0
9,PAYMENT,5837.68,C1133366657,248507.06,242669.38,M396785538,0,0,0
373,TRANSFER,1804367.06,C1852198806,29289,0,C511844678,0,1804367.06,0
253,CASH_OUT,289826.69,C189358075,0,0,C17603120,1886994.09,2176820.78,0
181,CASH_OUT,42617.84,C1232917057,0,0,C999223592,704898.89,747516.73,0
20,CASH_OUT,22026.71,C1157119577,7225,0,C1954455488,833850.43,855877.14,0
157,PAYMENT,24906.45,C290159951,0,0,M1860093024,0,0,0
397,PAYMENT,4753.83,C453102483,42984,38230.17,M988470090,0,0,0
181,TRANSFER,22334.13,C429775962,0,0,C1956542941,682347.49,704681.61,0
329,PAYMENT,17963.35,C190312849,0,0,M939725456,0,0,0
308,CASH_IN,53053.08,C436238258,1209748.97,1262802.05,C1885156990,492687.16,439634.09,0
235,PAYMENT,13647.63,C1973546844,0,0,M382082475,0,0,0
594,PAYMENT,5215.91,C25312558,0,0,M440029553,0,0,0
282,PAYMENT,6597.48,C1216072536,100095,93497.52,M1055241387,0,0,0
333,CASH_IN,73161.61,C1954468939,1534962.65,1608124.26,C968836648,992941.49,919779.88,0
138,CASH_OUT,74171.42,C1417142405,0,0,C634309159,546514.38,620685.81,0
372,PAYMENT,18336.2,C112909248,0,0,M271452221,0,0,0
644,CASH_OUT,263754.63,C1396811551,0,0,C1383844023,732141.39,995896.02,0
141,CASH_OUT,344797.96,C1246475877,0,0,C1422462989,4384077.9,4728875.86,0
379,PAYMENT,17287.08,C2072785683,21369,4081.92,M1825446881,0,0,0
190,CASH_IN,60863.53,C1190052171,464488.8,525352.33,C789457463,257805.72,196942.19,0
286,PAYMENT,20603.53,C644423457,15587.15,0,M1912838777,0,0,0
358,PAYMENT,21284.11,C2023275037,0,0,M1486175605,0,0,0
277,PAYMENT,11610.35,C1836640079,0,0,M1747763261,0,0,0
402,CASH_IN,69361.05,C1796527793,8835899.84,8905260.88,C391531987,1065650.67,996289.62,0
215,CASH_IN,55242.3,C941672358,17270418.97,17325661.27,C1275724704,761961.39,706719.08,0
330,PAYMENT,7376.13,C1359027356,11675,4298.87,M1164211640,0,0,0
208,CASH_IN,195098.43,C542772133,16092,211190.43,C2051114719,655713.96,460615.53,0
380,CASH_OUT,142553.25,C553560733,0,0,C1896036708,680780.26,823333.51,0
404,CASH_OUT,21965.1,C1656466551,0,0,C158299779,2907073.52,2929038.63,0
11,CASH_OUT,143304.85,C1679404411,25511,0,C535222720,2130054.69,2273359.54,0
259,CASH_OUT,159788.64,C10709736,0,0,C1693770366,2122513.99,2282302.63,0
359,PAYMENT,9873.41,C332909257,4026,0,M337281746,0,0,0
20,PAYMENT,104.85,C1172797004,270650.53,270545.69,M117481643,0,0,0
402,CASH_OUT,165308.67,C231041938,41981,0,C2096218721,8615468.43,8780777.1,0
374,CASH_IN,173095.87,C1848483989,2186590.52,2359686.39,C590443969,2187305.03,2014209.16,0
404,PAYMENT,10814.87,C106972330,0,0,M461779161,0,0,0
307,CASH_IN,6306.98,C407217661,25926611.03,25932918.02,C1219803099,1742026.69,1735719.71,0
131,PAYMENT,24690.28,C33202991,0,0,M924417881,0,0,0
402,CASH_IN,260006.12,C727061827,4260080.81,4520086.93,C1117780112,8041872.09,7781865.98,0
164,CASH_OUT,321694.18,C163094860,47350,0,C34656688,125472.65,447166.83,0
39,PAYMENT,3569.41,C102329074,39150,35580.59,M326988790,0,0,0
187,CASH_OUT,29676.79,C1471690557,0,0,C598509092,1415572.36,1445249.16,0
42,CASH_OUT,38681.1,C1371965967,0,0,C984979624,346946.98,385628.08,0
37,PAYMENT,2943.18,C413405905,0,0,M1664694305,0,0,0
20,PAYMENT,4975.55,C70715386,365,0,M1332393980,0,0,0
191,PAYMENT,2307.59,C250140737,664,0,M1594667343,0,0,0
210,CASH_OUT,140774.96,C79606716,128994.95,0,C185098373,317294.21,458069.17,0
250,PAYMENT,41790.42,C792297374,5510,0,M562642911,0,0,0
323,CASH_IN,55707.58,C1476494707,294972.88,350680.46,C1216671273,140932.46,85224.88,0
178,CASH_IN,168450.77,C382076541,198344,366794.77,C537756147,326258.1,157807.33,0
188,TRANSFER,426853.3,C1060895395,13086,0,C344788153,2405314.2,2832167.5,0
16,PAYMENT,23303.35,C34659800,0,0,M1641733236,0,0,0
156,PAYMENT,9712.36,C1630018262,1184,0,M781317508,0,0,0
687,CASH_OUT,283145.19,C1016376587,103836,0,C1132954396,108740.84,391886.03,0
37,CASH_IN,44370.91,C1003491403,10486,54856.91,C1615219336,1031075.16,986704.25,0
405,CASH_OUT,224474.55,C631377283,2096,0,C584513623,3909135.2,4133609.75,0
15,CASH_IN,320387.55,C919083434,21646,342033.55,C960344185,826707.32,506319.78,0
215,PAYMENT,1207.97,C999916629,10019,8811.03,M1986234250,0,0,0
38,PAYMENT,13925.13,C51701267,5038,0,M2116096704,0,0,0
15,CASH_OUT,415577.8,C1416331419,16293,0,C1989811701,2785533.75,3201111.55,0
257,CASH_OUT,178539.05,C2084013807,14355,0,C2067781556,0,178539.05,0
332,CASH_IN,399706.17,C905381199,3939762.89,4339469.07,C432534454,1592576.1,1192869.92,0
322,CASH_OUT,361056.8,C163652371,32124.23,0,C1139047505,624450.12,1218375.15,0
38,CASH_IN,109487.4,C1232341684,12752152.55,12861639.94,C1102255419,808422.31,698934.92,0
355,CASH_OUT,113601.3,C1905790375,0,0,C1616787336,471868.45,585469.75,0
234,CASH_OUT,418689.42,C1354311313,128001,0,C285771887,0,418689.42,0
263,PAYMENT,5332.71,C1007319267,158075,152742.29,M1174743686,0,0,0
328,CASH_OUT,200997.19,C457535070,0,0,C183095,273410.29,474407.48,0
235,CASH_IN,8331.42,C643564661,32805238.59,32813570.01,C8857666,3061187.28,3052855.87,0
400,CASH_OUT,249733.34,C452561136,90303.38,0,C850077809,375363.32,625096.66,0
181,CASH_IN,150806.85,C2053909782,10407,161213.85,C1468743423,76569.22,0,0
306,CASH_OUT,28288.48,C566716587,14199.42,0,C1844844097,57897.77,86186.25,0
181,CASH_IN,203961.19,C159498603,42929,246890.19,C1899050947,0,0,0
308,CASH_OUT,176177.67,C1066710505,0,0,C1307996999,205309.97,381487.64,0
273,PAYMENT,5353.6,C945356284,40389,35035.4,M1435663556,0,0,0
299,PAYMENT,70740.66,C2108215964,82341,11600.34,M212847208,0,0,0
350,CASH_OUT,371597.67,C733916594,0,0,C1515557470,383618.54,755216.21,0
191,PAYMENT,5842.19,C655091591,21108,15265.81,M88816436,0,0,0
136,CASH_OUT,54530.06,C518220087,28455.11,0,C1303586273,2644058.84,2698588.9,0
371,CASH_OUT,41649.24,C1627177148,0,0,C1689660713,97748.59,139397.83,0
41,CASH_OUT,311501.68,C598635866,99404,0,C432523861,331540.09,643041.77,0
203,CASH_IN,173157.14,C1624786017,14162473.36,14335630.5,C1359717595,1198493.19,1025336.05,0
139,CASH_OUT,71805.9,C644920192,20296,0,C74236961,10031,0,0
162,PAYMENT,18471.02,C275546871,0,0,M1214747083,0,0,0
355,CASH_OUT,239986.78,C1321458773,5029,0,C716306307,0,239986.78,0
205,TRANSFER,158576.16,C192432473,0,0,C978556941,249375.9,407952.06,0
407,PAYMENT,5824.86,C226825878,21583,15758.14,M246326863,0,0,0
44,TRANSFER,54900.32,C1113117625,0,0,C1515944609,667117.51,722017.83,0
39,PAYMENT,7217.37,C1296336803,381,0,M248113556,0,0,0
18,CASH_OUT,100696.18,C2087737078,0,0,C716630746,750402.38,1298644.31,0
303,CASH_OUT,293390.83,C667710095,0,0,C127422280,672431.94,965822.77,0
140,CASH_IN,17413.31,C570175297,7052958.95,7070372.26,C1965160700,136775.02,119361.71,0
377,CASH_OUT,116164.55,C140896625,0,0,C1916095823,1686616.53,1802781.08,0
308,CASH_IN,51193.8,C1094498609,920411.69,971605.49,C560187261,205559.6,154365.8,0
214,CASH_OUT,138373.96,C147792048,0,0,C340290041,3514523.93,3652897.89,0
232,PAYMENT,21652.51,C198013059,0,0,M744303763,0,0,0
18,PAYMENT,2734.16,C401502215,189474.54,186740.38,M638084359,0,0,0
