priority,weapon,injury,offense,time-band,location,district,repeat-site,witness,cctv,alcohol,gang-flag,juvenile,domestic,vehicle,weekday,shift,precinct-size,report-delay,officer-count,clearance,file-flag
r,n,m,b,d,h,a,f,f,f,f,f,f,f,t,t,c,s,i,m,c,i
p,o,m,d,d,t,e,f,f,f,t,t,f,f,f,f,c,m,l,o,?,i
r,k,n,t,n,s,c,f,t,f,f,f,f,t,f,t,a,m,i,m,o,i
p,n,s,t,n,s,f,f,f,f,f,f,f,f,f,t,c,l,i,o,c,i
r,k,n,a,e,c,c,f,f,f,f,f,f,f,t,f,a,m,i,o,o,i
r,n,n,r,e,s,f,f,f,f,f,f,f,t,t,t,a,m,s,o,o,i
r,n,n,b,e,h,c,f,f,t,f,f,f,f,f,t,c,m,s,o,o,i
r,n,m,t,d,c,a,f,t,f,f,f,f,f,f,t,a,s,l,o,c,i
r,u,n,t,d,h,d,f,f,t,f,f,f,f,t,f,c,m,i,m,?,i
r,n,m,r,e,t,a,f,t,t,f,f,f,f,t,t,c,m,i,o,c,i
r,n,n,a,d,p,e,f,t,t,f,f,f,f,f,t,b,m,i,o,o,i
p,n,n,r,n,h,b,f,f,t,f,f,f,f,f,t,a,m,s,o,o,i
p,k,m,a,d,t,e,f,f,t,f,f,t,f,f,t,a,s,s,o,?,i
r,n,n,a,e,s,c,f,f,t,f,f,f,f,f,t,a,m,i,m,o,i
r,n,n,t,e,s,c,f,f,f,f,t,f,f,f,t,b,m,s,o,c,i
r,n,n,h,e,c,e,f,f,f,f,t,t,f,t,t,b,m,l,m,c,i
p,f,n,t,n,h,d,f,f,f,f,f,f,f,t,f,b,s,l,o,o,i
r,n,n,t,d,s,d,f,f,f,f,t,f,f,f,f,a,m,i,m,?,i
p,u,n,d,d,h,d,t,f,f,f,f,f,t,t,t,a,s,s,o,?,i
r,n,n,t,e,s,d,t,t,t,f,f,f,f,t,t,a,m,i,o,o,i
r,n,n,a,d,s,e,f,f,f,t,f,f,f,f,f,c,m,i,m,o,i
p,u,n,t,d,h,b,f,f,t,f,f,f,t,t,f,a,m,s,o,c,i
r,o,n,r,e,t,a,f,f,f,f,f,f,f,t,t,a,m,i,m,?,i
r,n,n,a,d,p,e,f,f,f,f,f,f,f,f,t,a,m,i,o,?,i
p,o,m,d,d,h,c,f,t,t,f,f,f,f,f,t,b,s,s,o,?,i
p,k,m,v,e,h,f,f,f,f,f,f,f,t,t,f,a,m,s,o,o,i
r,n,n,b,e,s,f,f,f,f,f,f,f,f,t,t,a,s,s,o,o,i
r,o,n,t,n,h,f,f,t,t,f,f,f,f,f,t,b,m,i,o,o,i
p,f,n,v,d,c,c,f,f,f,f,t,f,t,t,t,a,s,s,o,?,i
r,n,n,d,d,c,e,f,f,t,f,f,f,f,f,t,b,l,s,o,o,i
p,k,n,d,e,h,b,f,t,t,f,f,f,f,t,t,c,s,i,o,c,i
r,n,m,t,n,t,a,f,f,f,f,t,f,f,f,f,c,s,i,o,o,i
p,n,m,r,d,p,e,f,t,t,f,f,t,f,t,t,a,s,l,m,o,i
r,u,n,v,e,s,e,f,f,f,t,f,t,f,f,f,a,m,l,m,?,i
p,k,s,d,e,t,a,f,f,f,t,f,t,f,t,f,c,s,i,o,o,i
p,k,n,t,d,s,f,f,t,t,t,f,f,f,t,t,b,l,s,m,?,i
p,k,s,v,d,t,f,t,t,f,f,f,f,f,t,t,b,m,i,o,?,i
p,k,m,r,e,c,b,f,t,f,t,f,f,f,f,t,c,m,s,o,o,i
r,n,n,d,d,h,a,f,t,f,f,f,f,f,t,t,a,s,s,o,o,i
p,u,n,r,d,h,f,f,f,f,f,f,f,f,f,f,a,l,l,o,?,i
r,k,n,d,e,h,a,f,f,f,t,f,f,f,t,t,b,l,i,o,c,i
p,f,s,a,d,p,b,f,f,f,f,f,f,f,f,f,b,s,i,m,?,i
r,n,n,t,d,p,c,f,f,t,f,f,f,f,t,f,b,m,s,o,o,i
p,n,s,a,e,h,e,f,f,f,f,f,f,f,f,t,b,s,s,o,o,i
r,n,n,v,n,p,e,f,t,t,f,f,f,f,f,t,a,m,s,m,c,i
r,n,n,t,n,h,d,f,f,f,t,f,f,f,t,f,a,s,l,m,o,i
r,n,n,r,d,h,e,f,t,t,t,f,f,f,f,t,b,s,i,o,o,i
p,f,n,h,d,s,d,f,f,t,f,f,f,t,t,f,c,m,i,o,o,i
p,u,n,d,n,p,d,t,f,t,f,f,f,f,t,t,b,s,l,m,c,i
p,n,s,r,e,c,a,t,f,f,f,f,f,f,t,t,a,m,i,m,o,i
r,n,n,v,e,h,c,f,t,t,f,f,f,f,f,f,c,m,s,m,?,i
p,f,s,t,d,c,c,t,f,t,t,t,f,f,t,f,b,m,i,m,o,i
p,n,f,b,d,p,a,f,f,f,f,f,f,f,f,f,a,l,i,o,o,i
p,u,n,b,d,s,c,f,f,t,f,f,f,f,f,f,a,m,l,o,?,i
r,n,n,v,n,h,b,f,f,f,f,f,f,f,f,t,c,m,s,o,o,i
r,n,n,a,n,h,a,f,f,t,f,f,f,f,f,t,c,s,s,o,c,i
r,n,m,t,d,s,c,f,f,f,f,f,t,f,t,t,c,m,s,o,o,i
p,u,f,r,e,s,b,t,f,t,f,f,f,f,f,t,a,m,i,o,o,i
p,n,s,b,n,c,a,f,f,f,f,f,f,f,t,f,b,m,l,o,?,i
p,f,s,d,n,s,e,f,f,f,f,f,f,f,f,t,a,m,i,o,o,i
p,n,n,b,e,p,e,t,f,t,f,t,f,t,f,t,a,l,l,m,c,i
p,n,n,d,d,t,d,t,t,f,f,t,f,f,f,t,c,m,i,o,?,i
r,u,n,b,n,s,a,f,f,f,f,f,f,f,t,t,c,m,l,m,o,i
p,n,s,v,d,h,d,f,f,f,t,f,f,f,f,f,c,m,i,o,?,i
r,n,n,v,d,s,e,f,t,t,f,f,f,f,f,t,c,m,i,o,c,i
p,k,n,t,d,c,b,f,t,t,f,f,f,f,f,f,c,l,i,m,o,i
r,u,n,a,e,h,a,f,t,f,f,f,f,t,f,t,b,l,i,o,?,i
r,n,n,d,d,h,c,f,f,t,f,f,t,f,f,t,a,l,l,o,o,i
r,n,n,t,e,c,c,f,f,t,f,f,f,f,t,f,a,l,s,o,o,i
p,u,n,r,n,c,a,f,f,t,f,f,f,f,f,t,a,s,i,o,c,i
p,f,s,t,e,h,a,f,t,t,f,f,f,f,f,t,a,s,i,m,o,i
p,o,m,v,n,p,c,t,f,t,f,f,f,f,f,t,a,m,i,o,o,i
p,f,n,t,n,t,c,t,t,t,f,f,f,f,f,t,a,l,l,o,c,i
p,f,m,b,n,c,c,f,f,t,t,f,f,t,f,t,c,l,s,m,o,i
r,n,n,b,e,s,f,f,f,f,f,f,f,f,f,t,c,m,s,m,?,i
r,n,m,t,n,c,a,t,t,f,f,f,f,f,f,t,a,m,i,o,c,i
p,f,n,b,e,p,e,f,f,f,t,f,f,t,f,f,a,m,l,m,?,i
p,f,n,d,d,h,b,f,f,f,f,f,t,f,t,f,b,m,i,o,o,i
r,u,n,r,n,c,e,f,f,f,t,f,f,f,t,t,a,s,i,o,o,i
p,k,n,h,e,h,e,f,f,t,f,f,f,f,f,f,c,m,s,o,?,i
r,n,n,v,n,h,d,f,f,f,f,f,t,f,f,f,c,l,i,m,o,i
p,k,m,r,d,c,d,t,t,f,f,f,f,f,t,t,b,m,s,o,c,i
p,k,m,b,d,p,d,f,t,f,t,f,f,f,f,t,a,m,l,o,?,i
r,n,n,d,n,s,e,f,f,t,f,f,f,f,f,f,c,m,s,m,c,i
r,o,n,b,e,s,a,f,f,f,f,f,f,f,t,t,a,l,s,o,o,i
p,k,m,a,e,h,b,f,t,f,f,f,f,f,f,t,b,l,i,o,?,i
r,n,n,d,n,h,e,f,t,f,f,f,f,t,f,t,a,m,s,o,c,i
p,k,n,d,e,c,c,f,f,f,f,f,f,f,t,t,b,s,i,o,?,i
r,k,n,b,d,s,a,f,t,t,f,f,f,f,f,t,a,l,i,o,o,i
r,u,n,t,e,c,f,t,f,t,t,f,f,f,t,t,c,m,s,m,c,i
r,n,n,r,d,h,f,t,t,t,f,f,t,t,t,t,b,s,i,m,?,i
p,k,n,v,e,c,c,f,f,f,f,f,f,t,t,t,b,l,s,o,o,i
r,n,n,a,d,h,c,f,f,t,f,f,f,t,t,f,b,l,i,o,c,i
p,k,m,v,d,c,b,f,f,f,f,f,f,f,t,f,a,s,s,m,o,i
p,n,m,b,n,h,c,t,t,f,f,f,f,f,f,f,a,l,i,m,c,i
p,u,m,a,d,h,f,f,t,f,t,f,t,f,f,t,a,m,l,m,c,i
r,u,n,r,n,c,b,f,t,f,f,f,f,f,t,t,b,s,i,m,c,i
p,k,s,a,e,h,b,f,f,f,t,f,f,f,t,t,a,m,s,o,o,i
p,k,m,v,d,s,f,t,t,f,f,f,f,f,t,t,b,m,s,o,o,i
r,n,n,t,n,t,c,t,f,f,f,f,f,t,f,f,c,m,s,o,c,i
p,k,n,v,d,c,f,f,f,f,t,f,t,t,f,t,c,m,i,m,?,i
r,n,m,a,e,s,b,f,f,f,t,f,f,f,f,f,a,l,s,o,c,i
p,f,n,h,n,c,a,f,t,f,f,f,f,f,t,t,b,m,i,m,o,i
r,n,m,v,n,s,f,f,f,t,f,f,f,f,f,f,a,m,s,m,o,i
p,f,m,t,d,h,b,f,f,f,t,f,f,f,f,t,b,l,s,o,?,i
p,n,s,h,n,s,d,f,t,f,f,f,f,f,f,t,a,l,i,o,o,i
p,f,s,b,n,s,a,t,f,t,f,f,f,t,f,t,a,s,s,m,o,i
p,k,m,b,e,h,e,f,f,f,f,f,f,f,f,t,b,m,l,o,c,i
p,n,s,d,e,h,b,f,t,f,f,f,f,f,f,t,a,m,s,o,?,i
p,n,s,d,d,s,e,f,f,f,f,f,f,f,f,t,b,l,l,o,c,i
p,o,n,r,d,s,f,f,t,f,f,f,f,f,f,f,b,l,i,o,o,i
p,k,m,h,e,s,a,f,t,f,f,t,f,f,t,t,b,m,s,o,c,i
p,n,n,a,d,s,b,f,t,f,f,f,f,f,f,f,a,s,i,o,?,i
r,n,n,t,e,h,e,f,f,f,f,f,f,f,f,f,c,m,l,o,?,i
r,n,n,t,d,s,f,f,t,f,f,f,f,t,f,t,a,m,i,o,?,i
p,f,n,a,d,h,b,f,f,f,f,f,f,f,f,t,a,m,s,m,?,i
p,k,n,r,e,h,f,f,f,t,f,f,f,f,f,t,b,m,s,o,?,i
r,n,n,a,d,s,f,f,t,f,t,f,f,f,t,t,b,l,l,o,c,i
p,k,n,b,e,c,e,f,t,t,f,f,f,f,f,f,a,m,i,o,?,i
p,f,m,t,e,c,c,f,t,f,f,f,t,f,f,t,a,l,i,m,o,i
p,o,s,a,d,c,c,f,t,t,f,f,f,t,f,f,c,s,s,o,c,i
p,n,f,v,d,h,e,f,f,f,f,f,f,f,t,f,b,s,l,o,o,i
r,n,n,t,d,s,d,t,f,t,f,f,f,f,t,f,a,m,i,m,?,i
r,n,n,v,e,h,b,t,f,f,t,f,f,f,t,f,b,l,i,o,o,i
r,n,m,v,d,t,d,f,f,f,f,f,f,f,f,t,a,l,i,m,o,i
p,n,n,b,e,h,e,f,f,t,f,f,f,f,f,t,c,m,l,o,c,i
p,n,f,d,e,c,c,f,f,f,t,f,f,f,f,t,a,l,l,o,o,i
r,n,m,h,d,h,d,f,f,t,f,t,f,f,f,t,b,m,s,o,c,i
p,f,n,t,d,t,b,f,t,t,f,f,f,f,f,t,b,l,i,o,c,i
p,n,n,r,d,s,a,t,t,f,f,f,f,t,f,f,c,l,s,m,?,i
p,f,n,t,d,h,a,t,t,t,f,f,f,f,f,t,c,m,s,m,o,i
r,n,n,a,d,h,c,f,f,f,f,f,f,f,f,t,b,m,i,o,o,i
p,k,n,r,n,c,d,f,f,t,f,f,f,t,f,f,b,l,i,o,?,i
p,n,m,v,d,c,e,t,f,f,f,f,f,f,t,t,b,s,l,o,?,i
r,o,m,d,d,c,a,f,f,f,f,f,f,t,f,f,a,m,s,o,?,i
p,o,n,v,n,c,b,t,t,f,f,f,f,f,f,t,a,l,s,m,?,i
r,n,n,v,n,h,e,f,f,t,f,f,f,f,f,f,c,l,i,o,o,i
p,k,n,b,e,s,a,f,f,t,t,f,f,f,f,f,c,m,s,m,?,i
r,n,n,t,e,p,f,f,t,f,f,f,f,f,f,t,c,s,l,o,?,i
r,k,m,t,d,s,d,f,f,t,f,f,t,f,t,t,a,l,l,o,c,i
r,n,n,b,n,s,f,f,f,f,t,f,t,f,t,f,a,m,l,o,o,i
r,n,m,v,e,s,e,f,t,f,f,f,f,t,f,t,b,l,i,o,o,i
r,n,n,t,e,h,f,f,f,f,f,f,t,f,f,t,c,s,i,o,c,i
p,u,n,a,d,h,d,t,f,t,t,f,f,t,f,t,a,m,l,o,o,i
p,n,m,t,e,c,b,f,f,f,f,t,f,f,t,t,a,m,i,o,c,i
p,k,m,b,e,h,e,f,f,f,t,f,f,f,t,t,a,s,i,o,o,i
p,n,m,a,d,s,b,f,f,f,t,t,f,f,f,t,c,l,i,o,o,i
r,n,n,t,e,s,d,t,t,f,t,f,f,f,f,t,b,m,l,o,o,i
r,n,s,t,d,p,b,f,t,t,f,f,t,f,f,t,a,s,l,o,o,i
r,u,n,a,n,c,e,f,t,f,f,f,f,f,f,f,b,l,i,o,?,i
p,o,n,b,d,p,e,f,f,t,f,t,t,f,f,t,a,l,s,o,o,i
r,n,m,d,n,s,f,f,t,t,t,f,t,f,f,f,c,s,i,o,c,i
p,f,n,t,e,t,b,t,f,f,t,f,f,f,f,t,b,m,s,o,o,i
p,n,m,b,e,p,f,t,f,f,t,f,f,f,f,t,b,m,i,o,c,i
r,n,n,b,d,h,e,f,f,t,t,f,f,f,t,t,c,m,s,m,o,i
p,k,n,r,e,c,c,f,t,t,f,t,f,f,f,t,a,m,l,m,c,i
r,n,n,a,d,s,a,t,f,f,f,f,t,f,t,t,a,m,l,o,o,i
r,n,m,t,d,c,b,f,f,f,f,f,f,t,f,t,a,l,i,m,o,i
p,f,m,d,d,c,a,f,f,f,t,f,f,f,f,f,a,l,i,o,?,i
r,n,n,h,d,h,d,f,t,f,t,f,f,f,t,t,a,l,i,o,o,i
p,u,n,a,n,s,a,f,t,f,f,t,f,f,f,t,c,l,s,o,c,i
p,f,n,b,d,h,c,f,t,t,f,f,t,f,t,t,c,l,l,m,c,i
r,o,n,t,n,c,d,f,f,t,t,f,t,f,f,t,a,m,i,o,c,i
p,k,m,t,n,c,c,f,t,f,f,f,f,f,t,t,a,m,i,o,?,i
r,u,n,t,e,h,f,t,t,f,f,f,f,f,f,f,a,s,l,m,o,i
r,n,n,v,d,t,b,f,f,t,f,f,f,t,f,t,c,m,i,o,c,i
p,k,n,t,e,s,c,f,f,t,f,f,t,f,t,t,a,m,s,o,?,i
p,k,n,t,n,s,f,f,t,f,f,f,t,f,f,f,c,l,i,o,?,i
p,u,m,t,d,s,b,f,f,f,f,f,f,f,f,f,a,s,i,m,?,i
p,n,m,t,d,p,c,f,f,f,f,t,f,t,t,t,a,m,l,o,?,i
p,k,n,a,d,c,f,f,t,f,f,f,f,f,f,t,b,l,s,o,c,i
p,f,s,b,e,c,c,f,f,f,t,f,t,f,f,t,b,m,l,o,o,i
r,n,n,b,d,p,f,f,f,f,t,f,f,f,t,f,b,l,i,o,o,i
p,u,s,a,d,h,f,f,t,t,f,f,f,f,f,f,a,l,i,m,c,i
r,n,m,a,e,s,b,f,t,f,t,t,f,f,t,t,a,l,i,o,c,i
r,n,n,v,e,h,e,f,f,f,f,f,f,f,t,t,a,m,i,o,o,i
p,k,m,a,d,h,d,f,f,f,f,f,t,f,f,t,b,s,l,o,?,i
r,n,n,t,n,h,f,t,f,f,t,f,f,f,t,f,a,m,i,m,c,i
r,n,m,d,d,s,d,f,t,t,t,f,f,f,f,t,c,s,l,o,o,i
r,n,n,r,d,h,e,f,t,f,f,f,f,f,f,t,a,s,i,m,c,i
r,n,n,b,d,h,b,f,t,f,f,f,f,f,f,f,b,m,s,o,o,i
p,o,s,t,d,s,d,f,t,f,f,f,t,f,t,t,b,l,i,o,o,i
r,u,n,t,e,t,e,t,f,f,f,f,f,f,t,f,b,m,i,m,?,i
p,k,n,t,d,s,f,f,t,f,f,f,f,f,f,f,b,m,s,o,o,i
p,n,n,d,n,t,b,f,t,t,f,t,t,f,f,t,a,l,i,o,c,i
p,k,n,b,n,s,a,f,f,t,t,f,f,f,f,t,a,l,i,o,o,i
p,o,m,t,d,p,f,f,t,f,f,f,f,f,t,t,b,l,s,m,c,i
p,f,m,t,n,h,d,t,t,f,f,f,f,f,t,t,a,s,i,o,c,i
r,n,s,t,e,s,a,f,f,f,t,f,t,t,f,t,b,m,l,m,o,i
r,n,n,t,n,s,c,f,t,f,f,f,t,f,t,t,b,m,i,o,o,i
r,u,n,b,d,h,f,f,f,t,f,f,f,f,t,f,a,s,s,m,o,i
p,o,n,a,e,c,f,f,t,f,f,f,f,f,t,f,b,l,s,m,o,i
r,n,n,d,d,s,b,f,t,f,f,f,f,f,f,f,c,m,i,o,?,i
r,o,m,v,d,s,e,f,f,f,f,f,f,f,f,t,a,m,l,m,o,i
r,n,n,d,n,c,c,f,f,f,t,f,f,f,t,t,c,m,i,o,?,i
r,n,n,d,d,h,c,f,t,f,f,t,f,t,f,f,a,s,i,m,o,i
p,f,s,d,e,h,e,t,f,t,t,f,f,f,f,f,b,m,s,m,o,i
p,k,n,h,d,s,b,f,f,t,f,f,f,f,f,t,a,l,i,o,o,i
r,n,n,a,n,h,c,f,f,t,f,f,f,t,t,t,a,m,s,o,o,i
r,u,m,t,d,s,b,f,t,f,f,f,f,f,f,t,a,m,i,m,?,i
r,o,n,t,d,h,a,f,t,f,t,f,f,f,f,f,a,m,i,o,c,i
p,n,m,r,e,s,b,f,f,f,f,f,t,t,f,f,a,m,i,m,c,i
p,k,m,r,d,t,f,f,t,f,t,t,f,f,f,t,b,l,s,o,o,i
r,o,n,t,d,h,c,t,t,t,f,f,t,f,f,t,c,l,l,o,c,i
r,k,n,d,e,h,d,f,t,f,f,f,f,f,f,t,c,s,s,o,o,i
p,u,n,v,n,p,b,t,t,f,f,f,f,f,f,f,c,m,i,o,c,i
p,f,m,r,n,t,f,f,t,t,t,f,f,f,f,t,b,m,i,o,o,i
r,n,n,a,d,c,d,f,t,t,f,f,f,t,f,t,a,m,s,o,o,i
p,n,m,t,d,h,f,t,f,t,f,f,f,t,f,t,b,l,i,o,c,i
p,o,n,b,n,p,b,t,t,t,f,f,f,f,t,t,b,m,s,o,o,i
r,u,n,t,d,s,c,f,f,f,f,f,f,f,t,t,c,s,s,m,?,i
r,n,n,r,e,c,a,f,f,t,t,t,f,f,t,t,b,s,s,m,o,i
p,n,n,a,e,c,a,f,t,t,f,t,f,f,f,t,b,s,s,m,c,i
p,o,n,t,n,h,d,f,f,f,f,f,f,t,t,t,c,m,l,o,c,i
r,n,n,a,d,p,e,t,f,t,f,f,f,f,f,t,b,m,l,o,c,i
p,n,s,b,n,c,a,f,f,f,f,f,f,f,f,f,c,l,s,o,o,i
r,u,n,a,d,c,d,f,t,t,f,f,f,f,t,t,c,l,l,m,c,i
p,o,m,h,e,t,d,t,f,f,f,f,f,f,t,t,c,l,l,m,?,i
p,u,n,t,d,c,c,t,f,f,f,f,f,t,t,t,b,m,i,m,c,i
p,f,m,d,e,s,e,f,f,f,f,f,f,f,t,f,a,l,i,o,?,i
r,n,n,t,d,s,d,f,f,t,f,f,f,f,f,t,b,m,s,o,c,i
r,u,m,t,d,h,f,f,f,t,f,f,f,f,t,t,c,m,s,o,o,i
r,n,n,h,e,s,e,f,f,f,f,f,f,f,t,f,a,m,s,m,?,i
r,n,n,v,d,c,f,f,t,f,f,f,t,f,f,t,a,l,s,o,?,i
r,u,n,r,n,p,b,f,f,t,f,f,t,f,t,t,c,m,s,o,o,i
p,f,n,v,n,s,e,f,f,f,f,f,f,f,f,t,a,s,i,m,o,i
p,u,n,a,e,t,f,t,t,f,t,f,f,f,f,t,b,s,s,m,o,i
r,n,n,v,e,c,a,f,t,t,f,f,f,t,t,f,b,m,l,o,o,i
p,u,s,t,d,t,c,f,t,f,f,f,f,f,t,t,b,m,l,o,o,i
r,k,n,v,d,s,f,f,t,f,t,f,f,f,t,t,b,s,s,o,o,i
p,f,n,d,d,h,c,f,f,f,t,t,f,f,f,t,a,m,s,m,c,i
p,u,m,d,e,c,c,f,f,t,t,f,f,f,t,t,b,l,i,o,?,i
r,n,m,v,n,c,e,f,f,t,f,f,f,f,f,f,a,l,s,o,?,i
p,f,n,r,d,t,e,t,f,t,f,f,t,f,f,t,b,m,i,m,o,i
p,f,n,b,d,p,a,f,t,t,t,f,f,f,f,t,b,l,s,o,o,i
r,o,n,a,d,s,c,f,f,t,t,t,f,f,t,t,a,m,l,o,c,i
r,u,n,d,e,h,c,f,t,t,f,f,f,f,f,t,a,l,s,m,o,i
p,f,n,r,d,c,a,f,f,f,f,f,f,f,f,t,a,m,s,m,o,i
r,n,m,a,d,s,a,f,f,f,t,f,t,f,t,t,b,m,s,o,c,i
r,n,m,v,d,t,e,f,f,f,f,f,f,t,f,t,b,m,i,o,?,i
r,u,n,t,d,c,e,f,f,f,f,f,t,t,f,t,a,l,s,m,c,i
p,u,n,v,e,p,f,t,t,f,f,f,t,t,t,f,a,m,s,m,c,i
p,u,n,v,n,t,f,f,f,f,f,f,t,f,f,f,c,l,s,o,?,i
r,n,n,t,d,s,f,f,t,f,f,f,f,t,f,f,a,s,i,m,c,i
r,n,n,t,d,h,a,f,f,t,f,f,f,f,f,t,c,m,i,o,c,i
p,f,m,v,d,c,c,f,t,t,t,t,f,f,t,f,a,s,s,o,c,i
p,f,n,t,n,p,a,f,f,f,f,f,f,f,f,t,b,m,i,o,o,i
p,n,s,h,e,c,d,f,f,f,f,t,t,f,f,t,c,s,l,o,?,i
r,k,n,t,e,s,f,f,t,t,t,f,f,f,f,t,c,m,s,o,?,i
r,n,n,t,e,c,a,f,t,f,f,f,f,t,t,t,b,m,s,o,o,i
r,k,n,t,n,s,c,f,t,f,f,f,f,t,f,t,c,m,i,o,c,i
r,n,n,v,d,h,c,t,t,t,f,f,f,f,f,t,c,s,i,m,o,i
r,n,n,b,d,t,a,f,t,t,f,f,f,f,f,t,a,m,i,o,o,i
r,n,n,d,d,s,e,f,f,f,f,f,f,t,f,f,a,l,i,o,o,i
r,u,n,h,e,s,c,f,f,t,t,f,f,f,t,t,b,m,s,m,o,i
p,f,m,r,d,h,c,t,f,t,f,f,f,f,f,t,b,m,l,o,c,i
p,u,s,t,n,p,f,f,t,f,t,f,f,f,t,f,b,m,s,o,c,i
r,n,n,t,e,s,b,t,f,f,t,f,f,f,f,t,a,m,i,o,o,i
r,n,n,d,n,s,c,f,f,t,t,f,f,f,f,t,a,l,i,o,o,i
r,n,n,t,n,h,e,f,t,t,f,f,f,f,t,t,b,m,s,o,o,i
p,k,n,d,e,c,c,f,f,f,f,f,f,f,t,f,a,s,l,o,?,i
p,n,f,d,n,s,d,f,f,f,f,f,f,f,f,f,b,s,s,o,c,i
p,f,n,r,e,p,c,f,t,f,t,f,t,f,t,f,b,s,s,o,c,i
p,o,m,r,d,p,b,f,t,f,f,f,f,f,f,f,b,s,s,o,c,i
p,u,s,h,e,h,a,t,f,f,t,f,f,f,f,f,b,l,s,m,o,i
r,n,m,v,n,s,e,f,t,t,t,f,f,t,f,t,c,m,s,m,o,i
p,k,n,r,n,h,b,f,f,f,t,f,f,f,f,f,a,s,s,m,o,i
p,n,n,a,e,s,f,f,t,f,t,f,t,f,f,f,a,m,i,o,o,i
r,n,n,b,d,h,a,f,t,f,f,f,t,t,f,f,b,l,i,m,o,i
p,f,n,a,n,c,f,t,f,f,f,f,t,f,f,f,c,s,s,o,?,i
p,k,f,d,d,s,f,f,t,f,f,f,f,f,f,t,c,s,s,o,c,i
p,f,n,r,e,s,a,f,t,f,f,f,f,f,t,t,a,s,i,o,o,i
r,n,n,v,e,s,d,t,f,f,f,f,f,f,t,f,c,s,i,m,o,i
p,u,n,t,e,s,e,t,f,t,t,f,f,f,t,t,a,s,s,o,c,i
r,u,n,d,d,s,d,f,f,f,t,f,f,f,f,t,b,m,s,o,o,i
p,n,n,a,e,h,f,f,f,t,t,f,t,f,f,t,a,m,i,o,c,i
r,u,m,v,d,c,a,f,f,t,f,f,f,f,f,t,a,m,l,m,o,i
r,n,m,t,d,s,f,t,t,f,t,f,f,t,t,t,c,l,l,o,c,i
p,f,n,d,d,h,d,f,t,f,f,t,f,f,t,t,b,s,s,o,o,i
p,u,n,r,e,t,b,t,t,t,t,f,f,f,f,f,a,l,s,o,?,i
p,o,n,a,d,h,c,t,t,f,f,f,f,f,f,f,a,m,s,o,o,i
p,o,n,a,d,p,b,f,t,t,f,t,t,f,f,t,a,s,i,o,?,i
p,n,m,a,n,h,c,f,f,t,f,f,f,f,f,f,a,s,s,o,o,i
p,o,m,a,e,s,a,f,f,f,f,f,t,f,f,t,b,m,i,o,o,i
p,f,s,t,n,s,e,t,t,t,f,f,f,f,t,t,a,m,i,o,c,i
r,n,m,b,e,c,c,f,f,f,f,f,f,f,t,f,a,l,i,o,c,i
r,n,n,a,d,p,c,t,f,f,f,f,t,t,f,f,b,s,i,o,?,i
p,o,m,a,n,h,f,f,t,f,t,f,t,f,f,t,b,m,i,m,?,i
r,k,m,v,d,h,f,f,t,f,t,f,f,f,f,t,a,m,i,m,?,i
p,k,s,a,n,h,e,f,f,f,t,f,f,f,f,f,c,l,s,m,?,i
p,u,n,t,d,s,a,f,t,f,t,f,f,f,f,f,c,m,s,o,o,i
p,f,m,d,n,s,f,t,t,t,f,f,t,f,t,t,b,m,i,o,c,i
r,n,n,a,e,t,a,t,f,f,f,f,f,f,f,t,b,l,s,o,c,i
p,n,m,r,n,s,c,f,f,f,f,f,f,f,f,f,b,m,l,o,c,i
r,k,s,d,d,h,f,f,f,f,f,f,f,f,t,f,b,m,i,o,o,i
p,o,s,v,e,c,a,f,t,t,f,f,f,f,f,t,a,s,s,o,o,i
r,k,n,b,d,h,a,f,f,f,f,f,f,f,t,f,b,l,i,o,o,i
r,k,n,b,n,t,d,t,t,f,f,f,f,f,f,t,c,l,s,m,?,i
p,f,m,d,d,s,c,f,t,t,t,f,f,t,f,t,b,m,i,o,?,i
p,f,m,d,e,p,c,f,t,f,f,f,t,f,f,t,c,l,i,m,o,i
p,o,s,t,e,s,e,f,t,f,f,f,f,f,f,t,a,l,i,o,o,i
r,n,n,r,e,s,f,f,f,f,t,f,f,f,f,f,a,s,i,o,o,i
p,f,m,d,n,h,f,f,t,f,f,t,f,f,f,t,c,m,l,o,o,i
r,k,m,v,e,p,a,f,t,f,f,f,f,f,t,t,b,m,s,m,o,i
r,n,n,t,d,h,d,f,f,f,f,f,f,f,t,t,b,m,l,m,c,i
p,f,n,a,n,s,f,f,t,f,t,f,f,f,f,t,a,m,l,m,o,i
p,f,m,b,e,h,b,f,f,t,f,f,f,f,f,t,b,m,i,m,o,i
p,k,n,t,e,s,c,f,f,t,t,f,f,t,t,f,a,m,i,m,c,i
p,o,m,r,d,p,a,f,t,f,f,t,f,f,t,t,c,s,i,m,c,i
p,n,n,b,e,t,a,f,t,f,f,f,f,f,f,f,a,m,l,o,?,i
r,n,n,a,n,c,a,f,t,t,f,f,f,f,f,t,c,s,s,o,o,i
r,n,n,a,n,h,d,f,f,f,f,f,f,f,f,t,c,l,s,o,o,i
p,n,f,d,n,h,d,t,f,t,f,f,f,f,f,t,b,m,l,m,o,i
p,f,m,d,e,h,a,f,f,f,f,f,f,f,f,t,b,m,i,o,?,i
r,o,m,v,d,s,d,f,f,f,f,f,f,f,f,f,b,m,s,m,?,i
p,f,m,d,e,h,a,f,f,t,t,f,f,t,t,t,b,s,s,o,?,i
