year,bank,baseBank,charter,charter2,atvType,assets_b,roa,nim,efficiency,npl,funding,book,region,sFlag,tFlag
2014,Cascade Capital Mkts,Cascade,Investment Bank,Broker-dealer,,133.205,1.803,2.911,55.35,0.791,Core,Retail loans,South,S,
2014,Cascade Capital Mkts,Cascade,Investment Bank,Broker-dealer,,131.759,1.778,2.958,54.67,0.642,Core,C&I loans,South,,
2015,Cascade Capital Mkts,Cascade,Investment Bank,Broker-dealer,,149.776,1.84,3.096,56.18,0.186,Wholesale,Retail loans,South,S,
2016,Cascade Capital Mkts,Cascade,Investment Bank,,,139.636,2.17,3.104,49.58,1.012,Wholesale,Retail loans,Midwest,S,
2017,Cascade Capital Mkts,Cascade,Investment Bank,,,160.631,1.957,3.099,54.99,0.34,Wholesale,Retail loans,South,,
2017,Cascade Capital Mkts,Cascade,Investment Bank,,,149.678,1.952,3.018,54.62,0.259,Wholesale,C&I loans,Midwest,S,
2017,Cascade Capital Mkts,Cascade,Investment Bank,,,157.847,2.014,3.006,55.05,0.398,Wholesale,Mortgage,Northeast,S,
2018,Cascade Capital Mkts,Cascade,Investment Bank,,,146.486,2.35,2.994,54.77,0.096,Wholesale,Retail loans,West,,
2018,Cascade Capital Mkts,Cascade,Investment Bank,,,151.229,2.369,2.957,53.81,0.198,Core,C&I loans,South,,
2019,Cascade Capital Mkts,Cascade,Investment Bank,,,162.386,1.98,3.028,57.96,0.241,Wholesale,Retail loans,Midwest,,
2019,Cascade Capital Mkts,Cascade,Investment Bank,,,169.479,2.064,2.986,54.24,0.371,Core,C&I loans,Midwest,S,
2020,Cascade Capital Mkts,Cascade,Investment Bank,,,170.669,1.777,2.891,57.98,0.577,Wholesale,Retail loans,West,,
2020,Cascade Capital Mkts,Cascade,Investment Bank,,,175.07,1.806,2.739,58.77,0.581,Wholesale,C&I loans,Northeast,,
2021,Cascade Capital Mkts,Cascade,Investment Bank,Broker-dealer,,177.551,1.764,2.781,59.06,0.737,Wholesale,Retail loans,West,,
2021,Cascade Capital Mkts,Cascade,Investment Bank,Broker-dealer,,163.407,1.637,2.62,58.39,0.703,Core,C&I loans,South,S,
2022,Cascade Capital Mkts,Cascade,Investment Bank,,,173.296,2.317,3.011,53.04,0.48,Wholesale,Retail loans,West,S,
2022,Cascade Capital Mkts,Cascade,Investment Bank,,,159.256,2.273,2.941,52.07,0.393,Wholesale,C&I loans,West,,
2023,Cascade Capital Mkts,Cascade,Investment Bank,Broker-dealer,,164.983,2.299,2.81,51.28,0.442,Wholesale,Retail loans,West,,
2023,Cascade Capital Mkts,Cascade,Investment Bank,Broker-dealer,,176.233,2.35,2.848,51.0,0.424,Wholesale,C&I loans,South,,
2024,Cascade Capital Mkts,Cascade,Investment Bank,,Hybrid-channel,177.34,2.252,2.741,50.92,0.335,Wholesale,Retail loans,Midwest,S,
2018,Northline Digital,Northline,Fintech / ILC,,Digital-only,8.1,2.496,4.041,49.04,0.071,Wholesale,Retail loans,West,,T
2018,Northline Digital,Northline,Fintech / ILC,,Digital-only,9.364,2.471,4.183,47.94,0.105,Core,C&I loans,Northeast,,
2018,Northline Digital,Northline,Fintech / ILC,,Digital-only,8.076,2.443,4.054,49.04,0.09,Core,Mortgage,Northeast,,
2019,Northline Digital,Northline,Fintech / ILC,,Digital-only,8.664,2.539,4.07,49.92,0.428,Core,Retail loans,Midwest,,
2019,Northline Digital,Northline,Fintech / ILC,,Digital-only,9.017,2.459,4.051,48.78,0.463,Core,C&I loans,South,,T
2020,Northline Digital,Northline,Fintech / ILC,,Digital-only,9.242,2.485,3.84,47.51,0.117,Wholesale,Retail loans,South,,
2021,Northline Digital,Northline,Fintech / ILC,,Digital-only,10.163,2.816,3.762,51.11,0.235,Wholesale,Retail loans,Midwest,,
2022,Northline Digital,Northline,Fintech / ILC,ILC affiliate,Digital-only,10.509,2.891,3.933,44.08,0.269,Wholesale,Retail loans,South,,
2023,Northline Digital,Northline,Fintech / ILC,ILC affiliate,Digital-only,12.038,2.743,3.811,41.81,0.069,Core,Retail loans,South,,
2023,Northline Digital,Northline,Fintech / ILC,ILC affiliate,Digital-only,11.353,2.725,3.796,42.07,0.098,Core,C&I loans,Midwest,,T
2024,Northline Digital,Northline,Fintech / ILC,,Digital-only,12.006,3.37,3.929,35.0,0.113,Wholesale,Retail loans,Midwest,,T
2016,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,3.855,2.066,4.091,44.07,0.695,Core,Retail loans,West,,T
2016,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,3.818,2.108,4.056,43.4,0.59,Core,C&I loans,West,,T
2017,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,4.016,2.474,4.127,40.39,0.601,Wholesale,Retail loans,Midwest,,T
2018,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,4.678,2.609,3.982,46.0,0.199,Wholesale,Retail loans,Northeast,,T
2018,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,4.197,2.546,3.875,46.7,0.215,Core,C&I loans,South,,
2018,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,4.574,2.616,3.938,45.0,0.261,Core,Mortgage,Midwest,,T
2019,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,4.412,3.066,3.884,39.52,0.516,Wholesale,Retail loans,West,,T
2019,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,4.995,3.035,3.837,41.7,0.342,Wholesale,C&I loans,Midwest,,T
2019,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,4.552,3.062,3.911,41.58,0.248,Wholesale,Mortgage,South,,
2020,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,5.361,2.543,3.679,48.94,0.389,Core,Retail loans,Midwest,,
2021,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,5.194,2.827,3.865,40.75,0.307,Core,Retail loans,Northeast,,T
2022,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,5.26,2.814,3.738,45.47,0.073,Wholesale,Retail loans,Midwest,,
2022,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,5.631,2.778,3.721,45.15,0.054,Core,C&I loans,Midwest,,T
2023,ByteLedger Bank,ByteLedger,Fintech / ILC,ILC affiliate,Digital-only,6.378,3.016,3.724,38.28,0.284,Core,Retail loans,Northeast,,T
2023,ByteLedger Bank,ByteLedger,Fintech / ILC,ILC affiliate,Digital-only,5.698,3.071,3.697,38.94,0.154,Core,C&I loans,South,,T
2023,ByteLedger Bank,ByteLedger,Fintech / ILC,ILC affiliate,Digital-only,5.86,3.114,3.718,37.21,0.308,Core,Mortgage,Northeast,,
2024,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,6.39,3.078,3.949,44.23,0.372,Wholesale,Retail loans,Midwest,,T
2024,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,5.887,3.112,3.926,41.8,0.479,Core,C&I loans,South,,
2015,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,12.023,2.084,4.105,50.5,0.511,Core,Retail loans,Northeast,,
2015,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,12.802,2.042,4.135,53.0,0.523,Core,C&I loans,South,,
2016,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,13.658,2.3,4.085,46.76,0.272,Wholesale,Retail loans,South,,
2016,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,13.488,2.471,4.057,46.93,0.18,Core,C&I loans,South,,T
2017,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,14.217,2.327,3.837,47.29,0.415,Core,Retail loans,West,,T
2018,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,15.024,2.634,4.095,44.0,0.325,Wholesale,Retail loans,West,,T
2019,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,14.701,2.788,4.223,43.74,0.291,Core,Retail loans,Northeast,,
2020,OpenRail ILC,OpenRail,Fintech / ILC,ILC affiliate,Digital-only,17.054,2.467,3.897,46.58,0.417,Core,Retail loans,South,,
2020,OpenRail ILC,OpenRail,Fintech / ILC,ILC affiliate,Digital-only,16.761,2.605,3.958,47.03,0.612,Core,C&I loans,Northeast,,T
2021,OpenRail ILC,OpenRail,Fintech / ILC,ILC affiliate,Digital-only,16.239,2.695,3.832,42.24,0.148,Wholesale,Retail loans,Midwest,,
2022,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,17.382,2.852,3.901,47.42,0.341,Core,Retail loans,Northeast,,
2022,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,18.816,2.929,3.933,47.15,0.245,Core,C&I loans,Midwest,,
2023,OpenRail ILC,OpenRail,Fintech / ILC,ILC affiliate,Digital-only,20.737,2.888,3.957,45.24,0.296,Wholesale,Retail loans,Northeast,,T
2023,OpenRail ILC,OpenRail,Fintech / ILC,ILC affiliate,Digital-only,19.925,2.911,3.832,46.58,0.262,Core,C&I loans,South,,
2024,OpenRail ILC,OpenRail,Fintech / ILC,ILC affiliate,Digital-only,20.116,3.108,3.813,42.58,0.5,Wholesale,Retail loans,Midwest,,
2016,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,0.507,2.429,4.173,42.32,0.191,Wholesale,Retail loans,South,,T
2017,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,0.57,2.364,4.29,45.19,0.538,Core,Retail loans,Midwest,,
2018,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,0.608,2.438,4.249,43.86,0.432,Core,Retail loans,Northeast,,T
2019,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,0.674,2.228,4.239,43.44,0.362,Wholesale,Retail loans,West,,T
2020,CloudMint Bank,CloudMint,Fintech / ILC,ILC affiliate,Digital-only,0.658,2.801,3.967,39.26,0.208,Wholesale,Retail loans,West,,
2021,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,0.79,2.776,3.753,40.69,0.573,Core,Retail loans,West,,T
2022,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,0.77,2.712,3.958,41.44,0.136,Wholesale,Retail loans,Northeast,,T
2022,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,0.8,2.638,3.926,42.85,0.141,Wholesale,C&I loans,Midwest,,T
2022,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,0.744,2.625,4.011,42.76,0.187,Core,Mortgage,Northeast,,T
2023,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,0.792,3.423,3.907,36.88,0.266,Wholesale,Retail loans,South,,
2023,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,0.848,3.311,3.953,37.1,0.312,Wholesale,C&I loans,South,,
2024,CloudMint Bank,CloudMint,Fintech / ILC,ILC affiliate,Digital-only,0.888,3.235,3.704,39.47,0.12,Wholesale,Retail loans,Midwest,,
2024,CloudMint Bank,CloudMint,Fintech / ILC,ILC affiliate,Digital-only,0.834,3.317,3.755,38.21,0.167,Wholesale,C&I loans,West,,
2015,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,2.176,2.044,4.223,49.17,0.359,Core,Retail loans,South,,
2016,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,2.338,2.614,3.934,40.79,0.242,Core,Retail loans,Midwest,,T
2016,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,2.379,2.639,4.016,40.52,0.303,Core,C&I loans,Northeast,,T
2017,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,2.521,2.486,4.125,44.89,0.413,Wholesale,Retail loans,South,,T
2017,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,2.774,2.395,4.18,44.44,0.296,,C&I loans,Northeast,,T
2018,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,2.832,2.252,4.334,48.35,0.139,Wholesale,Retail loans,Midwest,,
2019,Stripeway ILC,Stripeway,Fintech / ILC,ILC affiliate,Digital-only,2.964,2.652,4.05,44.19,0.61,Wholesale,Retail loans,South,,
2019,Stripeway ILC,Stripeway,Fintech / ILC,ILC affiliate,Digital-only,2.919,2.663,4.055,46.38,0.53,Wholesale,C&I loans,South,,T
2020,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,3.022,2.663,3.857,42.13,0.501,Wholesale,Retail loans,Midwest,,T
2020,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,3.2,2.643,3.9,45.31,0.488,Core,C&I loans,South,,T
2020,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,2.834,2.611,3.912,43.32,0.559,Core,Mortgage,West,,T
2021,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,3.103,2.595,3.896,46.78,0.37,Core,Retail loans,South,,T
2022,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,3.66,2.838,3.847,39.11,0.455,Wholesale,Retail loans,South,,
2023,Stripeway ILC,Stripeway,Fintech / ILC,ILC affiliate,Digital-only,3.543,2.853,3.679,47.36,0.05,Wholesale,Retail loans,Midwest,,
2023,Stripeway ILC,Stripeway,Fintech / ILC,ILC affiliate,Digital-only,3.525,2.892,3.799,47.35,0.072,Core,C&I loans,West,,
2023,Stripeway ILC,Stripeway,Fintech / ILC,ILC affiliate,Digital-only,3.485,2.867,3.793,46.13,0.134,Core,Mortgage,West,,T
2024,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,4.109,2.951,3.684,40.33,0.07,Core,Retail loans,West,,T
2024,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,4.044,2.993,3.741,41.53,0.107,Core,C&I loans,West,,
2014,Neon Branch,Neon,Fintech / ILC,,Digital-only,0.668,1.68,4.327,49.04,0.467,Wholesale,Retail loans,West,,T
2015,Neon Branch,Neon,Fintech / ILC,ILC affiliate,Digital-only,0.701,1.28,4.073,51.68,0.535,Core,Retail loans,Northeast,,T
2015,Neon Branch,Neon,Fintech / ILC,ILC affiliate,Digital-only,0.632,1.195,4.134,52.89,0.398,Core,C&I loans,Midwest,,T
2016,Neon Branch,Neon,Fintech / ILC,,Digital-only,0.691,2.299,3.939,44.86,0.467,Wholesale,Retail loans,South,,
2017,Neon Branch,Neon,Fintech / ILC,,Digital-only,0.738,2.601,4.211,44.03,0.477,Wholesale,Retail loans,West,,
2018,Neon Branch,Neon,Fintech / ILC,,Digital-only,0.813,2.506,4.111,45.91,0.766,Wholesale,Retail loans,Northeast,,
2019,Neon Branch,Neon,Fintech / ILC,,Digital-only,0.813,2.819,3.994,35.0,0.506,Wholesale,Retail loans,South,,T
2019,Neon Branch,Neon,Fintech / ILC,,Digital-only,0.861,2.797,4.058,35.0,0.516,Core,C&I loans,Northeast,,
2020,Neon Branch,Neon,Fintech / ILC,ILC affiliate,Digital-only,0.875,2.693,3.839,40.87,0.14,Wholesale,Retail loans,South,,
2021,Neon Branch,Neon,Fintech / ILC,ILC affiliate,Digital-only,0.923,3.177,3.922,35.0,0.136,Core,Retail loans,Northeast,,T
2021,Neon Branch,Neon,Fintech / ILC,ILC affiliate,Digital-only,1.014,3.265,4.063,35.0,0.307,Core,C&I loans,South,,T
2022,Neon Branch,Neon,Fintech / ILC,,Digital-only,1.086,2.885,3.91,40.14,0.296,Core,Retail loans,Midwest,,T
2022,Neon Branch,Neon,Fintech / ILC,,Digital-only,1.066,2.935,4.0,40.71,0.409,Core,C&I loans,Northeast,,
2023,Neon Branch,Neon,Fintech / ILC,,Digital-only,1.071,2.799,3.964,35.0,0.3,Core,Retail loans,Midwest,,T
2024,Neon Branch,Neon,Fintech / ILC,,Digital-only,1.127,2.924,3.97,41.42,0.171,Wholesale,Retail loans,South,,
2014,Northline Digital,Northline,Fintech / ILC,,Digital-only,11.757,1.708,3.902,48.18,0.584,Core,Cards,Northeast,,T
2014,Northline Digital,Northline,Fintech / ILC,ILC affiliate,Digital-only,11.831,1.67,4.094,50.09,0.316,Core,Retail loans,West,,
2014,Northline Digital,Northline,Fintech / ILC,,Digital-only,11.732,1.726,3.847,48.81,0.466,Wholesale,Treasury,South,,
2015,Northline Digital,Northline,Fintech / ILC,,Digital-only,13.303,1.775,3.904,45.57,0.556,Wholesale,Cards,West,,T
2015,Northline Digital,Northline,Fintech / ILC,,Digital-only,12.391,1.804,4.122,48.19,0.327,Core,Retail loans,Northeast,,T
2015,Northline Digital,Northline,Fintech / ILC,,Digital-only,13.332,1.761,4.5,50.29,0.33,Wholesale,Treasury,South,,T
2016,Northline Digital,Northline,Fintech / ILC,,Digital-only,13.9,1.965,4.388,45.97,0.47,Core,Cards,South,,
2016,Northline Digital,Northline,Fintech / ILC,ILC affiliate,Digital-only,13.965,1.984,4.329,44.03,0.371,Wholesale,Retail loans,Northeast,,
2016,Northline Digital,Northline,Fintech / ILC,,Digital-only,13.194,2.012,4.238,47.02,0.413,Wholesale,Treasury,West,,
2017,Northline Digital,Northline,Fintech / ILC,ILC affiliate,Digital-only,16.411,1.999,3.877,47.97,0.406,Wholesale,Cards,Northeast,,T
2017,Northline Digital,Northline,Fintech / ILC,,Digital-only,15.142,1.987,4.31,47.98,0.508,Wholesale,Retail loans,South,,T
2017,Northline Digital,Northline,Fintech / ILC,,Digital-only,15.721,1.942,4.133,54.73,0.367,Core,Treasury,Northeast,,
2018,Northline Digital,Northline,Fintech / ILC,,Digital-only,17.172,2.31,4.204,44.9,0.442,Core,Cards,South,,T
2018,Northline Digital,Northline,Fintech / ILC,,Digital-only,17.335,2.269,4.118,46.23,0.438,Core,Retail loans,South,,T
2018,Northline Digital,Northline,Fintech / ILC,ILC affiliate,Digital-only,15.861,2.322,3.751,50.27,0.365,Wholesale,Treasury,Northeast,,
2019,Northline Digital,Northline,Fintech / ILC,,Digital-only,17.503,2.465,4.068,45.07,0.56,Wholesale,Cards,Northeast,,
2019,Northline Digital,Northline,Fintech / ILC,,Digital-only,18.924,2.385,4.351,47.54,0.547,Wholesale,Retail loans,South,,
2019,Northline Digital,Northline,Fintech / ILC,,Digital-only,17.901,2.604,4.025,47.1,0.312,Wholesale,Treasury,South,,T
2020,Northline Digital,Northline,Fintech / ILC,,Digital-only,17.223,2.258,4.381,43.64,0.429,Wholesale,Cards,Northeast,,
2020,Northline Digital,Northline,Fintech / ILC,,Digital-only,19.175,2.259,4.191,46.38,0.436,Core,Retail loans,South,,
2020,Northline Digital,Northline,Fintech / ILC,ILC affiliate,Digital-only,20.213,2.343,4.093,46.68,0.399,Wholesale,Treasury,Northeast,,T
2021,Northline Digital,Northline,Fintech / ILC,ILC affiliate,Digital-only,18.728,2.574,3.987,43.85,0.545,Core,Cards,Northeast,,T
2021,Northline Digital,Northline,Fintech / ILC,ILC affiliate,Digital-only,21.728,2.61,4.284,46.63,0.601,Wholesale,Retail loans,South,,T
2021,Northline Digital,Northline,Fintech / ILC,,Digital-only,21.815,2.662,3.871,42.93,0.532,Wholesale,Treasury,West,,
2022,Northline Digital,Northline,Fintech / ILC,ILC affiliate,Digital-only,22.926,2.807,4.109,47.26,0.454,Wholesale,Cards,West,,
2022,Northline Digital,Northline,Fintech / ILC,,Digital-only,19.649,2.826,4.088,49.22,0.351,Wholesale,Retail loans,West,,
2022,Northline Digital,Northline,Fintech / ILC,,Digital-only,23.055,2.723,4.171,49.02,0.653,Core,Treasury,West,,T
2023,Northline Digital,Northline,Fintech / ILC,,Digital-only,23.591,2.837,4.084,48.24,0.421,Core,Cards,South,,T
2023,Northline Digital,Northline,Fintech / ILC,,Digital-only,23.052,2.62,3.45,46.41,0.583,Core,Retail loans,South,,T
2023,Northline Digital,Northline,Fintech / ILC,ILC affiliate,Digital-only,24.075,2.782,4.089,48.12,0.531,Core,Treasury,West,,T
2024,Northline Digital,Northline,Fintech / ILC,,Digital-only,25.059,2.831,3.846,47.59,0.449,Core,Cards,West,,
2024,Northline Digital,Northline,Fintech / ILC,,Digital-only,26.067,2.774,3.577,48.75,0.444,Core,Retail loans,Northeast,,T
2024,Northline Digital,Northline,Fintech / ILC,ILC affiliate,Digital-only,24.649,2.839,4.167,47.98,0.603,Core,Treasury,West,,
2014,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,20.265,1.853,4.143,47.24,0.43,Core,Cards,West,,
2014,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,18.733,1.798,3.973,52.81,0.501,Wholesale,Retail loans,South,,
2014,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,20.471,1.813,4.055,47.34,0.461,Core,Treasury,West,,T
2015,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,22.274,1.738,4.405,47.06,0.39,Wholesale,Cards,South,,T
2015,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,19.383,1.671,4.059,44.87,0.482,Wholesale,Retail loans,South,,T
2015,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,20.361,1.778,4.405,48.78,0.505,Wholesale,Treasury,Northeast,,T
2016,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,20.327,1.814,3.912,45.43,0.4,Core,Cards,West,,T
2016,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,21.029,1.713,4.092,48.62,0.442,Core,Retail loans,Northeast,,T
2016,ByteLedger Bank,ByteLedger,Fintech / ILC,ILC affiliate,Digital-only,20.283,1.768,3.711,43.77,0.535,Wholesale,Treasury,South,,
2017,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,21.361,1.854,4.552,48.65,0.372,Wholesale,Cards,South,,
2017,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,24.751,1.711,4.322,51.19,0.558,Wholesale,Retail loans,South,,T
2017,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,21.95,1.776,3.84,43.67,0.529,Wholesale,Treasury,Northeast,,T
2018,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,26.698,1.951,4.025,51.09,0.471,Core,Cards,West,,
2018,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,26.136,1.768,4.37,49.79,0.584,Core,Retail loans,West,,T
2018,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,22.73,2.047,3.971,48.49,0.283,Wholesale,Treasury,South,,
2019,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,27.244,2.029,4.0,46.62,0.445,Core,Cards,South,,
2019,ByteLedger Bank,ByteLedger,Fintech / ILC,ILC affiliate,Digital-only,25.291,2.108,4.277,43.41,0.45,Core,Retail loans,Northeast,,
2019,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,26.747,2.232,3.944,49.16,0.427,Wholesale,Treasury,Northeast,,T
2020,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,28.624,2.502,4.11,50.88,0.359,Wholesale,Cards,West,,
2020,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,28.512,2.366,4.088,51.32,0.298,Core,Retail loans,South,,
2020,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,28.358,2.453,4.217,45.73,0.493,Core,Treasury,West,,T
2021,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,31.335,2.333,4.149,47.91,0.466,Core,Cards,Northeast,,
2021,ByteLedger Bank,ByteLedger,Fintech / ILC,ILC affiliate,Digital-only,33.093,2.257,3.898,44.0,0.525,Core,Retail loans,West,,
2021,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,32.485,2.469,3.536,49.58,0.342,Wholesale,Treasury,West,,
2022,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,35.086,2.5,4.02,45.39,0.261,Core,Cards,South,,T
2022,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,31.395,2.344,4.087,47.88,0.579,Core,Retail loans,West,,T
2022,ByteLedger Bank,ByteLedger,Fintech / ILC,ILC affiliate,Digital-only,30.137,2.375,4.088,44.87,0.511,Wholesale,Treasury,Northeast,,T
2023,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,38.288,2.734,3.99,48.7,0.45,Wholesale,Cards,Northeast,,
2023,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,32.771,2.587,4.118,48.45,0.434,Wholesale,Retail loans,Northeast,,T
2023,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,31.953,2.708,4.118,44.39,0.474,Wholesale,Treasury,Northeast,,T
2024,ByteLedger Bank,ByteLedger,Fintech / ILC,ILC affiliate,Digital-only,38.657,2.871,4.149,48.85,0.488,Core,Cards,Northeast,,
2024,ByteLedger Bank,ByteLedger,Fintech / ILC,,Digital-only,34.368,2.851,3.797,49.61,0.567,Core,Retail loans,Northeast,,T
2024,ByteLedger Bank,ByteLedger,Fintech / ILC,ILC affiliate,Digital-only,34.24,2.632,4.175,43.52,0.32,Core,Treasury,South,,
2014,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,11.065,1.732,4.052,44.22,0.381,Wholesale,Cards,South,,
2014,OpenRail ILC,OpenRail,Fintech / ILC,ILC affiliate,Digital-only,10.474,1.736,4.246,49.75,0.557,Core,Retail loans,South,,T
2014,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,11.854,1.609,4.216,47.83,0.481,Wholesale,Treasury,Northeast,,
2015,OpenRail ILC,OpenRail,Fintech / ILC,ILC affiliate,Digital-only,11.673,1.762,4.176,46.2,0.449,Core,Cards,Northeast,,T
2015,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,11.104,1.745,4.44,51.41,0.481,Core,Retail loans,South,,T
2015,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,12.131,1.847,4.068,47.85,0.47,Core,Treasury,West,,T
2016,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,12.804,2.145,4.257,51.14,0.299,Core,Cards,West,,
2016,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,12.963,2.2,4.199,46.57,0.553,Wholesale,Retail loans,Northeast,,T
2016,OpenRail ILC,OpenRail,Fintech / ILC,ILC affiliate,Digital-only,13.009,2.177,3.96,50.03,0.476,Core,Treasury,West,,T
2017,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,12.801,2.294,4.548,54.0,0.456,Wholesale,Cards,West,,T
2017,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,12.819,2.207,4.19,45.51,0.285,Core,Retail loans,South,,T
2017,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,13.044,2.247,4.033,49.5,0.361,Core,Treasury,Northeast,,T
2018,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,15.265,2.322,4.056,50.1,0.29,Wholesale,Cards,Northeast,,
2018,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,13.902,2.407,4.511,47.3,0.413,Wholesale,Retail loans,Northeast,,
2018,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,15.174,2.504,4.442,49.7,0.518,Wholesale,Treasury,South,,
2019,OpenRail ILC,OpenRail,Fintech / ILC,ILC affiliate,Digital-only,15.509,2.244,3.762,49.1,0.376,Wholesale,Cards,Northeast,,
2019,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,16.834,2.368,4.151,51.33,0.648,Core,Retail loans,South,,
2019,OpenRail ILC,OpenRail,Fintech / ILC,ILC affiliate,Digital-only,16.95,2.277,3.7,49.03,0.299,Core,Treasury,Northeast,,
2020,OpenRail ILC,OpenRail,Fintech / ILC,ILC affiliate,Digital-only,16.43,2.324,3.763,47.91,0.635,Wholesale,Cards,West,,T
2020,OpenRail ILC,OpenRail,Fintech / ILC,ILC affiliate,Digital-only,16.59,2.368,4.086,47.13,0.459,Wholesale,Retail loans,West,,
2020,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,16.519,2.555,4.086,47.28,0.503,Core,Treasury,South,,T
