row_id,loan_id,credit_score,annual_income,employment_years,home_ownership,loan_purpose,loan_amount,term_months,verified_income,delinq_2yr,dti,interest_rate,loan_status
3858,LN102429,808,48700.0,3.3,RENT,major_purchase,5900.0,36,Source Verified,0,1.3,10.74,Charged Off
3859,LN103639,603,102900.0,1.6,MORTGAGE,home_improvement,4100.0,60,Not Verified,1,4.8,16.26,Charged Off
3860,LN103865,619,43200.0,13.6,RENT,small_business,4000.0,36,Not Verified,0,19.7,15.97,Charged Off
3861,LN100966,673,29200.0,7.5,MORTGAGE,debt_consolidation,10400.0,36,Source Verified,1,20.9,14.87,Current
3862,LN102225,705,53700.0,12.1,OWN,other,4400.0,60,Verified,1,6.4,14.89,Current
3863,LN103271,669,76500.0,3.1,MORTGAGE,major_purchase,25400.0,36,Source Verified,0,17.9,13.22,Fully Paid
3864,LN102598,566,53600.0,3.6,RENT,other,14100.0,36,Source Verified,2,8.1,17.58,Fully Paid
3865,LN104992,653,34900.0,6.4,MORTGAGE,other,19800.0,60,Not Verified,0,6.8,15.43,Current
3866,LN100237,679,58500.0,1.1,RENT,debt_consolidation,17400.0,36,Source Verified,0,14.5,15.69,Fully Paid
3867,LN103983,601,36500.0,2.3,MORTGAGE,debt_consolidation,7200.0,60,Source Verified,0,59.4,16.92,Charged Off
3868,LN104050,748,29800.0,12.9,RENT,debt_consolidation,19400.0,60,Verified,0,2.4,13.41,Current
3869,LN102333,688,67900.0,1.1,MORTGAGE,debt_consolidation,12400.0,36,Source Verified,1,9.7,14.24,Charged Off
3870,LN101018,668,44200.0,7.2,RENT,major_purchase,13300.0,36,Not Verified,1,18.5,13.59,Fully Paid
3871,LN102345,627,72700.0,3.7,MORTGAGE,small_business,22100.0,36,Source Verified,0,16.2,17.09,Charged Off
3872,LN104739,0,43200.0,1.6,RENT,debt_consolidation,12200.0,36,Not Verified,0,7.5,14.06,Fully Paid
3873,LN104216,769,82100.0,4.2,RENT,debt_consolidation,23000.0,36,Verified,3,12.0,14.4,Current
3874,LN105128,707,51400.0,2.1,MORTGAGE,debt_consolidation,24300.0,60,Verified,0,27.9,16.47,Charged Off
3875,LN101145,735,147800.0,3.2,MORTGAGE,medical,4900.0,36,Verified,0,1.2,9.31,Current
3876,LN102817,741,39200.0,7.2,RENT,major_purchase,4100.0,36,Source Verified,0,3.5,10.44,Current
3877,LN100639,724,47000.0,99.0,RENT,major_purchase,6300.0,60,Source Verified,0,14.2,13.81,Fully Paid
3878,LN100305,622,-1.0,6.8,MORTGAGE,debt_consolidation,7200.0,36,Source Verified,1,0.0,11.02,Fully Paid
3879,LN103644,672,103400.0,6.7,OTHER,major_purchase,14600.0,36,Verified,0,4.4,9.48,Fully Paid
3880,LN104733,544,52500.0,12.7,MORTGAGE,credit_card,8400.0,36,Not Verified,1,7.7,16.76,Charged Off
3881,LN104895,684,73300.0,0.5,MORTGAGE,credit_card,9500.0,36,Verified,0,9.7,10.91,Fully Paid
3882,LN103579,603,46700.0,0.7,RENT,debt_consolidation,22000.0,36,Source Verified,0,8.9,15.34,Current
3883,LN104448,781,64500.0,2.9,RENT,debt_consolidation,4200.0,60,Source Verified,1,12.5,13.47,Fully Paid
3884,LN102953,526,71900.0,2.5,MORTGAGE,credit_card,10200.0,36,Not Verified,0,4.7,14.03,Charged Off
3885,LN104614,654,46500.0,8.8,OWN,other,3600.0,60,Verified,0,14.8,13.95,Charged Off
3886,LN101453,664,38500.0,10.6,MORTGAGE,debt_consolidation,8100.0,36,Not Verified,2,13.3,16.37,Current
3887,LN104652,0,104900.0,2.9,RENT,credit_card,5900.0,36,Source Verified,0,1.8,11.95,Fully Paid
3888,LN102491,644,84800.0,6.6,RENT,other,9200.0,60,Source Verified,0,9.4,16.22,Fully Paid
3889,LN104985,717,29200.0,3.4,RENT,debt_consolidation,4400.0,36,Not Verified,0,27.5,11.04,Current
3890,LN101495,618,96000.0,6.8,OWN,credit_card,9100.0,36,Not Verified,0,5.8,10.84,Fully Paid
3891,LN100889,579,94100.0,4.5,RENT,medical,8100.0,36,Verified,1,3.1,13.91,Current
3892,LN104667,742,65400.0,3.8,RENT,major_purchase,31000.0,60,Not Verified,1,8.1,14.33,Fully Paid
3893,LN102537,585,43700.0,5.1,RENT,small_business,4000.0,36,Source Verified,0,26.6,16.42,Fully Paid
3894,LN101480,719,64900.0,2.3,MORTGAGE,credit_card,13400.0,36,Not Verified,0,9.3,13.13,Current
3895,LN101426,744,91100.0,8.7,MORTGAGE,credit_card,15800.0,36,Not Verified,0,6.3,9.09,Fully Paid
3896,LN101513,560,57900.0,5.1,MORTGAGE,home_improvement,4800.0,60,Not Verified,1,16.3,15.34,Fully Paid
3897,LN100653,618,28600.0,3.2,MORTGAGE,home_improvement,6500.0,36,Not Verified,0,32.0,12.83,Fully Paid
3898,LN101500,653,-1.0,3.7,RENT,debt_consolidation,12000.0,36,Source Verified,0,0.0,12.66,Charged Off
3899,LN103406,736,102600.0,2.2,MORTGAGE,major_purchase,19600.0,36,Source Verified,1,5.0,11.59,Current
3900,LN103372,594,97700.0,8.0,RENT,debt_consolidation,13800.0,36,Not Verified,0,13.7,16.78,Current
3901,LN100630,795,17800.0,6.6,MORTGAGE,home_improvement,6700.0,36,Verified,0,10.2,10.03,Fully Paid
3902,LN101234,711,40500.0,8.6,MORTGAGE,major_purchase,12400.0,36,Not Verified,1,19.9,11.77,Charged Off
3903,LN104571,797,76200.0,99.0,RENT,debt_consolidation,8000.0,60,Verified,0,12.9,12.02,Current
3904,LN103771,603,65100.0,6.8,MORTGAGE,debt_consolidation,3100.0,36,Not Verified,0,6.2,13.55,Fully Paid
3905,LN102922,607,34700.0,2.4,OWN,debt_consolidation,5900.0,36,Verified,0,10.1,15.76,Charged Off
3906,LN104723,667,107700.0,99.0,MORTGAGE,major_purchase,13500.0,36,Verified,1,1.0,13.91,Current
3907,LN101578,546,57100.0,3.0,RENT,other,15600.0,36,Source Verified,0,11.3,15.62,Fully Paid
3908,LN104484,694,56000.0,99.0,MORTGAGE,debt_consolidation,12000.0,36,Verified,0,24.2,12.76,Fully Paid
3909,LN101803,663,60700.0,14.8,MORTGAGE,small_business,13300.0,60,Verified,0,8.4,16.37,Fully Paid
3910,LN104203,828,50800.0,99.0,MORTGAGE,credit_card,8500.0,36,Source Verified,1,1.4,8.5,Fully Paid
3911,LN100785,706,103900.0,4.4,RENT,credit_card,18300.0,36,Source Verified,0,3.3,13.63,Charged Off
3912,LN104782,635,34500.0,5.2,OWN,credit_card,10500.0,60,Not Verified,1,8.3,16.4,Charged Off
3913,LN104941,656,70500.0,2.3,MORTGAGE,credit_card,5600.0,36,Verified,0,7.7,14.93,Current
3914,LN103060,0,72800.0,99.0,RENT,debt_consolidation,18400.0,36,Source Verified,0,6.6,13.82,Current
3915,LN103277,553,106200.0,1.9,RENT,home_improvement,10500.0,36,Verified,0,6.6,18.06,Fully Paid
3916,LN101103,724,-1.0,17.4,RENT,debt_consolidation,11300.0,60,Verified,0,0.0,13.66,Current
3917,LN100566,680,48600.0,4.8,MORTGAGE,debt_consolidation,7100.0,36,Verified,1,0.9,13.44,Fully Paid
3918,LN103513,760,81000.0,5.2,MORTGAGE,credit_card,15000.0,36,Not Verified,0,15.2,13.01,Charged Off
3919,LN101661,618,40200.0,5.5,MORTGAGE,debt_consolidation,17500.0,36,Source Verified,0,27.3,14.94,Current
3920,LN101164,626,65300.0,5.8,RENT,major_purchase,8300.0,60,Verified,0,15.1,15.09,Fully Paid
3921,LN103841,684,47400.0,5.0,MORTGAGE,debt_consolidation,23300.0,36,Source Verified,0,37.0,14.02,Charged Off
3922,LN101020,712,40200.0,4.1,RENT,credit_card,11500.0,36,Source Verified,0,9.7,12.21,Fully Paid
3923,LN102417,649,42500.0,9.5,RENT,debt_consolidation,3200.0,60,Not Verified,0,8.8,14.45,Fully Paid
3924,LN102818,739,46800.0,99.0,RENT,debt_consolidation,6700.0,36,Verified,0,8.2,11.43,Charged Off
3925,LN101611,674,62000.0,17.4,RENT,credit_card,10100.0,60,Verified,0,14.6,14.02,Fully Paid
3926,LN104865,696,58300.0,3.7,RENT,debt_consolidation,19900.0,36,Source Verified,0,7.4,12.72,Current
3927,LN100568,726,183500.0,3.8,OWN,credit_card,12000.0,60,Verified,1,6.1,10.73,Fully Paid
3928,LN102037,755,51600.0,3.4,RENT,debt_consolidation,11500.0,60,Not Verified,0,5.8,14.54,Fully Paid
3929,LN101569,587,86700.0,9.2,OWN,credit_card,5500.0,60,Source Verified,0,7.5,14.3,Fully Paid
3930,LN104138,624,23800.0,5.0,MORTGAGE,home_improvement,14400.0,60,Verified,1,65.0,17.57,Fully Paid
3931,LN100825,692,33200.0,3.6,OWN,other,10900.0,36,Source Verified,2,7.9,14.19,Charged Off
3932,LN101159,598,50900.0,5.8,OWN,small_business,7300.0,36,Source Verified,1,10.1,17.39,Fully Paid
3933,LN100095,596,58200.0,99.0,RENT,major_purchase,8100.0,60,Source Verified,0,1.9,15.88,Fully Paid
3934,LN101351,727,54200.0,6.7,MORTGAGE,credit_card,8800.0,36,Source Verified,0,6.9,12.21,Fully Paid
3935,LN100222,701,65000.0,13.1,MORTGAGE,debt_consolidation,17100.0,36,Source Verified,0,8.4,11.36,Charged Off
3936,LN101796,669,44400.0,10.0,RENT,home_improvement,3500.0,60,Source Verified,1,2.4,14.14,Fully Paid
3937,LN102699,634,69600.0,5.1,MORTGAGE,home_improvement,7800.0,36,Source Verified,1,9.6,14.46,Charged Off
3938,LN101142,560,53200.0,99.0,RENT,credit_card,12500.0,60,Not Verified,1,11.4,19.96,Charged Off
3939,LN103244,722,57900.0,1.4,RENT,debt_consolidation,33100.0,60,Verified,0,22.5,14.51,Current
3940,LN104640,789,40900.0,2.7,MORTGAGE,major_purchase,13400.0,36,Source Verified,0,7.9,11.34,Fully Paid
3941,LN102089,720,32800.0,8.6,RENT,credit_card,9100.0,60,Source Verified,0,4.4,12.57,Charged Off
3942,LN104373,805,94300.0,2.5,RENT,debt_consolidation,9100.0,60,Verified,1,2.0,12.02,Fully Paid
3943,LN100964,688,35800.0,6.0,OWN,major_purchase,9900.0,36,Source Verified,1,33.3,15.05,Charged Off
3944,LN100899,590,41900.0,2.2,RENT,debt_consolidation,10200.0,36,Source Verified,0,25.2,16.9,Charged Off
3945,LN100249,614,64200.0,8.5,MORTGAGE,credit_card,17800.0,60,Source Verified,0,8.6,15.28,Current
3946,LN103796,582,56600.0,8.2,RENT,major_purchase,17500.0,60,Verified,1,5.8,17.9,Charged Off
3947,LN101804,696,57600.0,99.0,MORTGAGE,home_improvement,7300.0,36,Source Verified,1,10.3,11.72,Current
3948,LN102912,690,98900.0,1.0,MORTGAGE,debt_consolidation,17700.0,36,Source Verified,0,2.6,12.58,Current
3949,LN102781,647,72600.0,4.7,MORTGAGE,major_purchase,17500.0,60,Verified,1,6.7,14.03,Current
3950,LN104812,0,43800.0,1.8,MORTGAGE,debt_consolidation,7000.0,60,Verified,0,15.2,15.2,Fully Paid
3951,LN100461,636,45000.0,4.8,RENT,major_purchase,5700.0,36,Not Verified,1,13.0,15.96,Charged Off
3952,LN103547,758,27300.0,3.4,MORTGAGE,home_improvement,24200.0,60,Source Verified,0,15.2,13.83,Fully Paid
3953,LN102682,755,51100.0,14.4,OWN,major_purchase,21000.0,36,Verified,0,16.5,8.99,Charged Off
3954,LN104634,710,75000.0,14.3,OWN,home_improvement,13900.0,36,Source Verified,0,11.4,10.67,Fully Paid
3955,LN104391,773,81300.0,5.8,MORTGAGE,debt_consolidation,7900.0,36,Verified,0,11.6,10.51,Current
3956,LN102231,620,44100.0,2.4,OWN,debt_consolidation,6600.0,60,Verified,1,31.3,16.41,Fully Paid
3957,LN104274,716,93100.0,1.2,MORTGAGE,credit_card,7300.0,36,Source Verified,1,5.0,11.9,Current
3958,LN103956,641,-1.0,3.8,OTHER,debt_consolidation,12300.0,36,Source Verified,1,0.0,12.59,Fully Paid
3959,LN101963,675,50200.0,7.6,MORTGAGE,home_improvement,10700.0,36,Not Verified,1,4.4,11.94,Charged Off
3960,LN103549,727,69900.0,1.3,MORTGAGE,debt_consolidation,9200.0,36,Not Verified,0,3.1,12.39,Charged Off
3961,LN100888,527,43600.0,3.7,RENT,debt_consolidation,17500.0,36,Verified,0,13.7,17.35,Charged Off
3962,LN100711,736,63500.0,6.8,MORTGAGE,debt_consolidation,7900.0,36,Source Verified,1,0.9,9.82,Fully Paid
3963,LN103312,679,48600.0,16.4,RENT,credit_card,22900.0,36,Not Verified,0,5.9,11.36,Current
3964,LN102245,650,82200.0,3.6,RENT,credit_card,12100.0,36,Source Verified,0,5.4,14.99,Fully Paid
3965,LN102349,739,-1.0,13.7,RENT,debt_consolidation,9800.0,60,Not Verified,0,0.0,17.51,Charged Off
3966,LN102341,678,83000.0,5.6,MORTGAGE,credit_card,21100.0,36,Not Verified,3,5.4,17.14,Fully Paid
3967,LN100491,714,75300.0,6.2,RENT,credit_card,10700.0,36,Verified,1,18.4,12.55,Charged Off
3968,LN103231,788,94200.0,2.3,RENT,debt_consolidation,31100.0,36,Verified,0,17.1,12.8,Current
3969,LN102701,618,57100.0,7.7,MORTGAGE,small_business,11700.0,60,Source Verified,0,5.6,17.19,Current
3970,LN102775,850,39800.0,4.3,RENT,home_improvement,14000.0,60,Verified,1,23.4,12.71,Charged Off
3971,LN102972,688,49100.0,13.7,MORTGAGE,debt_consolidation,5600.0,36,Not Verified,1,5.4,10.96,Current
3972,LN100123,778,72100.0,12.4,OTHER,credit_card,7800.0,36,Verified,0,11.9,11.99,Fully Paid
3973,LN102332,707,60500.0,12.1,RENT,other,6000.0,36,Source Verified,1,5.6,13.27,Charged Off
3974,LN102806,802,41800.0,13.5,RENT,small_business,8000.0,60,Verified,1,1.6,12.13,Charged Off
3975,LN103720,693,41800.0,8.0,MORTGAGE,home_improvement,10400.0,60,Verified,0,17.3,14.24,Charged Off
3976,LN100617,0,58600.0,3.6,RENT,home_improvement,5700.0,36,Not Verified,2,17.0,15.18,Charged Off
3977,LN103963,660,41900.0,5.5,RENT,debt_consolidation,7900.0,36,Source Verified,0,2.6,13.54,Current
3978,LN101561,699,37100.0,12.6,MORTGAGE,debt_consolidation,5200.0,36,Not Verified,1,3.6,9.43,Fully Paid
3979,LN104847,731,86400.0,4.5,MORTGAGE,other,12500.0,36,Verified,0,6.7,10.78,Fully Paid
3980,LN103516,719,103900.0,11.1,MORTGAGE,major_purchase,4800.0,36,Verified,1,5.1,11.47,Fully Paid
3981,LN101149,757,76200.0,11.3,MORTGAGE,major_purchase,15700.0,60,Source Verified,0,6.3,10.23,Fully Paid
3982,LN103939,786,26000.0,99.0,MORTGAGE,major_purchase,10000.0,60,Not Verified,0,17.5,12.59,Fully Paid
3983,LN101976,567,55800.0,1.6,MORTGAGE,other,23400.0,36,Not Verified,0,0.3,16.45,Charged Off
3984,LN102733,660,-1.0,5.5,RENT,debt_consolidation,7800.0,36,Source Verified,0,0.0,15.98,Charged Off
3985,LN103918,704,37100.0,8.3,MORTGAGE,debt_consolidation,11100.0,36,Not Verified,0,29.4,15.45,Current
3986,LN100561,712,62400.0,10.1,MORTGAGE,home_improvement,2900.0,60,Source Verified,0,7.3,8.79,Fully Paid
3987,LN104998,693,25000.0,6.6,RENT,debt_consolidation,9100.0,36,Verified,0,15.6,14.12,Fully Paid
3988,LN101697,844,119700.0,7.1,RENT,debt_consolidation,9800.0,60,Not Verified,0,7.3,11.56,Current
3989,LN100764,712,43600.0,7.2,RENT,credit_card,18200.0,36,Source Verified,2,15.7,17.66,Fully Paid
3990,LN102154,705,38700.0,13.2,MORTGAGE,debt_consolidation,4800.0,60,Verified,1,28.1,13.95,Fully Paid
3991,LN100695,639,50500.0,2.8,RENT,small_business,6000.0,36,Verified,0,31.8,15.86,Charged Off
3992,LN103524,630,-1.0,2.5,MORTGAGE,debt_consolidation,9500.0,36,Not Verified,0,0.0,13.54,Current
3993,LN101266,636,50900.0,4.7,RENT,debt_consolidation,4500.0,36,Not Verified,0,7.7,12.33,Charged Off
3994,LN101950,694,53100.0,10.4,MORTGAGE,medical,17400.0,60,Verified,0,5.6,13.88,Current
3995,LN104122,625,30100.0,14.2,RENT,debt_consolidation,5400.0,36,Verified,1,9.2,15.45,Charged Off
3996,LN104964,648,73200.0,4.1,RENT,credit_card,4700.0,60,Source Verified,0,8.6,14.36,Fully Paid
3997,LN102820,590,67400.0,2.5,RENT,debt_consolidation,12900.0,36,Verified,0,10.3,12.93,Current
3998,LN103907,622,55200.0,11.6,RENT,debt_consolidation,14200.0,36,Verified,0,8.6,14.43,Charged Off
3999,LN102108,638,86900.0,2.9,OWN,medical,19900.0,36,Source Verified,1,8.4,13.98,Fully Paid
4000,LN102298,657,53700.0,2.3,OTHER,major_purchase,7700.0,36,Verified,1,10.6,14.15,Charged Off
4001,LN102202,696,49100.0,3.6,RENT,small_business,5100.0,36,Source Verified,0,7.2,14.6,Charged Off
4002,LN102019,721,36500.0,3.7,RENT,credit_card,20700.0,36,Verified,0,3.2,10.3,Fully Paid
4003,LN104238,685,67100.0,7.4,RENT,credit_card,12600.0,60,Source Verified,1,13.6,17.04,Charged Off
4004,LN104115,650,25800.0,4.2,MORTGAGE,debt_consolidation,8200.0,36,Verified,0,20.9,12.45,Current
4005,LN104339,674,160300.0,4.2,RENT,debt_consolidation,16300.0,60,Not Verified,0,5.8,16.9,Current
4006,LN104404,685,134600.0,6.8,OWN,major_purchase,25500.0,36,Source Verified,0,2.8,11.93,Fully Paid
4007,LN103680,0,76400.0,3.3,MORTGAGE,debt_consolidation,5000.0,60,Source Verified,0,14.8,13.49,Fully Paid
4008,LN100357,708,13200.0,5.8,RENT,credit_card,4300.0,36,Verified,0,8.2,13.93,Fully Paid
4009,LN102835,683,59300.0,0.2,MORTGAGE,debt_consolidation,5100.0,60,Verified,0,3.9,16.17,Charged Off
4010,LN104705,727,64600.0,11.5,RENT,debt_consolidation,9200.0,36,Source Verified,0,9.0,10.38,Current
4011,LN104817,680,52700.0,18.6,RENT,home_improvement,6400.0,60,Verified,0,7.8,14.5,Fully Paid
4012,LN102212,774,40400.0,5.3,OWN,other,11500.0,36,Not Verified,1,17.5,12.64,Charged Off
4013,LN103515,670,43000.0,12.7,MORTGAGE,debt_consolidation,39600.0,60,Verified,0,8.3,14.58,Fully Paid
4014,LN101558,743,73700.0,1.6,MORTGAGE,medical,10700.0,60,Verified,0,12.1,14.7,Charged Off
4015,LN100310,767,85000.0,7.7,MORTGAGE,credit_card,13900.0,60,Source Verified,1,10.9,15.53,Current
4016,LN102045,625,54600.0,3.8,MORTGAGE,credit_card,12000.0,36,Source Verified,0,10.7,13.3,Fully Paid
4017,LN105049,0,28300.0,1.1,RENT,debt_consolidation,12300.0,36,Verified,2,16.9,13.66,Charged Off
4018,LN101307,770,162700.0,2.6,MORTGAGE,major_purchase,8500.0,60,Source Verified,0,3.5,10.23,Charged Off
4019,LN103319,740,90000.0,5.3,RENT,credit_card,6900.0,60,Verified,0,14.6,13.21,Current
4020,LN100127,613,42600.0,1.4,OWN,credit_card,10100.0,60,Not Verified,2,11.6,16.74,Current
4021,LN104551,646,28200.0,1.9,RENT,debt_consolidation,13200.0,36,Verified,0,19.2,13.36,Charged Off
4022,LN101830,739,59400.0,7.7,OWN,credit_card,23200.0,36,Verified,1,8.9,13.3,Fully Paid
4023,LN100103,738,96100.0,2.3,RENT,medical,9300.0,60,Source Verified,0,7.0,13.88,Fully Paid
4024,LN100659,669,55300.0,1.7,RENT,debt_consolidation,7000.0,36,Verified,0,19.3,14.21,Fully Paid
4025,LN101330,568,48000.0,3.7,RENT,home_improvement,9600.0,36,Not Verified,1,8.2,15.69,Fully Paid
4026,LN103686,611,69700.0,8.6,RENT,credit_card,24900.0,60,Not Verified,0,31.9,20.07,Current
4027,LN103565,799,33100.0,6.1,RENT,major_purchase,7400.0,60,Source Verified,0,65.0,12.59,Charged Off
4028,LN101673,719,59200.0,9.8,MORTGAGE,small_business,9600.0,60,Verified,0,5.4,14.33,Current
4029,LN102724,652,71500.0,1.6,MORTGAGE,credit_card,5700.0,36,Source Verified,0,3.0,10.62,Current
4030,LN104002,708,46900.0,99.0,RENT,debt_consolidation,7000.0,60,Source Verified,1,8.0,13.22,Current
4031,LN104086,637,51800.0,2.5,OWN,small_business,11900.0,60,Verified,1,15.1,15.87,Charged Off
4032,LN101530,726,49000.0,7.6,OWN,debt_consolidation,5800.0,36,Not Verified,0,10.3,12.9,Current
4033,LN102712,685,65600.0,16.9,MORTGAGE,home_improvement,3800.0,36,Source Verified,0,0.9,11.32,Current
4034,LN104675,776,68300.0,7.1,OTHER,home_improvement,22600.0,60,Source Verified,0,11.3,15.98,Fully Paid
4035,LN100043,705,92000.0,10.6,MORTGAGE,small_business,5100.0,60,Source Verified,0,6.0,13.47,Current
4036,LN102504,769,48800.0,2.3,OWN,other,13500.0,60,Source Verified,0,3.6,12.89,Fully Paid
4037,LN103979,740,43800.0,8.1,MORTGAGE,debt_consolidation,12400.0,36,Source Verified,1,16.7,13.74,Charged Off
4038,LN104009,766,40200.0,6.4,RENT,small_business,4300.0,60,Source Verified,1,9.9,14.12,Charged Off
4039,LN104735,690,-1.0,8.0,MORTGAGE,major_purchase,11600.0,60,Not Verified,0,0.0,13.76,Current
4040,LN102261,639,39900.0,2.7,MORTGAGE,credit_card,6700.0,60,Source Verified,1,8.5,16.94,Fully Paid
4041,LN104543,627,53200.0,14.5,MORTGAGE,credit_card,11500.0,36,Source Verified,0,16.3,12.18,Fully Paid
4042,LN101696,660,-1.0,1.3,OWN,debt_consolidation,14000.0,36,Source Verified,0,0.0,12.05,Charged Off
4043,LN101792,708,111800.0,16.0,RENT,debt_consolidation,12100.0,36,Not Verified,0,6.7,12.68,Fully Paid
4044,LN104859,675,63800.0,7.7,MORTGAGE,major_purchase,7300.0,36,Not Verified,0,7.7,16.32,Charged Off
4045,LN101740,665,62900.0,10.7,RENT,credit_card,4100.0,60,Verified,1,12.1,15.23,Fully Paid
4046,LN103400,716,79900.0,9.1,RENT,medical,8400.0,60,Verified,0,4.8,14.04,Fully Paid
4047,LN103035,722,98500.0,2.8,MORTGAGE,home_improvement,12800.0,60,Not Verified,0,2.3,13.59,Fully Paid
4048,LN104899,661,85300.0,9.2,RENT,major_purchase,5400.0,36,Source Verified,0,8.3,12.33,Current
4049,LN102249,766,54000.0,99.0,RENT,home_improvement,4500.0,36,Source Verified,0,12.5,10.15,Fully Paid
4050,LN101418,0,54900.0,12.9,RENT,debt_consolidation,12100.0,60,Not Verified,0,16.8,16.02,Charged Off
4051,LN104028,679,61300.0,2.1,RENT,debt_consolidation,17700.0,36,Source Verified,0,18.1,14.83,Fully Paid
4052,LN103420,691,25400.0,1.0,MORTGAGE,major_purchase,6300.0,60,Source Verified,0,2.0,17.91,Charged Off
4053,LN101545,675,28100.0,2.5,RENT,small_business,7200.0,60,Verified,1,26.5,16.7,Fully Paid
4054,LN103511,599,53600.0,1.9,RENT,debt_consolidation,9400.0,60,Verified,0,4.0,14.99,Charged Off
4055,LN102538,730,45500.0,7.0,RENT,debt_consolidation,10500.0,60,Source Verified,0,7.0,15.34,Fully Paid
4056,LN102363,721,89700.0,12.7,OWN,major_purchase,10100.0,36,Not Verified,1,5.9,12.22,Fully Paid
4057,LN104437,743,75400.0,10.2,OWN,debt_consolidation,6900.0,36,Source Verified,0,10.1,11.02,Charged Off
4058,LN101003,731,75400.0,17.7,RENT,medical,10500.0,36,Not Verified,0,4.4,10.67,Fully Paid
4059,LN101388,712,38200.0,3.0,RENT,home_improvement,5100.0,36,Source Verified,1,38.6,12.24,Fully Paid
4060,LN102495,834,70700.0,3.5,MORTGAGE,home_improvement,23900.0,60,Source Verified,0,6.1,11.48,Fully Paid
4061,LN101842,747,41900.0,99.0,MORTGAGE,debt_consolidation,16000.0,60,Not Verified,0,44.5,15.85,Fully Paid
4062,LN104753,597,29500.0,4.1,MORTGAGE,debt_consolidation,13000.0,36,Verified,1,33.6,16.39,Current
4063,LN104805,604,-1.0,2.8,MORTGAGE,other,8700.0,36,Verified,0,0.0,13.18,Current
4064,LN104406,655,86200.0,0.7,OWN,small_business,5300.0,36,Source Verified,0,4.4,14.84,Current
4065,LN102041,733,54500.0,5.1,MORTGAGE,major_purchase,10200.0,60,Source Verified,0,17.0,13.82,Current
4066,LN101183,731,32400.0,0.8,OWN,major_purchase,3500.0,60,Not Verified,0,8.9,12.33,Fully Paid
4067,LN103908,622,102500.0,2.7,MORTGAGE,debt_consolidation,20300.0,60,Not Verified,0,2.2,18.1,Fully Paid
4068,LN100365,786,67000.0,16.3,MORTGAGE,debt_consolidation,21100.0,36,Verified,0,3.7,9.73,Fully Paid
4069,LN101920,619,34300.0,0.3,RENT,debt_consolidation,7400.0,36,Source Verified,0,19.6,13.59,Current
4070,LN102863,850,33000.0,3.7,MORTGAGE,major_purchase,8900.0,60,Verified,0,5.6,8.13,Fully Paid
4071,LN104966,663,53300.0,2.0,MORTGAGE,small_business,13200.0,36,Source Verified,0,2.1,13.88,Fully Paid
4072,LN104221,725,73300.0,6.4,OWN,credit_card,7300.0,60,Source Verified,1,7.0,11.62,Fully Paid
4073,LN101028,690,75200.0,3.9,MORTGAGE,major_purchase,7800.0,60,Verified,0,2.0,12.7,Current
4074,LN103368,710,64500.0,7.2,RENT,credit_card,8900.0,36,Not Verified,1,1.2,11.59,Charged Off
4075,LN102691,623,63800.0,10.8,RENT,credit_card,17200.0,36,Not Verified,0,15.7,15.81,Fully Paid
4076,LN102323,691,40900.0,4.6,OWN,small_business,10300.0,36,Source Verified,0,16.5,13.74,Fully Paid
4077,LN105118,644,91100.0,9.5,RENT,other,10500.0,36,Source Verified,2,7.1,13.66,Current
4078,LN101838,786,85600.0,99.0,MORTGAGE,medical,7800.0,60,Not Verified,1,1.0,13.55,Current
4079,LN101916,650,69900.0,3.3,RENT,small_business,5700.0,36,Source Verified,0,5.3,13.68,Charged Off
4080,LN103065,690,65500.0,10.4,RENT,debt_consolidation,16600.0,60,Source Verified,1,6.9,13.9,Fully Paid
4081,LN101494,0,13700.0,8.3,RENT,debt_consolidation,20800.0,36,Verified,0,65.0,18.42,Current
4082,LN103854,696,12500.0,12.8,RENT,home_improvement,2400.0,36,Source Verified,0,65.0,14.52,Fully Paid
4083,LN101755,731,69700.0,7.8,RENT,major_purchase,9300.0,36,Source Verified,2,9.4,13.9,Fully Paid
4084,LN101150,702,58300.0,5.7,MORTGAGE,credit_card,17400.0,60,Verified,0,6.4,15.76,Current
4085,LN100801,620,139000.0,2.4,RENT,medical,23100.0,36,Verified,1,8.3,15.64,Charged Off
4086,LN102794,762,66200.0,10.0,MORTGAGE,major_purchase,18500.0,36,Verified,1,2.2,10.28,Current
4087,LN101284,694,75900.0,16.0,OWN,debt_consolidation,11300.0,36,Verified,1,2.6,13.01,Charged Off
4088,LN105088,597,24900.0,8.2,RENT,credit_card,9600.0,36,Source Verified,0,7.9,14.18,Fully Paid
4089,LN101598,793,83100.0,11.9,MORTGAGE,debt_consolidation,4400.0,60,Not Verified,0,4.3,9.73,Charged Off
4090,LN104761,850,39300.0,12.3,RENT,other,10500.0,36,Source Verified,0,9.5,11.1,Fully Paid
4091,LN101313,716,-1.0,7.0,RENT,medical,5500.0,36,Not Verified,0,0.0,11.26,Fully Paid
4092,LN104851,677,37800.0,4.8,RENT,debt_consolidation,9000.0,36,Source Verified,1,24.1,12.04,Charged Off
4093,LN103026,738,22400.0,4.3,MORTGAGE,small_business,27800.0,36,Source Verified,0,4.5,12.51,Fully Paid
4094,LN101958,671,54600.0,5.1,MORTGAGE,debt_consolidation,11100.0,36,Source Verified,0,7.9,12.17,Fully Paid
